season,weekday,guests,nights,stars,dist_center,breakfast,early_book,cancel_days,price
2,5,1,21,4,0.55,1,344,18,5449.52
2,5,1,21,3,8.85,1,30,-1,2270.27
4,0,2,3,,11.91,0,121,4,1500.0
3,6,3,7,3,8.45,0,274,-1,4779.06
2,4,2,18,4,12.26,0,70,14,2520.09
3,0,2,3,4,9.45,0,174,-1,3656.9
4,5,6,15,5,9.9,0,292,-1,5766.14
3,4,3,2,4,0.71,0,349,-1,5509.91
4,2,2,15,4,1.6,1,208,-1,4405.72
1,1,3,13,5,10.96,1,223,-1,5248.82
3,2,2,20,4,11.51,1,18,-1,3691.41
3,1,5,10,3,8.27,0,216,-1,3610.68
1,6,2,8,,8.98,0,92,-1,3222.75
3,3,2,16,4,9.33,0,52,-1,4164.94
1,0,5,16,4,1.84,0,74,-1,2814.0
2,0,1,2,3,10.12,1,131,8,1500.0
4,3,3,9,,7.33,0,45,-1,2245.9
1,4,4,8,3,9.16,0,35,-1,2009.65
3,3,5,11,3,8.58,0,131,15,2814.72
1,6,1,1,5,11.52,1,129,-1,5835.61
3,5,2,21,4,4.98,1,166,12,5457.34
2,3,6,11,4,5.79,1,242,-1,4247.66
1,1,1,18,4,6.06,0,224,18,2999.8
2,5,5,21,4,11.51,0,299,-1,3797.09
4,3,6,15,5,6.64,1,90,-1,4997.39
3,0,2,9,4,2.9,0,345,-1,4747.68
3,2,1,9,,14.75,0,363,7,4020.75
2,1,4,1,4,7.55,0,296,7,2346.21
4,6,3,7,5,1.91,0,121,-1,5971.66
1,1,3,12,5,10.15,0,358,25,4388.29
1,4,5,10,,11.17,1,352,24,5501.34
3,2,2,19,3,7.65,0,293,-1,3045.65
2,1,2,16,3,9.8,1,192,-1,1500.0
2,3,3,6,,2.84,1,113,-1,3149.49
1,1,1,11,4,5.71,0,10,22,2330.47
4,1,2,19,4,2.68,0,186,-1,3708.68
4,1,4,19,3,5.99,0,77,21,1500.0
1,4,4,18,4,8.57,1,69,-1,2776.96
1,1,2,15,,6.81,0,298,29,2170.6
2,1,2,16,5,9.02,1,103,-1,4073.92
4,4,3,14,3,7.68,1,344,-1,2570.88
1,5,5,8,4,4.97,1,214,-1,3409.11
1,2,3,8,4,2.41,1,117,12,4150.11
3,6,5,2,4,4.01,0,4,-1,4540.04
1,5,4,6,3,3.25,0,153,-1,1944.9
1,0,5,13,5,10.7,0,209,-1,3026.51
4,4,3,13,,12.35,0,287,-1,2720.08
2,4,2,21,5,10.89,1,302,-1,5271.54
4,1,5,12,5,9.76,1,89,13,5564.49
2,1,3,2,4,4.83,1,49,25,3053.53
3,6,4,21,5,10.75,0,354,-1,5851.83
1,0,6,20,5,9.19,0,201,0,4144.31
3,1,5,12,5,0.99,0,155,-1,5807.6
2,3,4,17,5,13.64,0,94,-1,4107.84
4,1,4,6,5,1.48,0,78,18,4979.98
4,1,1,7,4,7.69,1,182,-1,4652.49
3,3,6,6,3,7.84,1,313,-1,3378.68
2,0,5,21,5,12.6,1,167,-1,3714.08
3,3,3,4,4,13.72,0,185,-1,4017.38
3,4,5,21,3,14.11,0,327,-1,3046.23
1,3,5,9,4,8.67,1,329,20,3769.75
3,2,6,5,4,10.28,0,172,-1,3975.95
1,4,4,10,4,1.6,1,137,-1,3306.05
1,1,4,15,3,7.47,0,357,22,2597.97
4,6,4,8,3,13.5,1,209,-1,2650.79
1,4,4,4,4,7.0,1,303,18,4571.04
1,0,6,5,4,1.32,0,219,24,3380.81
4,0,3,7,4,3.25,1,189,29,3179.91
3,3,2,6,4,6.61,0,283,-1,4326.96
2,4,1,13,4,3.79,0,113,-1,1657.33
2,1,4,19,3,6.07,1,19,4,1799.38
2,0,4,10,3,5.19,1,87,-1,1917.77
3,5,1,15,,4.99,1,325,-1,7016.21
1,1,4,3,4,1.64,0,296,-1,3136.85
2,5,2,18,3,13.28,0,351,-1,2389.5
3,2,5,14,4,10.48,1,261,-1,4208.95
1,5,1,3,5,9.46,0,29,-1,5888.71
4,0,3,11,,9.22,1,53,-1,5250.31
2,3,1,10,4,6.13,0,174,-1,2245.11
1,2,2,17,3,12.4,1,249,-1,1785.05
2,4,6,13,,13.97,1,9,-1,1500.0
2,1,3,2,,0.38,1,274,-1,2826.18
2,0,5,13,3,1.46,1,264,-1,2330.56
1,2,4,19,4,10.22,0,134,-1,2217.18
3,2,1,5,,3.77,0,60,-1,4875.44
1,0,3,16,3,13.7,0,13,-1,1500.0
2,4,1,10,5,10.11,0,257,-1,4306.68
1,4,5,12,4,5.71,0,300,-1,2707.73
4,3,1,20,4,6.4,1,275,-1,3978.23
3,6,3,13,5,10.46,0,25,-1,6201.28
1,5,2,21,4,2.37,1,38,0,3995.98
4,4,6,16,5,13.29,1,245,-1,5727.48
3,3,3,21,3,0.37,0,150,-1,3993.23
4,5,1,1,3,14.69,0,207,27,2006.34
3,2,5,9,4,2.76,0,152,24,3053.03
1,0,4,16,4,11.21,1,115,-1,3547.69
4,4,4,19,3,0.89,0,200,0,2685.74
2,3,5,15,4,6.64,1,180,-1,3185.11
4,2,1,18,,9.57,0,280,-1,3009.31
3,4,6,12,4,1.33,0,173,-1,3979.57
1,1,5,14,4,6.82,0,154,-1,2695.01
3,6,1,3,4,4.76,0,355,19,5366.77
4,2,3,4,4,7.62,1,318,0,4475.06
4,4,6,6,5,7.72,1,114,-1,5131.87
2,2,2,16,4,11.84,1,302,-1,3034.33
1,0,1,13,5,2.12,0,141,-1,4083.08
1,0,4,12,3,1.52,1,278,-1,2926.49
4,6,4,12,,6.21,0,15,-1,3781.47
1,0,6,2,4,13.35,0,147,-1,1500.0
2,5,2,13,,12.87,0,261,-1,5001.1
3,1,1,3,4,8.53,0,28,-1,2744.98
1,0,2,13,5,13.36,0,259,9,4705.01
4,1,3,2,3,12.14,0,113,-1,1500.0
3,0,2,19,5,4.39,1,7,4,6498.88
3,5,3,9,3,2.8,1,303,-1,5374.21
2,2,4,20,3,4.73,0,254,14,2475.22
4,4,3,1,3,3.64,1,83,-1,3713.67
1,4,1,13,4,9.45,1,15,-1,2813.63
4,0,6,2,4,8.9,1,302,-1,4088.56
3,4,6,15,3,9.1,1,286,-1,3856.48
4,0,1,19,3,3.08,0,95,-1,2343.15
1,0,1,16,4,11.94,0,121,-1,2474.88
1,6,1,11,,6.67,0,225,-1,4821.22
2,3,5,15,4,7.25,1,28,9,3459.7
1,3,3,6,4,14.96,1,75,-1,2542.52
1,6,1,14,4,4.45,0,323,26,4465.9
4,3,6,6,4,6.09,1,118,16,3707.49
4,1,2,19,5,10.24,0,170,-1,4584.49
3,3,2,5,4,13.24,1,33,-1,4648.29
2,0,5,11,4,2.16,0,261,17,2984.45
4,5,3,4,,11.11,1,304,-1,5170.75
1,5,3,9,5,13.8,0,187,-1,5631.42
3,2,3,9,3,6.52,0,50,-1,3802.75
4,3,6,17,4,4.51,1,8,-1,3677.9
2,5,6,8,4,10.26,0,132,-1,3007.12
2,3,5,15,4,3.92,1,365,-1,2576.12
3,2,3,9,4,5.95,0,191,14,4706.05
3,5,3,5,,13.48,1,15,25,4506.78
3,0,1,4,3,8.98,1,186,26,4000.24
3,1,3,20,4,1.7,0,183,20,4673.3
3,6,6,18,5,5.15,1,192,10,7220.2
1,6,1,9,4,9.52,0,83,-1,3212.78
1,6,1,21,5,7.38,1,174,-1,5446.52
4,3,3,3,5,10.01,0,91,-1,3704.95
2,5,2,9,4,11.49,0,290,-1,4135.23
1,5,4,9,5,7.37,1,61,-1,5149.26
1,2,6,21,,14.81,0,32,-1,1500.0
1,0,2,4,4,13.75,0,142,6,1762.56
4,4,3,21,4,1.18,0,340,-1,3934.64
3,5,3,7,4,4.22,1,361,10,5968.15
4,1,2,7,3,4.72,0,122,21,1500.0
2,2,3,8,3,3.01,0,114,20,2176.23
2,5,6,21,3,4.89,0,356,-1,3647.94
2,5,1,1,,6.54,0,79,-1,3388.17
2,2,5,9,5,1.06,1,241,13,4397.4
1,2,3,12,5,2.17,1,135,-1,4579.67
1,3,3,6,3,1.71,1,364,-1,2125.94
4,5,2,13,4,0.98,0,94,26,4529.02
3,4,1,5,3,7.38,0,263,-1,3281.43
2,1,2,21,4,5.21,1,140,-1,3320.03
4,0,6,19,5,14.05,1,87,-1,5531.62
1,0,2,1,5,1.81,1,236,-1,5381.7
1,4,3,18,3,13.91,0,58,-1,1500.0
3,2,1,8,3,1.57,1,336,-1,4055.29
3,2,6,8,3,9.4,0,174,-1,2977.76
3,2,3,15,4,3.94,1,59,27,4254.49
4,5,6,19,5,12.45,1,168,-1,6102.24
1,2,3,10,4,1.2,1,51,-1,3799.94
1,2,3,16,4,14.3,0,227,-1,2000.83
3,5,3,11,4,0.99,0,247,24,5354.93
2,5,5,12,3,3.84,0,331,-1,3241.24
3,4,4,16,3,7.12,0,35,-1,3327.02
4,3,1,16,3,11.41,0,332,-1,2361.19
3,5,5,20,4,14.28,1,98,-1,4623.74
3,1,4,3,5,6.59,0,68,-1,5315.23
4,2,6,9,4,11.43,0,140,3,2303.66
3,3,4,8,3,10.99,0,199,-1,2930.25
1,0,4,10,4,8.7,1,266,-1,2885.15
2,4,5,13,,10.46,1,7,-1,3255.41
3,3,1,18,3,0.86,1,61,11,4561.58
4,5,2,13,,6.79,0,139,-1,4418.24
2,2,4,13,4,11.85,1,332,-1,3843.33
4,2,2,15,5,7.27,0,360,-1,5553.97
2,2,2,13,4,13.14,1,341,-1,2719.53
2,3,3,16,3,12.55,1,109,-1,2229.39
3,2,2,8,3,12.99,1,171,9,3266.58
1,5,6,19,3,2.21,0,57,15,2104.3
3,3,6,10,3,3.89,0,343,-1,3857.8
4,2,3,12,3,0.74,1,7,27,3124.83
4,0,1,14,4,14.75,1,362,-1,3336.5
2,0,1,6,3,3.77,0,63,-1,1961.28
2,1,6,21,5,5.7,0,307,-1,4517.51
1,2,3,9,4,4.34,0,326,-1,3082.83
3,2,1,7,4,0.88,0,277,-1,5468.88
4,3,4,6,4,4.14,1,190,-1,4605.21
2,3,1,1,4,1.74,1,221,-1,2467.09
1,6,3,21,4,6.1,0,78,-1,2860.77
4,2,6,14,3,14.51,1,36,-1,2157.25
2,1,4,6,5,10.56,0,187,13,4962.45
4,2,2,12,3,10.69,0,147,-1,1500.0
1,5,2,17,5,6.96,0,94,-1,4933.65
1,3,2,5,3,12.23,0,114,-1,1598.88
4,2,6,11,4,13.65,1,172,16,3134.37
3,3,3,5,,14.43,0,121,-1,3422.43
4,2,2,12,4,1.76,0,313,-1,3210.55
2,4,1,3,3,13.23,0,203,21,1500.0
3,3,2,9,3,3.61,1,164,-1,4273.79
2,1,5,6,4,6.14,1,221,29,3479.82
4,4,6,2,5,5.38,1,258,-1,6243.11
3,5,5,2,4,10.22,0,76,-1,5102.45
2,2,2,12,4,9.09,0,74,-1,2096.75
4,6,2,8,3,1.9,0,221,-1,2908.94
4,5,5,2,4,11.81,0,200,-1,4761.68
3,3,6,9,3,6.76,0,221,8,4367.04
4,4,6,16,3,0.33,0,92,-1,2907.79
1,5,2,15,4,6.39,0,37,-1,3417.82
2,1,6,14,,7.89,1,233,14,3072.28
2,6,4,20,3,1.31,1,120,-1,4123.49
4,3,6,4,3,2.52,1,48,-1,2972.22
4,4,5,4,,14.91,0,33,-1,2192.12
1,5,3,11,3,13.11,0,153,22,1942.4
3,4,5,21,5,2.26,0,129,-1,5107.85
4,4,1,18,,8.83,1,55,0,3498.57
4,5,4,5,3,5.87,0,99,-1,3270.85
4,0,3,2,4,8.29,0,134,-1,3343.82
4,2,2,15,4,7.22,0,35,-1,2722.34
2,3,1,11,4,1.01,0,167,13,3115.43
4,3,1,17,4,4.94,0,205,-1,3898.38
2,6,4,16,3,2.15,1,281,-1,3315.05
4,6,3,15,4,7.49,0,83,-1,4109.67
3,6,1,3,4,13.64,0,74,-1,4270.44
1,3,3,20,4,14.93,0,89,7,1699.59
3,4,3,15,4,14.18,0,120,19,4236.45
4,6,6,19,4,14.79,0,98,-1,3191.54
4,5,1,13,4,0.52,0,324,-1,5248.08
4,2,3,16,4,11.02,1,271,-1,3814.93
3,1,4,12,4,4.31,0,74,-1,4239.37
4,3,1,17,4,13.02,0,352,-1,3489.43
3,5,4,16,3,12.26,0,136,27,3568.11
2,2,4,9,4,6.53,1,260,-1,3424.63
1,2,3,6,,7.26,1,211,-1,3677.95
1,0,3,19,3,4.2,1,42,7,1924.77
3,5,6,13,5,4.55,1,97,-1,7843.25
2,3,6,21,4,14.72,0,285,21,3155.85
3,6,1,8,4,13.37,1,73,23,5472.08
2,4,6,12,3,3.12,0,127,15,1500.0
4,6,2,9,4,4.35,0,31,-1,4537.61
2,2,1,4,,1.9,1,215,-1,4099.94
2,2,4,13,3,14.84,1,272,-1,1848.54
2,1,6,2,4,13.64,0,363,-1,3066.92
1,6,6,3,,8.42,1,66,27,5450.6
2,0,6,5,4,10.49,0,230,-1,1988.55
4,2,3,18,,11.29,0,234,-1,2965.68
4,2,4,21,4,3.3,0,153,-1,3777.99
4,4,6,14,3,14.04,0,11,-1,1920.91
2,4,5,2,5,8.04,1,36,-1,3697.41
3,1,5,15,,1.66,1,169,19,6422.49
3,5,4,8,,6.14,0,312,10,5157.63
4,1,6,16,3,9.14,1,11,-1,1800.98
1,1,2,3,3,5.49,1,173,-1,2000.81
3,4,2,20,3,10.58,1,224,3,4142.47
2,6,1,20,4,13.27,0,154,27,2503.52
3,6,1,5,,11.65,1,333,-1,4621.51
4,6,6,4,,9.75,0,6,-1,3673.13
1,5,1,12,4,7.83,1,235,11,5037.93
3,4,3,19,3,4.04,1,37,-1,4189.43
3,0,2,15,,6.99,0,297,11,4049.17
4,3,4,13,3,4.61,0,243,8,3612.62
1,3,6,5,5,14.03,0,122,22,3144.42
1,0,6,12,,13.64,1,154,-1,3163.01
4,6,5,19,4,2.59,0,297,-1,4267.49
2,3,2,2,3,12.39,1,245,-1,2745.6
3,5,2,7,5,10.63,1,362,17,6751.8
2,4,2,5,,14.64,0,40,17,2110.16
3,3,1,20,,7.11,1,264,0,5406.71
3,5,3,11,3,10.92,0,107,-1,3433.83
2,4,4,18,4,7.91,0,225,-1,2870.21
4,5,1,18,3,1.32,0,173,-1,3599.76
4,0,3,7,5,0.99,1,104,-1,5228.24
3,1,2,10,,2.1,1,348,7,5794.9
4,0,3,20,4,4.65,1,337,-1,3794.17
3,3,1,14,5,4.11,0,181,-1,5891.44
4,4,2,20,3,11.01,0,92,-1,1580.61
3,5,1,20,3,10.82,1,118,-1,4557.35
4,3,4,11,3,14.58,0,120,5,1500.0
1,3,2,2,3,4.86,1,186,8,2904.64
2,1,3,13,5,14.1,0,268,-1,4399.77
1,6,1,13,3,9.31,0,341,-1,2602.85
2,3,5,9,5,7.58,0,15,-1,4947.3
2,1,3,17,4,10.12,1,31,-1,2574.61
3,4,3,15,4,10.63,0,345,12,4155.71
2,4,2,21,3,2.83,0,94,-1,1500.0
1,5,6,16,3,11.35,0,105,13,3349.33
1,6,3,10,3,10.96,0,174,28,2618.57
4,1,1,20,4,14.96,1,325,-1,3240.94
1,0,5,12,4,13.71,0,290,-1,2891.54
4,4,4,5,4,10.36,0,330,-1,4139.93
2,6,5,20,4,10.77,0,36,24,3420.21
1,5,1,17,4,14.21,0,21,-1,2410.72
2,0,2,10,3,14.52,0,217,13,1903.37
1,4,1,6,5,12.46,0,85,25,3457.42
1,4,6,21,,11.58,1,315,-1,3490.63
4,5,6,20,3,1.94,0,41,-1,2834.26
2,5,6,6,4,12.51,1,140,-1,3884.01
1,2,3,12,5,4.02,1,214,25,5116.92
3,3,2,21,,8.59,1,159,-1,5273.91
2,3,6,19,3,6.26,0,278,-1,1885.71
2,0,4,2,,5.38,1,170,-1,3369.08
2,3,4,13,3,4.86,1,159,20,2840.4
4,0,1,20,,12.87,0,239,-1,4176.88
3,6,6,11,,11.61,1,357,22,4564.24
2,4,3,15,3,7.99,0,155,24,1666.37
1,2,4,13,5,10.07,0,231,-1,3551.0
1,2,5,3,5,14.77,1,221,23,5853.7
4,4,2,14,,6.14,1,336,-1,3481.54
1,5,5,8,3,8.4,1,169,-1,2683.71
2,1,4,9,4,8.14,1,284,3,3694.21
1,1,4,15,5,14.06,0,242,-1,4374.05
2,3,1,18,4,5.47,0,357,29,3986.41
1,5,1,8,3,14.8,1,161,8,2276.45
3,0,6,11,3,4.78,0,113,-1,3651.63
4,6,2,5,5,1.9,0,365,21,5807.68
4,2,6,15,4,3.11,0,267,-1,3948.99
3,3,1,15,4,6.57,0,90,-1,4318.6
3,4,3,7,4,9.85,0,295,-1,3530.68
4,5,2,21,4,7.9,0,356,-1,3939.85
3,2,3,18,,5.83,0,307,-1,5593.69
2,0,6,12,,8.56,0,317,-1,3062.57
1,0,1,12,4,12.63,0,324,-1,2674.86
4,1,2,4,3,12.63,0,365,-1,2588.34
3,3,6,11,3,10.98,1,316,14,4502.55
2,4,4,21,4,14.3,1,339,-1,2519.86
4,2,6,6,5,8.98,0,301,-1,4372.7
3,6,5,21,4,0.41,1,232,-1,5883.62
4,0,4,10,3,4.58,0,71,9,2674.28
3,2,3,15,3,5.12,0,106,-1,2494.54
4,4,4,1,5,8.35,0,49,-1,5516.21
2,2,6,17,3,13.6,1,360,-1,2619.47
2,3,4,3,5,12.62,0,1,-1,3904.29
1,1,5,11,,3.71,0,65,-1,2451.81
4,2,6,18,5,7.94,1,357,-1,5300.53
1,5,5,10,5,9.99,1,170,-1,4470.23
4,1,4,21,3,14.82,0,214,27,2680.72
3,4,5,9,4,0.76,1,137,-1,5392.69
3,1,4,7,3,7.12,0,364,-1,3728.26
1,2,2,11,3,14.83,1,180,28,2010.19
4,2,4,8,4,14.66,0,347,-1,2748.54
1,5,1,2,4,5.16,0,210,-1,2983.66
2,0,5,5,4,0.3,1,283,12,2606.75
1,5,5,9,4,8.92,1,1,-1,2876.39
1,2,3,1,3,13.04,1,156,-1,1835.41
3,6,3,17,3,5.07,0,307,-1,3637.8
1,1,1,10,,14.03,1,141,-1,2006.16
4,5,5,8,,5.19,1,27,-1,3965.18
3,5,5,18,4,9.27,0,256,-1,5157.3
1,6,3,10,4,10.91,1,299,-1,4518.4
2,6,3,9,5,5.38,0,247,-1,6490.69
1,6,4,4,4,5.48,0,335,4,4762.43
1,0,6,2,3,7.21,0,84,-1,1500.0
1,2,5,19,4,12.58,0,242,-1,2069.56
3,2,5,10,4,1.78,0,205,27,5063.98
4,4,4,17,4,9.58,0,272,-1,3232.25
2,0,5,3,4,10.26,1,270,-1,3255.23
1,4,1,21,4,8.5,0,47,25,2432.2
4,4,3,19,3,14.06,1,45,-1,1993.7
4,4,3,19,4,9.15,0,176,7,3405.67
3,3,6,19,3,9.63,0,269,9,3786.71
2,4,3,19,4,9.12,0,227,2,2792.67
3,5,2,15,4,10.91,0,355,27,5233.04
4,1,1,18,4,2.29,0,253,-1,3316.14
4,5,1,17,4,13.45,0,245,-1,3781.32
4,5,4,10,3,0.92,0,21,-1,2985.81
3,2,2,14,,9.72,1,21,0,6244.56
2,3,5,19,4,9.35,0,223,-1,2777.32
1,4,6,18,,3.36,0,346,17,3267.81
3,2,1,11,,0.9,0,198,11,3410.22
4,0,2,11,3,2.34,0,230,-1,3707.63
3,0,2,12,4,4.29,0,331,-1,4465.3
4,2,1,8,4,13.27,0,335,-1,2383.0
1,1,4,16,3,12.88,0,229,-1,2193.86
1,2,2,8,4,1.24,1,196,-1,2991.82
2,2,3,14,4,4.55,1,233,-1,3159.26
4,3,2,18,,13.37,0,290,-1,3182.19
2,0,5,21,4,3.78,0,264,-1,2834.78
2,0,1,4,5,14.94,1,156,-1,4119.09
1,4,5,17,3,4.08,1,26,-1,2112.04
3,5,4,13,4,11.16,1,223,-1,5372.61
3,2,6,5,3,6.43,0,201,-1,2566.65
2,2,3,3,4,2.3,1,88,0,3760.97
1,1,1,9,4,4.05,1,314,-1,3709.75
4,6,2,20,,10.22,1,169,-1,3371.1
3,6,3,18,4,5.25,1,293,27,5734.8
2,0,2,20,,9.18,1,344,3,4557.83
3,1,4,19,,3.32,0,362,23,3834.83
3,3,6,19,4,6.89,1,179,-1,5252.79
4,4,1,21,5,7.83,1,299,-1,5712.57
1,1,4,16,4,6.37,1,22,-1,4112.02
4,0,4,1,4,3.21,1,201,0,3951.52
1,3,6,5,5,7.08,0,325,22,4322.04
3,2,4,15,3,10.49,0,76,-1,3586.94
2,3,4,12,3,14.48,0,222,-1,1500.0
4,5,2,1,4,11.91,1,324,-1,4669.89
1,1,5,14,4,2.67,0,187,-1,3584.03
3,0,2,18,3,4.31,0,250,-1,4253.67
1,1,6,18,4,1.46,0,130,25,2510.83
1,2,3,6,4,2.29,0,22,-1,2888.98
1,6,6,1,5,3.99,0,36,-1,5102.7
3,2,6,17,4,3.23,1,17,-1,3878.18
2,0,6,18,5,3.44,0,354,8,4245.05
2,5,6,15,5,3.69,1,260,-1,6145.99
2,4,4,12,4,4.72,1,40,-1,3974.45
1,3,6,13,4,2.15,0,347,-1,3231.54
3,3,3,20,4,4.38,0,337,-1,4124.87
1,2,6,2,3,10.42,1,71,-1,1632.88
2,1,2,4,4,3.78,0,139,13,2010.3
2,6,4,3,4,2.83,0,213,-1,4617.08
3,1,2,19,4,1.3,1,5,12,5507.14
1,5,4,8,,7.65,1,118,-1,3256.6
4,4,2,12,4,12.68,0,68,20,3619.56
4,1,1,12,4,1.17,1,76,-1,4343.83
2,3,5,10,4,8.27,0,275,-1,2884.42
3,6,5,1,,9.86,0,350,-1,3522.61
1,1,4,5,4,9.01,0,91,-1,2305.07
1,6,1,20,5,13.2,0,152,-1,4820.32
2,4,3,11,5,13.04,0,17,21,3407.33
2,3,1,9,3,1.14,0,322,-1,1874.56
1,6,4,14,,5.61,0,34,-1,2940.82
1,1,1,3,5,10.16,1,101,-1,4421.6
2,3,3,5,3,14.3,1,270,28,1643.47
1,2,4,21,3,12.13,0,306,-1,1654.54
4,2,5,9,3,2.9,0,276,-1,2945.23
2,5,6,18,4,4.4,0,258,29,4096.66
1,2,1,6,4,11.52,1,34,4,3701.21
2,1,5,21,,7.23,1,7,24,2336.43
3,4,5,7,4,8.35,0,258,-1,4300.74
2,3,2,16,3,9.25,0,309,5,2614.5
2,6,3,8,4,1.82,1,199,19,4560.98
3,0,6,10,4,12.88,0,139,-1,3700.6
4,2,1,5,4,12.99,1,18,-1,3135.88
1,2,5,11,3,7.18,1,84,-1,2906.07
3,0,5,21,4,9.51,1,21,-1,4391.19
2,6,3,13,4,10.0,0,234,-1,3549.58
1,6,6,20,4,3.09,1,285,-1,4740.01
3,0,6,2,4,1.95,0,337,-1,4479.29
1,6,5,14,4,0.6,1,128,-1,4285.01
1,1,5,9,3,13.72,1,51,-1,1537.49
3,6,5,10,3,5.38,0,28,-1,4024.6
1,3,5,10,,1.56,0,317,-1,2238.25
4,6,2,10,4,7.15,0,28,-1,3801.59
3,2,2,19,4,1.41,0,132,-1,4879.87
4,4,6,11,,1.55,1,210,26,4648.32
2,1,4,11,4,7.49,1,21,-1,4117.04
1,1,1,3,5,7.78,0,176,1,3245.01
2,6,3,19,4,8.83,0,118,-1,3002.27
2,4,4,1,4,9.95,0,135,-1,2572.16
1,4,2,12,5,10.12,0,81,-1,4138.82
3,5,2,15,3,6.67,1,363,1,5463.88
1,4,2,14,4,9.76,0,67,-1,1638.32
2,6,4,3,3,4.78,1,39,-1,3589.67
2,6,2,20,5,6.79,1,90,-1,5124.63
3,0,4,13,,6.08,1,151,0,4176.17
1,2,2,18,3,5.14,0,221,-1,2148.54
2,5,5,16,4,3.81,1,75,-1,4070.3
4,6,5,6,3,1.45,1,234,9,5384.01
2,0,1,10,5,7.74,1,140,-1,4971.44
2,5,2,17,4,8.2,0,89,5,3784.96
3,2,1,17,4,5.24,0,64,-1,4107.67
4,5,4,8,4,14.64,1,154,-1,3973.65
2,0,1,4,5,8.49,0,214,-1,3695.29
2,3,2,15,5,13.37,0,361,-1,4351.89
4,6,4,1,,8.68,0,357,-1,3455.27
1,2,4,7,5,3.09,0,138,-1,3805.84
1,1,5,10,3,14.63,0,230,2,1638.44
2,2,4,7,,13.31,0,41,19,3555.99
2,2,4,1,4,7.23,0,235,11,2545.59
1,2,1,17,,3.87,0,85,9,4042.71
3,3,6,12,4,3.57,1,347,-1,5400.45
4,6,4,17,3,12.15,0,165,-1,3011.43
4,0,3,15,4,1.32,1,197,24,3645.02
3,6,6,16,3,9.68,0,344,17,4380.04
3,1,5,14,4,9.71,1,61,-1,4951.7
3,0,5,3,4,2.98,0,33,-1,5401.92
3,5,4,19,3,10.66,0,281,-1,4329.11
3,5,1,12,5,10.67,1,230,-1,6026.3
3,5,6,19,5,5.45,0,309,10,7169.63
4,0,5,18,5,7.41,0,166,24,5184.23
3,4,5,14,4,12.54,0,212,22,4737.35
1,3,3,20,4,7.99,0,276,-1,3604.3
3,4,4,9,4,9.39,1,53,8,5220.7
3,6,6,3,3,6.37,1,183,-1,4792.32
4,5,5,12,5,2.5,0,220,27,6070.74
4,3,5,20,5,14.97,0,97,26,3897.39
3,0,5,17,4,8.11,0,62,7,3559.19
4,5,5,5,5,5.25,0,41,-1,5094.44
2,0,1,8,4,10.79,0,248,20,3226.47
4,3,2,19,4,9.43,1,109,-1,3103.42
4,0,3,4,5,3.72,0,153,-1,4930.31
4,0,1,15,4,13.19,1,196,-1,3905.0
4,1,3,19,4,1.34,0,147,11,3740.82
1,6,5,15,4,9.2,1,209,-1,4856.12
1,4,3,14,,7.32,1,242,8,3671.32
1,4,4,16,4,4.98,0,106,24,2843.74
3,4,4,10,,12.45,1,4,-1,5188.05
3,2,2,14,4,9.95,0,143,-1,3565.82
2,1,2,20,4,11.46,0,136,-1,2449.12
1,5,3,11,,6.4,0,280,-1,3676.64
3,5,1,2,5,14.15,0,165,-1,6329.29
4,5,1,19,3,5.37,0,135,-1,3253.23
4,4,5,3,,8.11,0,127,-1,1500.0
1,6,1,4,3,14.02,0,64,-1,1500.0
2,4,2,11,5,1.52,0,288,-1,4259.99
2,6,1,13,4,1.9,1,127,-1,4219.28
4,1,5,18,5,14.91,1,196,-1,4453.78
2,6,4,18,4,14.58,0,81,-1,2290.22
1,0,1,19,,11.64,1,291,-1,2772.24
4,4,1,12,,7.42,1,83,-1,3434.24
3,5,2,1,3,7.74,0,151,-1,3503.09
3,0,3,6,4,4.08,0,188,-1,4848.68
2,4,4,3,4,6.66,1,210,12,3741.66
4,3,3,17,3,6.64,1,27,-1,3438.46
4,2,5,3,4,0.83,1,59,28,4180.37
3,4,5,1,3,6.96,0,93,27,2700.29
4,3,3,3,3,7.35,1,334,-1,3064.62
4,1,2,4,,10.09,0,113,-1,2995.78
4,3,6,6,4,7.89,1,328,-1,4306.45
2,1,2,7,3,12.97,1,123,-1,2137.29
4,4,6,8,4,5.7,0,38,8,3398.18
1,1,6,13,3,6.32,1,256,26,3128.3
2,3,2,4,4,8.7,1,12,-1,3777.52
4,6,6,6,4,3.28,0,227,-1,4047.72
4,2,6,11,5,6.08,0,193,24,4452.04
1,0,6,1,5,10.39,1,41,-1,3755.2
2,0,4,8,3,6.35,1,184,-1,2783.34
3,2,5,2,3,13.63,1,34,-1,2795.96
3,5,6,8,3,9.34,0,36,-1,3612.1
2,0,5,20,5,2.56,0,74,7,4721.77
4,4,5,9,,7.47,0,249,-1,4095.43
4,5,4,4,3,11.54,1,126,-1,3011.79
3,4,5,17,3,9.76,1,19,-1,4366.0
3,3,3,7,4,13.31,1,215,-1,4510.43
3,3,1,10,3,11.32,1,246,-1,4585.99
1,5,4,5,,1.21,0,207,-1,5003.14
3,5,1,10,4,1.95,0,150,-1,5249.62
1,5,3,12,4,9.85,1,312,-1,3962.23
2,5,2,21,4,3.8,1,165,26,4517.39
4,1,2,20,3,8.94,0,302,2,2115.67
