district,wall_type,street,price_per_sqm
Центр,дерево,Улица_50,84.2
Исторический центр,кирпич,Улица_42,198.9
Исторический центр,дерево,Улица_33,175.4
Окраины,монолит,Улица_48,75.4
Центр,панель,Улица_17,70.8
Исторический центр,кирпич,Улица_60,175.2
Центр,дерево,Улица_56,45.3
Центр,панель,Улица_4,63.6
Окраины,монолит,Улица_23,40.0
Центр,монолит,Улица_63,130.3
Окраины,монолит,Улица_58,103.8
Исторический центр,монолит,Улица_37,163.1
Центр,кирпич,Улица_32,158.9
Исторический центр,кирпич,Улица_9,200.8
Центр,кирпич,Улица_36,145.5
Исторический центр,кирпич,Улица_10,157.4
Центр,панель,Улица_23,46.6
Центр,монолит,Улица_20,147.8
Центр,монолит,Улица_19,147.5
Центр,кирпич,Улица_9,138.5
Центр,панель,Улица_46,88.9
Центр,кирпич,Улица_46,180.0
Центр,кирпич,Улица_14,112.5
Центр,кирпич,Улица_43,136.9
Центр,монолит,Улица_61,142.4
Исторический центр,кирпич,Улица_5,142.7
Окраины,монолит,Улица_3,86.6
Центр,кирпич,Улица_22,155.8
Окраины,монолит,Улица_12,68.0
Центр,монолит,Улица_30,144.4
Центр,дерево,Улица_15,109.8
Исторический центр,монолит,Улица_40,169.4
Исторический центр,дерево,Улица_0,141.3
Окраины,монолит,Улица_11,64.2
Исторический центр,монолит,Улица_55,161.0
Исторический центр,кирпич,Улица_49,168.7
Окраины,кирпич,Улица_19,105.9
Исторический центр,кирпич,Улица_35,213.9
Центр,панель,Улица_37,88.6
Окраины,панель,Улица_21,41.6
Окраины,монолит,Улица_60,99.7
Центр,дерево,Улица_49,65.5
Исторический центр,панель,Улица_58,168.4
Окраины,панель,Улица_19,45.0
Окраины,дерево,Улица_35,55.0
Центр,кирпич,Улица_14,133.7
Центр,монолит,Улица_61,103.0
Исторический центр,кирпич,Улица_2,213.4
Окраины,монолит,Улица_4,56.4
Исторический центр,кирпич,Улица_55,188.2
Исторический центр,монолит,Улица_30,131.7
Центр,панель,Улица_34,79.8
Окраины,кирпич,Улица_25,78.6
Окраины,кирпич,Улица_0,66.7
Окраины,панель,Улица_6,46.7
Центр,дерево,Улица_35,45.8
Центр,монолит,Улица_24,110.2
Центр,панель,Улица_58,100.1
Центр,кирпич,Улица_60,130.5
Центр,панель,Улица_28,104.8
Окраины,монолит,Улица_17,40.0
Исторический центр,монолит,Улица_40,164.5
Окраины,кирпич,Улица_18,75.4
Исторический центр,монолит,Улица_3,187.5
Центр,монолит,Улица_64,167.1
Исторический центр,дерево,Улица_40,127.7
Окраины,дерево,Улица_14,40.0
Окраины,монолит,Улица_53,61.8
Исторический центр,монолит,Улица_63,162.2
Центр,кирпич,Улица_14,119.7
Центр,монолит,Улица_49,97.4
Окраины,панель,Улица_21,58.0
Исторический центр,кирпич,Улица_17,140.5
Центр,панель,Улица_1,138.2
Центр,монолит,Улица_35,89.4
Окраины,кирпич,Улица_19,131.7
Центр,панель,Улица_15,84.0
Исторический центр,панель,Улица_29,119.0
Окраины,кирпич,Улица_54,76.2
Окраины,кирпич,Улица_25,93.8
Исторический центр,монолит,Улица_56,163.4
Окраины,монолит,Улица_1,105.1
Центр,кирпич,Улица_55,129.1
Центр,монолит,Улица_61,137.0
Исторический центр,монолит,Улица_33,203.0
Центр,панель,Улица_55,53.6
Исторический центр,монолит,Улица_54,185.3
Исторический центр,дерево,Улица_19,140.8
Центр,панель,Улица_49,87.3
Исторический центр,кирпич,Улица_24,173.6
Центр,дерево,Улица_24,60.6
Окраины,панель,Улица_52,62.1
Окраины,кирпич,Улица_13,67.1
Исторический центр,панель,Улица_59,144.5
Центр,панель,Улица_42,68.5
Центр,монолит,Улица_61,122.5
Окраины,панель,Улица_62,52.0
Окраины,кирпич,Улица_1,110.9
Центр,монолит,Улица_53,106.3
Исторический центр,панель,Улица_15,148.3
Окраины,кирпич,Улица_54,104.2
Исторический центр,панель,Улица_42,108.6
Исторический центр,монолит,Улица_60,132.9
Окраины,кирпич,Улица_37,68.3
Исторический центр,панель,Улица_44,152.0
Исторический центр,кирпич,Улица_50,171.2
Центр,кирпич,Улица_41,134.8
Исторический центр,панель,Улица_23,160.8
Центр,кирпич,Улица_29,121.6
Окраины,монолит,Улица_36,40.0
Окраины,кирпич,Улица_52,90.8
Центр,монолит,Улица_62,126.0
Окраины,кирпич,Улица_10,75.7
Исторический центр,дерево,Улица_22,186.2
Исторический центр,панель,Улица_49,155.6
Исторический центр,монолит,Улица_54,182.6
Окраины,кирпич,Улица_54,92.8
Исторический центр,панель,Улица_3,146.6
Окраины,кирпич,Улица_53,75.8
Исторический центр,дерево,Улица_60,150.0
Центр,панель,Улица_4,104.1
Окраины,панель,Улица_17,40.0
Окраины,монолит,Улица_43,56.9
Исторический центр,панель,Улица_30,140.3
Окраины,монолит,Улица_20,90.0
Окраины,монолит,Улица_46,99.7
Центр,монолит,Улица_29,110.3
Центр,панель,Улица_54,102.1
Исторический центр,панель,Улица_40,157.1
Центр,кирпич,Улица_44,155.8
Исторический центр,монолит,Улица_29,170.3
Исторический центр,панель,Улица_44,143.8
Исторический центр,панель,Улица_44,160.1
Окраины,дерево,Улица_44,42.6
Центр,кирпич,Улица_54,131.0
Исторический центр,монолит,Улица_58,166.1
Центр,дерево,Улица_4,49.9
Исторический центр,монолит,Улица_31,158.7
Центр,монолит,Улица_5,157.2
Центр,панель,Улица_25,111.1
Исторический центр,кирпич,Улица_36,169.0
Окраины,монолит,Улица_12,40.0
Центр,кирпич,Улица_24,85.0
Окраины,кирпич,Улица_12,81.2
Окраины,монолит,Улица_19,104.4
Исторический центр,кирпич,Улица_59,176.1
Исторический центр,дерево,Улица_20,134.7
Исторический центр,монолит,Улица_60,158.6
Центр,монолит,Улица_25,144.3
Исторический центр,монолит,Улица_53,207.7
Исторический центр,монолит,Улица_41,128.9
Центр,монолит,Улица_10,118.5
Центр,панель,Улица_36,119.4
Исторический центр,кирпич,Улица_10,199.1
Исторический центр,монолит,Улица_26,157.1
Исторический центр,монолит,Улица_33,197.3
Исторический центр,панель,Улица_37,159.4
Окраины,кирпич,Улица_60,98.2
Окраины,панель,Улица_52,67.3
Исторический центр,кирпич,Улица_64,234.3
Окраины,дерево,Улица_2,40.0
Центр,дерево,Улица_27,80.7
Окраины,кирпич,Улица_13,57.2
Окраины,монолит,Улица_51,58.5
Исторический центр,кирпич,Улица_29,167.5
Окраины,монолит,Улица_57,72.3
Окраины,кирпич,Улица_53,72.8
Окраины,монолит,Улица_14,69.1
Окраины,панель,Улица_37,58.3
Центр,кирпич,Улица_13,167.7
Исторический центр,панель,Улица_56,182.6
Исторический центр,кирпич,Улица_58,161.8
Центр,панель,Улица_7,158.6
Окраины,кирпич,Улица_18,79.9
Центр,панель,Улица_31,107.6
Окраины,монолит,Улица_28,103.1
Центр,монолит,Улица_40,174.6
Исторический центр,монолит,Улица_44,164.6
Исторический центр,дерево,Улица_12,125.7
Исторический центр,кирпич,Улица_26,208.5
Окраины,кирпич,Улица_18,94.2
Окраины,панель,Улица_25,58.4
Центр,монолит,Улица_52,135.3
Центр,дерево,Улица_50,69.0
Исторический центр,кирпич,Улица_36,153.2
Окраины,панель,Улица_8,61.4
Центр,кирпич,Улица_51,152.7
Окраины,монолит,Улица_53,93.8
Окраины,панель,Улица_2,49.0
Исторический центр,кирпич,Улица_7,184.4
Исторический центр,панель,Улица_13,156.2
Окраины,монолит,Улица_2,106.6
Окраины,монолит,Улица_23,40.0
Окраины,кирпич,Улица_12,80.3
Окраины,монолит,Улица_42,87.4
Исторический центр,панель,Улица_28,175.4
Центр,монолит,Улица_50,105.8
Исторический центр,монолит,Улица_41,161.2
Центр,кирпич,Улица_30,112.4
Окраины,кирпич,Улица_62,40.0
Центр,монолит,Улица_25,139.3
Исторический центр,кирпич,Улица_17,156.8
Исторический центр,монолит,Улица_56,165.8
Окраины,монолит,Улица_6,95.8
Исторический центр,монолит,Улица_47,190.0
Окраины,кирпич,Улица_59,84.6
Исторический центр,кирпич,Улица_32,196.8
Исторический центр,монолит,Улица_2,200.4
Окраины,кирпич,Улица_3,60.9
Центр,монолит,Улица_3,168.9
Исторический центр,монолит,Улица_41,159.9
Центр,панель,Улица_8,112.9
Исторический центр,монолит,Улица_50,183.0
Исторический центр,кирпич,Улица_16,185.4
Исторический центр,кирпич,Улица_16,187.3
Исторический центр,дерево,Улица_19,145.6
Центр,дерево,Улица_13,105.0
Центр,панель,Улица_21,139.5
Исторический центр,дерево,Улица_51,165.5
Исторический центр,панель,Улица_26,169.8
Центр,кирпич,Улица_42,71.6
Окраины,кирпич,Улица_2,116.0
Окраины,дерево,Улица_7,73.8
Центр,кирпич,Улица_9,192.8
Исторический центр,панель,Улица_28,162.2
Исторический центр,панель,Улица_39,128.9
Окраины,монолит,Улица_64,83.5
Окраины,панель,Улица_20,82.6
Центр,кирпич,Улица_23,128.5
Окраины,кирпич,Улица_59,108.6
Центр,панель,Улица_25,114.1
Окраины,монолит,Улица_8,72.7
Окраины,панель,Улица_19,68.8
Окраины,монолит,Улица_55,43.3
Исторический центр,кирпич,Улица_35,164.8
Исторический центр,монолит,Улица_35,159.0
Исторический центр,панель,Улица_21,117.4
Окраины,кирпич,Улица_0,91.2
Центр,панель,Улица_36,80.7
Центр,монолит,Улица_12,110.0
Центр,монолит,Улица_42,98.2
Центр,кирпич,Улица_36,128.7
Исторический центр,монолит,Улица_24,183.1
Исторический центр,кирпич,Улица_20,172.3
Окраины,кирпич,Улица_40,72.4
Окраины,панель,Улица_41,47.8
Центр,монолит,Улица_41,116.7
Исторический центр,монолит,Улица_1,162.2
Центр,кирпич,Улица_7,131.4
Окраины,кирпич,Улица_60,69.9
Окраины,панель,Улица_13,62.8
Центр,кирпич,Улица_20,161.3
Окраины,кирпич,Улица_23,73.2
Центр,кирпич,Улица_49,83.0
Исторический центр,панель,Улица_44,160.7
Центр,кирпич,Улица_63,127.1
Исторический центр,панель,Улица_63,187.2
Исторический центр,кирпич,Улица_25,224.5
Окраины,кирпич,Улица_31,71.8
Окраины,монолит,Улица_56,80.0
Окраины,кирпич,Улица_52,94.8
Центр,панель,Улица_32,95.7
Центр,кирпич,Улица_51,119.2
Окраины,панель,Улица_17,49.2
Центр,кирпич,Улица_34,117.9
Окраины,кирпич,Улица_11,80.6
Центр,панель,Улица_50,78.9
Исторический центр,дерево,Улица_9,149.2
Исторический центр,кирпич,Улица_51,163.3
Окраины,панель,Улица_33,75.1
Центр,монолит,Улица_38,128.9
Центр,панель,Улица_7,107.5
Исторический центр,монолит,Улица_28,192.5
Исторический центр,кирпич,Улица_21,211.6
Окраины,дерево,Улица_60,40.0
Исторический центр,панель,Улица_42,127.4
Окраины,кирпич,Улица_48,44.5
Исторический центр,монолит,Улица_28,207.4
Исторический центр,панель,Улица_30,129.2
Центр,панель,Улица_52,134.4
Исторический центр,монолит,Улица_33,179.5
Исторический центр,панель,Улица_37,110.6
Окраины,кирпич,Улица_56,106.9
Исторический центр,монолит,Улица_3,179.6
Окраины,кирпич,Улица_1,93.5
Исторический центр,монолит,Улица_11,161.1
Исторический центр,дерево,Улица_34,136.7
Окраины,панель,Улица_20,66.2
Центр,панель,Улица_60,95.1
Окраины,кирпич,Улица_34,89.5
Окраины,кирпич,Улица_47,115.3
Окраины,дерево,Улица_14,53.1
Центр,кирпич,Улица_14,157.1
Исторический центр,панель,Улица_5,150.3
Окраины,монолит,Улица_21,81.1
Окраины,монолит,Улица_31,89.6
Центр,панель,Улица_21,105.7
Окраины,панель,Улица_26,86.0
Исторический центр,монолит,Улица_14,168.0
Центр,дерево,Улица_43,90.4
Исторический центр,панель,Улица_8,154.7
Исторический центр,панель,Улица_33,145.0
Центр,кирпич,Улица_14,174.3
Окраины,кирпич,Улица_61,62.3
Исторический центр,панель,Улица_44,106.2
Исторический центр,дерево,Улица_57,176.8
Исторический центр,монолит,Улица_18,203.7
Исторический центр,дерево,Улица_15,117.7
Центр,панель,Улица_7,117.5
Центр,монолит,Улица_32,123.0
Исторический центр,монолит,Улица_17,201.1
Окраины,панель,Улица_34,63.8
Исторический центр,кирпич,Улица_42,167.3
Окраины,панель,Улица_49,40.0
Исторический центр,монолит,Улица_2,170.7
Окраины,кирпич,Улица_58,108.0
Исторический центр,дерево,Улица_27,191.7
Окраины,кирпич,Улица_45,102.9
Исторический центр,монолит,Улица_63,169.9
Исторический центр,панель,Улица_46,146.5
Окраины,монолит,Улица_13,77.9
Центр,панель,Улица_6,54.7
Окраины,дерево,Улица_30,40.0
Центр,панель,Улица_50,81.5
Исторический центр,кирпич,Улица_28,218.0
Окраины,панель,Улица_14,42.4
Окраины,кирпич,Улица_24,81.3
Окраины,кирпич,Улица_60,48.3
Центр,панель,Улица_40,130.5
Центр,монолит,Улица_3,157.7
Исторический центр,панель,Улица_56,142.4
Центр,монолит,Улица_30,114.0
Центр,панель,Улица_2,91.8
Исторический центр,кирпич,Улица_49,133.0
Окраины,дерево,Улица_16,40.0
Окраины,панель,Улица_59,90.1
Исторический центр,дерево,Улица_23,105.7
Окраины,кирпич,Улица_31,63.2
Центр,кирпич,Улица_18,118.3
Исторический центр,монолит,Улица_59,214.7
Исторический центр,монолит,Улица_14,165.8
Исторический центр,кирпич,Улица_34,221.3
Окраины,кирпич,Улица_26,102.9
Исторический центр,монолит,Улица_6,165.2
Исторический центр,панель,Улица_5,127.8
Исторический центр,монолит,Улица_32,175.0
Окраины,кирпич,Улица_57,70.4
Центр,панель,Улица_48,74.1
Исторический центр,дерево,Улица_16,153.3
Центр,кирпич,Улица_41,127.8
Окраины,панель,Улица_39,40.0
Окраины,монолит,Улица_45,77.7
Окраины,кирпич,Улица_0,98.1
Окраины,панель,Улица_51,51.1
Центр,панель,Улица_34,103.0
Исторический центр,панель,Улица_4,122.1
Окраины,панель,Улица_16,40.0
Окраины,панель,Улица_52,47.6
Центр,панель,Улица_51,96.4
Центр,панель,Улица_13,88.8
Окраины,монолит,Улица_28,95.4
Исторический центр,кирпич,Улица_7,205.6
Исторический центр,панель,Улица_0,165.0
Окраины,дерево,Улица_28,62.3
Центр,панель,Улица_35,94.1
Окраины,монолит,Улица_50,40.0
Окраины,панель,Улица_36,40.0
Центр,монолит,Улица_52,125.9
Окраины,дерево,Улица_51,69.3
Окраины,кирпич,Улица_11,58.8
Окраины,панель,Улица_51,40.0
Центр,панель,Улица_0,136.3
Исторический центр,панель,Улица_6,175.9
Исторический центр,кирпич,Улица_16,180.8
Центр,монолит,Улица_42,112.1
Исторический центр,кирпич,Улица_16,148.5
Окраины,панель,Улица_58,70.9
Исторический центр,монолит,Улица_2,190.1
Окраины,кирпич,Улица_28,113.6
Исторический центр,дерево,Улица_21,169.4
Центр,монолит,Улица_37,123.2
Исторический центр,панель,Улица_53,163.9
Исторический центр,панель,Улица_49,122.3
Исторический центр,кирпич,Улица_29,175.3
Центр,монолит,Улица_22,143.4
Исторический центр,кирпич,Улица_46,211.2
Центр,монолит,Улица_20,137.4
Окраины,монолит,Улица_19,109.1
Исторический центр,кирпич,Улица_22,180.8
Центр,монолит,Улица_20,141.4
Центр,кирпич,Улица_20,141.7
Исторический центр,дерево,Улица_0,162.3
Окраины,кирпич,Улица_14,96.1
Центр,панель,Улица_16,96.3
Исторический центр,кирпич,Улица_50,164.8
Окраины,монолит,Улица_62,80.7
Центр,панель,Улица_13,114.1
Центр,кирпич,Улица_58,145.0
Окраины,панель,Улица_49,40.0
Окраины,панель,Улица_33,46.1
Исторический центр,монолит,Улица_5,177.4
Исторический центр,монолит,Улица_48,173.6
Центр,панель,Улица_5,82.5
Окраины,кирпич,Улица_6,61.4
Окраины,кирпич,Улица_50,42.7
Окраины,панель,Улица_0,56.9
Центр,панель,Улица_12,67.3
Окраины,панель,Улица_42,40.0
Окраины,кирпич,Улица_26,92.6
Центр,панель,Улица_2,109.2
Исторический центр,дерево,Улица_57,164.1
Исторический центр,кирпич,Улица_16,175.9
Центр,панель,Улица_44,119.3
Окраины,монолит,Улица_57,82.1
Центр,монолит,Улица_55,110.8
Исторический центр,кирпич,Улица_53,180.7
Исторический центр,панель,Улица_28,169.6
Центр,монолит,Улица_53,130.5
Центр,кирпич,Улица_26,177.1
Исторический центр,панель,Улица_44,120.0
Центр,кирпич,Улица_30,108.6
Исторический центр,панель,Улица_35,137.8
Центр,панель,Улица_60,82.2
Центр,монолит,Улица_36,149.2
Центр,кирпич,Улица_35,135.4
Исторический центр,панель,Улица_4,129.1
Центр,панель,Улица_45,121.0
Исторический центр,панель,Улица_51,130.4
Исторический центр,монолит,Улица_48,172.8
Центр,панель,Улица_5,113.3
Центр,дерево,Улица_9,99.3
Исторический центр,панель,Улица_22,167.8
Исторический центр,панель,Улица_16,157.3
Окраины,монолит,Улица_43,58.7
Исторический центр,кирпич,Улица_40,193.8
Окраины,кирпич,Улица_14,101.9
Окраины,монолит,Улица_43,90.8
Окраины,панель,Улица_57,46.7
Центр,монолит,Улица_49,79.5
Центр,дерево,Улица_51,98.5
Исторический центр,панель,Улица_62,140.7
Окраины,панель,Улица_57,68.1
Центр,панель,Улица_22,110.9
Центр,кирпич,Улица_43,123.4
Центр,монолит,Улица_43,130.9
Центр,монолит,Улица_51,147.9
Центр,панель,Улица_27,124.9
Окраины,кирпич,Улица_17,66.4
Окраины,кирпич,Улица_26,81.5
Окраины,кирпич,Улица_50,74.3
Окраины,монолит,Улица_59,79.4
Исторический центр,кирпич,Улица_48,175.3
Окраины,монолит,Улица_14,48.4
Центр,монолит,Улица_14,126.8
Окраины,монолит,Улица_50,64.0
Исторический центр,панель,Улица_47,144.5
Центр,монолит,Улица_0,137.0
Окраины,панель,Улица_6,69.0
Окраины,монолит,Улица_52,104.8
Окраины,панель,Улица_30,42.1
Центр,панель,Улица_17,74.8
Центр,панель,Улица_11,89.2
Исторический центр,кирпич,Улица_47,210.6
Центр,панель,Улица_29,106.5
Центр,дерево,Улица_6,78.2
Окраины,кирпич,Улица_2,102.5
Центр,кирпич,Улица_62,142.1
Окраины,кирпич,Улица_5,77.7
Окраины,панель,Улица_14,52.2
Центр,кирпич,Улица_42,113.7
Исторический центр,панель,Улица_17,96.5
Исторический центр,кирпич,Улица_21,200.8
Центр,кирпич,Улица_60,120.6
Исторический центр,монолит,Улица_60,162.8
Окраины,кирпич,Улица_52,91.3
Окраины,дерево,Улица_25,50.6
Центр,кирпич,Улица_39,147.0
Исторический центр,панель,Улица_7,156.0
Исторический центр,кирпич,Улица_20,195.3
Окраины,панель,Улица_42,52.5
Центр,дерево,Улица_20,82.9
Исторический центр,монолит,Улица_2,179.8
Центр,кирпич,Улица_30,125.7
Исторический центр,панель,Улица_26,147.5
Окраины,панель,Улица_26,81.4
Окраины,кирпич,Улица_56,46.4
Центр,кирпич,Улица_32,131.2
Окраины,дерево,Улица_43,40.0
Исторический центр,дерево,Улица_42,116.6
Окраины,дерево,Улица_30,40.0
Центр,монолит,Улица_64,142.8
Центр,монолит,Улица_16,96.9
Центр,кирпич,Улица_14,158.1
Исторический центр,кирпич,Улица_33,193.9
Исторический центр,кирпич,Улица_3,162.9
Исторический центр,монолит,Улица_27,175.8
Исторический центр,монолит,Улица_1,221.1
Исторический центр,монолит,Улица_16,175.9
Окраины,дерево,Улица_57,40.0
Исторический центр,монолит,Улица_8,178.7
Исторический центр,дерево,Улица_30,94.1
Окраины,кирпич,Улица_61,52.9
Исторический центр,монолит,Улица_18,184.4
Центр,панель,Улица_54,67.0
Исторический центр,кирпич,Улица_27,198.7
Исторический центр,дерево,Улица_49,117.4
Центр,монолит,Улица_64,151.5
Центр,кирпич,Улица_2,131.3
Центр,кирпич,Улица_51,159.0
Центр,монолит,Улица_9,130.7
Исторический центр,панель,Улица_20,134.1
Центр,дерево,Улица_36,69.6
Центр,кирпич,Улица_14,164.5
Окраины,кирпич,Улица_8,106.2
Центр,кирпич,Улица_43,110.9
Центр,кирпич,Улица_38,135.0
Окраины,кирпич,Улица_4,46.4
Окраины,дерево,Улица_24,40.0
Исторический центр,панель,Улица_55,172.1
Окраины,панель,Улица_63,56.8
Исторический центр,кирпич,Улица_51,189.1
Окраины,кирпич,Улица_8,103.1
Окраины,монолит,Улица_9,42.8
Исторический центр,панель,Улица_9,176.2
Окраины,монолит,Улица_61,102.9
Исторический центр,панель,Улица_59,161.7
Окраины,кирпич,Улица_18,85.3
Центр,панель,Улица_37,104.4
Окраины,кирпич,Улица_5,68.1
Исторический центр,монолит,Улица_14,169.2
Окраины,кирпич,Улица_46,140.2
Исторический центр,монолит,Улица_44,186.6
Исторический центр,кирпич,Улица_4,186.5
Центр,монолит,Улица_52,132.9
Центр,дерево,Улица_61,62.0
Исторический центр,панель,Улица_22,133.9
Окраины,панель,Улица_43,40.0
Исторический центр,дерево,Улица_51,92.9
Исторический центр,панель,Улица_45,142.2
Окраины,кирпич,Улица_18,57.2
Окраины,кирпич,Улица_46,145.6
Окраины,монолит,Улица_51,110.7
Окраины,монолит,Улица_23,51.2
Исторический центр,кирпич,Улица_16,197.5
Исторический центр,кирпич,Улица_45,191.6
Центр,дерево,Улица_63,93.8
Исторический центр,кирпич,Улица_27,183.5
Окраины,панель,Улица_49,40.0
Центр,кирпич,Улица_63,146.8
Окраины,монолит,Улица_27,80.6
Исторический центр,кирпич,Улица_55,162.4
Центр,монолит,Улица_58,105.8
Окраины,кирпич,Улица_4,83.4
Центр,монолит,Улица_53,121.7
Центр,монолит,Улица_43,138.2
Исторический центр,панель,Улица_41,176.0
Окраины,панель,Улица_56,40.0
Центр,панель,Улица_46,99.7
Центр,кирпич,Улица_24,123.8
Окраины,монолит,Улица_43,90.2
Центр,кирпич,Улица_14,161.3
Центр,монолит,Улица_50,118.8
Центр,кирпич,Улица_52,139.6
Окраины,кирпич,Улица_33,96.9
Окраины,кирпич,Улица_7,78.7
Окраины,панель,Улица_20,40.0
Окраины,панель,Улица_6,59.6
Исторический центр,монолит,Улица_55,163.5
Центр,кирпич,Улица_48,132.8
Окраины,кирпич,Улица_41,67.0
Центр,монолит,Улица_22,114.6
Центр,монолит,Улица_51,156.7
Исторический центр,кирпич,Улица_52,186.6
Окраины,панель,Улица_15,64.8
Окраины,панель,Улица_36,75.1
Центр,монолит,Улица_17,97.3
Окраины,монолит,Улица_19,99.2
Центр,монолит,Улица_45,149.2
Центр,монолит,Улица_1,135.9
Исторический центр,кирпич,Улица_62,188.4
Исторический центр,монолит,Улица_2,165.8
Исторический центр,панель,Улица_45,160.9
Центр,кирпич,Улица_48,143.4
Окраины,панель,Улица_0,50.5
Исторический центр,дерево,Улица_21,141.2
Окраины,монолит,Улица_13,103.7
Исторический центр,кирпич,Улица_44,211.0
Исторический центр,монолит,Улица_5,157.5
Центр,монолит,Улица_64,125.2
Исторический центр,кирпич,Улица_20,197.0
Исторический центр,панель,Улица_3,129.5
Центр,монолит,Улица_2,140.5
Окраины,панель,Улица_29,58.1
Исторический центр,кирпич,Улица_30,172.2
Центр,монолит,Улица_33,130.9
Исторический центр,дерево,Улица_19,155.5
Центр,монолит,Улица_53,137.8
Окраины,монолит,Улица_24,60.7
Окраины,панель,Улица_14,66.7
Центр,кирпич,Улица_37,122.1
Центр,панель,Улица_22,98.9
Центр,кирпич,Улица_51,124.3
Окраины,монолит,Улица_56,46.3
Исторический центр,кирпич,Улица_56,179.9
Окраины,панель,Улица_51,78.5
Центр,панель,Улица_34,120.9
Центр,дерево,Улица_13,86.5
Окраины,кирпич,Улица_13,90.0
Центр,кирпич,Улица_32,151.6
Окраины,кирпич,Улица_51,88.4
Центр,монолит,Улица_0,106.2
Исторический центр,кирпич,Улица_33,163.6
Исторический центр,кирпич,Улица_18,172.2
Центр,кирпич,Улица_23,145.7
Окраины,монолит,Улица_3,74.8
Исторический центр,кирпич,Улица_35,201.6
Окраины,кирпич,Улица_57,91.8
Центр,кирпич,Улица_31,123.5
Окраины,панель,Улица_8,47.4
Исторический центр,монолит,Улица_19,202.5
Окраины,панель,Улица_61,42.7
Окраины,дерево,Улица_57,40.0
Центр,дерево,Улица_21,93.3
Центр,панель,Улица_47,78.0
Центр,монолит,Улица_7,137.6
Исторический центр,монолит,Улица_14,197.5
Исторический центр,монолит,Улица_31,170.7
Центр,панель,Улица_52,122.9
Центр,панель,Улица_3,98.1
Исторический центр,панель,Улица_29,138.0
Исторический центр,монолит,Улица_12,179.8
Исторический центр,кирпич,Улица_20,207.5
Исторический центр,кирпич,Улица_40,179.0
Центр,панель,Улица_18,119.4
Исторический центр,кирпич,Улица_47,189.3
Центр,панель,Улица_62,63.1
Окраины,кирпич,Улица_19,94.5
Окраины,кирпич,Улица_63,101.2
Исторический центр,дерево,Улица_36,135.1
Окраины,панель,Улица_30,42.7
Окраины,монолит,Улица_17,55.0
Окраины,кирпич,Улица_19,101.4
Исторический центр,кирпич,Улица_10,190.7
Исторический центр,монолит,Улица_43,157.0
Окраины,монолит,Улица_63,91.1
Центр,панель,Улица_33,102.2
Окраины,дерево,Улица_64,75.1
Исторический центр,дерево,Улица_54,125.2
Исторический центр,дерево,Улица_0,144.1
Исторический центр,панель,Улица_37,130.7
Окраины,кирпич,Улица_8,110.5
Центр,панель,Улица_16,88.9
Исторический центр,монолит,Улица_51,161.3
Исторический центр,кирпич,Улица_17,185.3
Окраины,монолит,Улица_62,53.5
Центр,кирпич,Улица_32,152.3
Окраины,панель,Улица_3,57.4
Исторический центр,кирпич,Улица_51,181.3
Центр,монолит,Улица_8,178.4
Центр,кирпич,Улица_63,128.4
Исторический центр,монолит,Улица_29,158.5
Центр,панель,Улица_7,96.1
Центр,монолит,Улица_4,102.5
Окраины,дерево,Улица_62,40.0
Исторический центр,монолит,Улица_0,176.8
Исторический центр,дерево,Улица_14,121.0
Исторический центр,кирпич,Улица_37,202.0
Исторический центр,кирпич,Улица_41,170.5
Исторический центр,кирпич,Улица_45,207.0
Центр,кирпич,Улица_52,120.9
Окраины,монолит,Улица_25,75.8
Исторический центр,кирпич,Улица_60,214.3
Окраины,панель,Улица_53,58.2
Окраины,панель,Улица_21,40.0
Центр,панель,Улица_25,89.5
Исторический центр,панель,Улица_59,166.3
Центр,монолит,Улица_38,123.5
Исторический центр,кирпич,Улица_35,200.0
Центр,кирпич,Улица_20,200.1
Окраины,панель,Улица_40,64.9
Исторический центр,монолит,Улица_47,170.4
Окраины,панель,Улица_25,86.0
Окраины,монолит,Улица_62,61.5
Центр,панель,Улица_35,81.7
Исторический центр,панель,Улица_23,139.3
Окраины,кирпич,Улица_20,92.9
Центр,панель,Улица_17,93.4
Исторический центр,монолит,Улица_14,192.5
Исторический центр,кирпич,Улица_5,149.2
Окраины,кирпич,Улица_42,67.5
Исторический центр,монолит,Улица_30,166.9
Окраины,панель,Улица_27,97.7
Исторический центр,кирпич,Улица_7,193.0
Центр,монолит,Улица_28,129.3
Окраины,кирпич,Улица_20,90.8
Окраины,монолит,Улица_57,84.1
Исторический центр,кирпич,Улица_59,200.3
Исторический центр,монолит,Улица_49,144.0
Окраины,панель,Улица_30,46.5
Исторический центр,монолит,Улица_46,206.8
Центр,кирпич,Улица_33,166.2
Исторический центр,монолит,Улица_1,194.8
Центр,панель,Улица_51,72.7
Центр,панель,Улица_6,101.9
Центр,панель,Улица_18,120.1
Центр,монолит,Улица_14,130.9
Центр,дерево,Улица_47,81.3
Исторический центр,кирпич,Улица_13,178.6
Центр,кирпич,Улица_2,151.4
Исторический центр,монолит,Улица_49,154.0
Центр,кирпич,Улица_53,147.6
Окраины,дерево,Улица_5,40.0
Центр,панель,Улица_48,44.0
Окраины,монолит,Улица_22,69.1
Центр,кирпич,Улица_19,164.4
Центр,кирпич,Улица_59,129.6
Центр,монолит,Улица_44,118.1
Окраины,дерево,Улица_60,47.1
Окраины,дерево,Улица_55,53.6
Центр,кирпич,Улица_1,173.8
