rating,cuisine_type,restaurant_name,avg_check,high_margin
Пять звезд,русская,Пельмения,654,0
Одна звезда,русская,Фиш-н-чипс,1634,0
Три звезды,азиатская,Мясной рай,328,0
Три звезды,итальянская,Морс-бар,2379,0
Одна звезда,фастфуд,Шаурма-Экспресс,1651,0
Четыре звезды,итальянская,Рамен-тайм,957,0
Четыре звезды,фастфуд,Рис и лапша,2294,0
Четыре звезды,азиатская,Кофе-Брейк,358,0
Три звезды,азиатская,Луковые кольца,1598,0
Три звезды,русская,Луковые кольца,193,0
Четыре звезды,итальянская,Сладкая жизнь,895,0
Три звезды,азиатская,Узбечка,1778,0
Четыре звезды,итальянская,Сытый студент,2333,0
Четыре звезды,азиатская,Морс-бар,2125,0
Две звезды,фастфуд,Пельмения,1714,0
Четыре звезды,фастфуд,Хлеб и масло,1087,0
Четыре звезды,русская,Сырная тарелка,369,0
Четыре звезды,азиатская,Пекарня у дома,1156,0
Три звезды,русская,Хлеб и масло,2061,0
Три звезды,русская,Кебаб-хаус,1619,0
Три звезды,азиатская,Паста-Мания,1317,0
Три звезды,азиатская,Пельмения,178,0
Три звезды,фастфуд,Пельмения,911,1
Пять звезд,русская,Шаурма-Экспресс,270,0
Четыре звезды,фастфуд,Итальянский дворик,164,0
Четыре звезды,итальянская,Утренний кофе,2417,0
Три звезды,итальянская,На углу,456,0
Пять звезд,русская,Поварёшка,973,1
Три звезды,русская,Грузинский дом,621,0
Четыре звезды,азиатская,Итальянский дворик,1855,0
Пять звезд,азиатская,Хинкальная,151,0
Четыре звезды,русская,Кофе-Брейк,1205,1
Пять звезд,русская,Перекусич,1028,1
Четыре звезды,итальянская,Фалафельная,1483,0
Три звезды,фастфуд,Рамен-тайм,1843,0
Три звезды,итальянская,Поварёшка,2472,0
Три звезды,итальянская,Быстро и вкусно,795,0
Одна звезда,фастфуд,Пирожок на углу,591,0
Четыре звезды,русская,Шаурма-Экспресс,760,0
Три звезды,русская,Мама-печёт,1330,0
Пять звезд,итальянская,Такос-Амигос,343,1
Три звезды,итальянская,Добрая столовая,574,0
Четыре звезды,фастфуд,Рамен-тайм,1980,0
Пять звезд,азиатская,Рамен-тайм,974,1
Три звезды,азиатская,Вечерний свет,786,0
Четыре звезды,русская,БургерХаус,162,0
Четыре звезды,азиатская,Паста-Мания,2268,0
Три звезды,русская,Пончик-хаус,726,0
Четыре звезды,русская,Мороженое-Софт,706,0
Три звезды,русская,Быстро и вкусно,774,0
Четыре звезды,фастфуд,Мясной рай,2177,0
Четыре звезды,итальянская,Утренний кофе,714,0
Четыре звезды,азиатская,Корн-дог,590,0
Четыре звезды,фастфуд,Студенческая столовая,1455,1
Три звезды,азиатская,Морс-бар,293,0
Четыре звезды,фастфуд,Луковые кольца,421,0
Пять звезд,азиатская,Луковые кольца,1611,1
Пять звезд,азиатская,Бабушкины пирожки,1520,0
Четыре звезды,итальянская,БургерХаус,2191,0
Три звезды,азиатская,Вареники,1628,0
Пять звезд,фастфуд,Китайский квартал,1679,0
Три звезды,азиатская,Халяль-гриль,813,0
Четыре звезды,итальянская,Грузинский дом,1287,0
Три звезды,азиатская,Пельмения,602,0
Пять звезд,фастфуд,Шаурма-Экспресс,749,1
Четыре звезды,азиатская,Узбечка,338,0
Четыре звезды,итальянская,Квасная лавка,1747,0
Две звезды,итальянская,Китайский квартал,1381,0
Четыре звезды,итальянская,Быстро и вкусно,633,1
Четыре звезды,итальянская,Салатный бар,2342,0
Четыре звезды,русская,Ларек с хот-догами,1203,0
Три звезды,итальянская,Узбечка,1862,0
Четыре звезды,азиатская,Салатный бар,2050,1
Две звезды,азиатская,Буррито-Кинг,1999,0
Четыре звезды,азиатская,Русский аппетит,511,0
Три звезды,азиатская,Пельмения,1919,0
Три звезды,русская,Хинкальная,1915,0
Три звезды,русская,Кебаб-хаус,398,0
Три звезды,русская,Русский аппетит,860,0
Две звезды,азиатская,Пекарня у дома,1210,0
Пять звезд,фастфуд,Салатный бар,1116,1
Четыре звезды,фастфуд,Студенческая столовая,2212,0
Три звезды,азиатская,Сытый студент,386,0
Четыре звезды,итальянская,Борщ-меню,1961,0
Четыре звезды,итальянская,Корн-дог,1749,0
Пять звезд,азиатская,Пельмения,781,1
Три звезды,итальянская,Чайхана,2423,0
Три звезды,итальянская,Котлетная,2500,0
Пять звезд,фастфуд,СушиВок,341,0
Три звезды,азиатская,Буррито-Кинг,1858,0
Одна звезда,русская,Пекарня у дома,1446,0
Две звезды,фастфуд,Мороженое-Софт,584,0
Одна звезда,азиатская,Вареники,1600,0
Пять звезд,азиатская,Быстро и вкусно,2047,0
Три звезды,фастфуд,Буррито-Кинг,2401,0
Пять звезд,итальянская,Вареники,1657,0
Пять звезд,итальянская,Добрая столовая,776,0
Четыре звезды,фастфуд,Сытый студент,2237,0
Одна звезда,азиатская,Лапшичная,309,0
Две звезды,русская,Вегетарианский уголок,1273,0
Четыре звезды,азиатская,Рис и лапша,1681,0
Три звезды,русская,Пивной ресторан,1417,0
Четыре звезды,русская,Паста-Мания,485,0
Три звезды,азиатская,Китайский квартал,2015,1
Пять звезд,азиатская,Сковородка,1553,0
Четыре звезды,азиатская,Итальянский дворик,698,1
Четыре звезды,русская,Мама-печёт,2340,0
Пять звезд,итальянская,Вегетарианский уголок,649,1
Две звезды,русская,Хлеб и масло,2462,0
Три звезды,русская,Студенческая столовая,1996,0
Две звезды,русская,Добрая столовая,1214,0
Две звезды,фастфуд,Салатный бар,2233,0
Четыре звезды,итальянская,Блинная №1,1081,0
Три звезды,русская,Шаурма-Экспресс,2097,0
Три звезды,русская,Фалафельная,182,0
Пять звезд,фастфуд,Рис и лапша,1296,0
Три звезды,русская,Рамен-тайм,1008,0
Четыре звезды,итальянская,Чайхана,2271,0
Две звезды,русская,Итальянский дворик,1329,0
Три звезды,итальянская,Корн-дог,1199,0
Четыре звезды,итальянская,Пельмения,839,0
Пять звезд,азиатская,Пивной ресторан,355,1
Три звезды,фастфуд,Сковородка,1976,0
Две звезды,фастфуд,Хлеб и масло,417,0
Три звезды,фастфуд,Мороженое-Софт,1242,0
Две звезды,азиатская,Вегетарианский уголок,2229,0
Три звезды,азиатская,Горячий хлеб,282,0
Четыре звезды,итальянская,Сковородка,432,0
Две звезды,фастфуд,Русский аппетит,2364,0
Четыре звезды,азиатская,Вегетарианский уголок,1962,0
Четыре звезды,азиатская,Утренний кофе,165,0
Три звезды,азиатская,Луковые кольца,1423,0
Одна звезда,итальянская,Сытый студент,1636,0
Пять звезд,русская,Вечерний свет,1756,0
Три звезды,азиатская,Грузинский дом,359,0
Четыре звезды,азиатская,Обед-Бокс,2406,0
Три звезды,азиатская,Кулинария,675,0
Четыре звезды,фастфуд,Суп-Суп,446,0
Три звезды,фастфуд,Кебаб-хаус,735,0
Три звезды,азиатская,БургерХаус,622,0
Одна звезда,итальянская,Рыбный день,1854,0
Три звезды,русская,Студенческая столовая,2369,0
Пять звезд,фастфуд,Китайский квартал,990,0
Четыре звезды,русская,Кофе-Брейк,1299,0
Две звезды,азиатская,Итальянский дворик,2053,0
Четыре звезды,фастфуд,Грузинский дом,2474,0
Пять звезд,русская,Мороженое-Софт,654,0
Четыре звезды,азиатская,Ларек с хот-догами,631,0
Две звезды,фастфуд,Чайхана,1084,0
Пять звезд,азиатская,Кондитерская-Кофе,1608,1
Три звезды,фастфуд,Сладкая жизнь,2463,0
Четыре звезды,русская,Рамен-тайм,1973,0
Четыре звезды,русская,Вегетарианский уголок,749,0
Пять звезд,фастфуд,Узбечка,1293,1
Пять звезд,итальянская,Халяль-гриль,2057,0
Пять звезд,азиатская,Трапеза,711,1
Одна звезда,русская,Мясной рай,1214,0
Пять звезд,итальянская,Пекарня у дома,1220,1
Две звезды,фастфуд,Сладкая жизнь,1689,0
Три звезды,русская,Сытый студент,416,0
Четыре звезды,русская,Утренний кофе,1285,0
Четыре звезды,азиатская,Рис и лапша,2208,1
Четыре звезды,итальянская,У Егора,2050,1
Четыре звезды,азиатская,Кебаб-хаус,2211,0
Пять звезд,фастфуд,Мясной рай,1776,0
Три звезды,русская,На углу,630,0
Три звезды,итальянская,Добрая столовая,881,0
Пять звезд,азиатская,Корн-дог,492,0
Две звезды,итальянская,Мама-печёт,1246,0
Четыре звезды,фастфуд,Пицца-Прайм,2000,0
Четыре звезды,русская,Пицца-Прайм,1152,0
Четыре звезды,итальянская,Кебаб-хаус,429,0
Четыре звезды,фастфуд,Пицца-Прайм,1200,0
Три звезды,фастфуд,Рис и лапша,440,0
Пять звезд,русская,Кулинария,1162,1
Две звезды,азиатская,Пончик-хаус,1113,1
Три звезды,русская,Рамен-тайм,2219,0
Две звезды,русская,Узбечка,1809,0
Четыре звезды,итальянская,Борщ-меню,785,0
Четыре звезды,итальянская,Винный погреб,604,0
Пять звезд,азиатская,Вареники,1022,1
Четыре звезды,фастфуд,Грузинский дом,759,0
Четыре звезды,итальянская,СушиВок,2273,0
Пять звезд,азиатская,Бабушкины пирожки,2329,0
Четыре звезды,русская,Борщ-меню,2391,0
Четыре звезды,фастфуд,Винный погреб,1540,0
Четыре звезды,русская,Трапеза,1964,1
Три звезды,фастфуд,Буррито-Кинг,1672,0
Пять звезд,итальянская,На углу,872,0
Три звезды,русская,Рис и лапша,317,0
Четыре звезды,русская,СушиВок,2376,0
Четыре звезды,фастфуд,Блинная №1,802,0
Пять звезд,азиатская,Паста-Мания,2454,0
Пять звезд,фастфуд,Поварёшка,2335,0
Четыре звезды,итальянская,Пельмения,1584,1
Четыре звезды,азиатская,Ларек с хот-догами,2045,0
Три звезды,русская,На углу,1397,0
Четыре звезды,русская,Мясной рай,1774,0
Пять звезд,русская,Луковые кольца,421,0
Пять звезд,итальянская,У Егора,974,1
Пять звезд,русская,Бутербродная,1238,0
Две звезды,русская,Русский аппетит,240,0
Пять звезд,азиатская,Пончик-хаус,2488,0
Пять звезд,итальянская,Быстро и вкусно,1398,1
Три звезды,русская,СушиВок,464,0
Четыре звезды,азиатская,Утренний кофе,675,0
Четыре звезды,русская,Утренний кофе,1088,1
Четыре звезды,азиатская,Обед-Бокс,1859,1
Пять звезд,русская,Том-ям-бар,2385,0
Четыре звезды,итальянская,Бабушкины пирожки,2282,0
Четыре звезды,фастфуд,Быстро и вкусно,1559,1
Четыре звезды,итальянская,Фиш-н-чипс,2317,0
Четыре звезды,азиатская,Кофе-Брейк,1479,0
Пять звезд,русская,Поварёшка,1897,0
Четыре звезды,итальянская,Сытый студент,852,0
Три звезды,русская,Вегетарианский уголок,2157,0
Две звезды,итальянская,Обед-Бокс,1080,0
Три звезды,азиатская,Корн-дог,1167,0
Четыре звезды,фастфуд,Кебаб-хаус,1005,1
Пять звезд,итальянская,Такос-Амигос,175,0
Три звезды,русская,Салатный бар,2046,0
Три звезды,русская,Бабушкины пирожки,1968,0
Три звезды,русская,Лапшичная,424,0
Четыре звезды,азиатская,Утренний кофе,1085,1
Пять звезд,азиатская,БургерХаус,1057,1
Четыре звезды,фастфуд,Сладкая жизнь,997,0
Четыре звезды,русская,Деловой ланч,581,1
Четыре звезды,фастфуд,Поварёшка,2020,0
Две звезды,русская,Том-ям-бар,1973,0
Четыре звезды,итальянская,Вок-Вок,2091,0
Четыре звезды,итальянская,Хлеб и масло,405,0
Четыре звезды,итальянская,Бутербродная,1415,0
Пять звезд,русская,Итальянский дворик,2099,0
Четыре звезды,итальянская,Деловой ланч,1807,0
Четыре звезды,русская,Деловой ланч,806,1
Пять звезд,фастфуд,Капуччино-Бар,1665,0
Пять звезд,азиатская,У Егора,260,0
Четыре звезды,итальянская,Пицца-Прайм,1441,1
Две звезды,русская,У Егора,2180,0
Четыре звезды,русская,Пивной ресторан,197,0
Четыре звезды,фастфуд,Блинная №1,1663,0
Одна звезда,фастфуд,Обед-Бокс,1278,0
Две звезды,азиатская,Пицца-Прайм,219,0
Две звезды,фастфуд,Том-ям-бар,1007,0
Четыре звезды,азиатская,Фалафельная,150,0
Четыре звезды,азиатская,Рамен-тайм,1748,0
Три звезды,фастфуд,Вегетарианский уголок,1149,0
Две звезды,азиатская,Поварёшка,964,0
Четыре звезды,итальянская,Сытый студент,1219,1
Три звезды,азиатская,Чайхана,229,0
Три звезды,русская,Блинная №1,626,0
Четыре звезды,русская,Китайский квартал,1735,0
Четыре звезды,русская,Мясной рай,1583,0
Три звезды,фастфуд,Кофе-Брейк,2163,1
Четыре звезды,русская,Мороженое-Софт,1590,1
Три звезды,фастфуд,Кондитерская-Кофе,512,1
Четыре звезды,русская,Сковородка,1449,0
Три звезды,азиатская,Вегетарианский уголок,1402,0
Три звезды,фастфуд,Пирожок на углу,482,0
Четыре звезды,русская,Рыбный день,733,0
Четыре звезды,азиатская,Вареники,830,0
Три звезды,фастфуд,Луковые кольца,1555,0
Две звезды,азиатская,Итальянский дворик,2464,0
Пять звезд,азиатская,Сладкая жизнь,1740,1
Четыре звезды,азиатская,Хинкальная,1152,0
Три звезды,фастфуд,Пицца-Прайм,708,0
Четыре звезды,фастфуд,Халяль-гриль,227,0
Две звезды,итальянская,Кондитерская-Кофе,967,0
Четыре звезды,итальянская,Буррито-Кинг,1014,0
Одна звезда,итальянская,Кулинария,2058,0
Три звезды,итальянская,Фиш-н-чипс,510,0
Две звезды,фастфуд,На углу,1964,0
Четыре звезды,итальянская,Мясной рай,210,0
Три звезды,русская,Студенческая столовая,156,0
Три звезды,итальянская,Рыбный день,1444,0
Одна звезда,русская,Капуччино-Бар,670,0
Три звезды,русская,Чайхана,362,0
Четыре звезды,азиатская,Кебаб-хаус,1338,1
Три звезды,азиатская,Грузинский дом,380,0
Четыре звезды,азиатская,Горячий хлеб,817,0
Три звезды,итальянская,Быстро и вкусно,2075,0
Три звезды,фастфуд,Том-ям-бар,2212,0
Четыре звезды,русская,Такос-Амигос,237,1
Пять звезд,фастфуд,Перекусич,1689,0
Две звезды,фастфуд,Суп-Суп,900,0
Одна звезда,итальянская,Рыбный день,2424,0
Четыре звезды,фастфуд,Деловой ланч,1417,0
Пять звезд,фастфуд,Сырная тарелка,570,0
Пять звезд,азиатская,Том-ям-бар,151,0
Четыре звезды,азиатская,Кондитерская-Кофе,580,0
Четыре звезды,русская,Перекусич,1533,0
Четыре звезды,русская,Бутербродная,785,0
Четыре звезды,азиатская,Быстро и вкусно,1073,1
Четыре звезды,итальянская,Салатный бар,1644,0
Пять звезд,итальянская,Кулинария,1886,0
Четыре звезды,русская,Пельмения,729,0
Четыре звезды,азиатская,Кебаб-хаус,296,0
Четыре звезды,итальянская,Сладкая жизнь,1437,1
Четыре звезды,фастфуд,Луковые кольца,895,0
Четыре звезды,русская,Шаурма-Экспресс,1503,1
Четыре звезды,русская,Итальянский дворик,1227,1
Одна звезда,фастфуд,Сытый студент,920,0
Три звезды,фастфуд,Вок-Вок,2273,0
Четыре звезды,русская,Узбечка,2489,0
Пять звезд,фастфуд,Кебаб-хаус,1824,0
Три звезды,итальянская,Хинкальная,1121,1
Четыре звезды,русская,Шаурма-Экспресс,1923,0
Три звезды,итальянская,Вок-Вок,190,0
Две звезды,русская,Вечерний свет,2013,0
Пять звезд,итальянская,Перекусич,1890,0
Пять звезд,азиатская,Винный погреб,595,1
Две звезды,итальянская,Вареники,2304,0
Четыре звезды,фастфуд,Пончик-хаус,542,0
Три звезды,азиатская,Кофе-Брейк,1513,0
Пять звезд,русская,Поварёшка,1823,1
Три звезды,итальянская,Корн-дог,190,0
Три звезды,русская,Ларек с хот-догами,1177,0
Четыре звезды,азиатская,Хлеб и масло,2207,1
Пять звезд,фастфуд,Грузинский дом,710,0
Три звезды,фастфуд,Салатный бар,1064,0
Четыре звезды,фастфуд,Обед-Бокс,1247,1
Две звезды,русская,Сковородка,2245,0
Пять звезд,фастфуд,Китайский квартал,1324,0
Две звезды,фастфуд,Китайский квартал,1785,0
Пять звезд,русская,Трапеза,599,0
Четыре звезды,русская,Вегетарианский уголок,936,1
Три звезды,азиатская,Пончик-хаус,2425,0
Пять звезд,фастфуд,Суп-Суп,2464,0
Пять звезд,азиатская,Рамен-тайм,627,1
Четыре звезды,итальянская,Бутербродная,1895,0
Две звезды,итальянская,Кофе-Брейк,1318,0
Четыре звезды,итальянская,Фалафельная,2056,0
Четыре звезды,итальянская,Горячий хлеб,2227,0
Четыре звезды,русская,Капуччино-Бар,1765,0
Четыре звезды,азиатская,Рис и лапша,1181,0
Одна звезда,азиатская,Поварёшка,1342,0
Четыре звезды,русская,Котлетная,1071,0
Четыре звезды,итальянская,Шаурма-Экспресс,2202,0
Две звезды,азиатская,Обед-Бокс,899,0
Четыре звезды,фастфуд,СушиВок,2349,1
Четыре звезды,русская,Мороженое-Софт,1507,0
Четыре звезды,русская,Мясной рай,530,0
Две звезды,фастфуд,Буррито-Кинг,1627,0
Четыре звезды,итальянская,Грузинский дом,1500,0
Три звезды,итальянская,Кондитерская-Кофе,1603,0
Четыре звезды,азиатская,Борщ-меню,740,0
Четыре звезды,фастфуд,Капуччино-Бар,1301,0
Четыре звезды,азиатская,Трапеза,1556,0
Две звезды,итальянская,Кебаб-хаус,1343,0
Четыре звезды,азиатская,Сладкая жизнь,701,0
Пять звезд,фастфуд,Кулинария,1200,1
Три звезды,фастфуд,Сырная тарелка,2202,0
Пять звезд,фастфуд,Добрая столовая,1106,0
Четыре звезды,итальянская,Капуччино-Бар,2149,0
Четыре звезды,русская,Капуччино-Бар,1916,0
Три звезды,русская,Том-ям-бар,1557,0
Три звезды,русская,Пельмения,402,0
Пять звезд,азиатская,Утренний кофе,1137,0
Три звезды,фастфуд,Салатный бар,328,0
Две звезды,итальянская,Мясной рай,1556,0
Четыре звезды,русская,Сладкая жизнь,1799,0
Две звезды,русская,Горячий хлеб,406,0
Четыре звезды,азиатская,Кондитерская-Кофе,1639,0
Четыре звезды,азиатская,Сковородка,906,1
Пять звезд,русская,Котлетная,1629,0
Четыре звезды,фастфуд,Грузинский дом,1317,0
Две звезды,фастфуд,Пивной ресторан,1927,0
Три звезды,азиатская,Узбечка,1656,0
Четыре звезды,азиатская,Вареники,897,0
Три звезды,фастфуд,Такос-Амигос,1895,0
Пять звезд,азиатская,Русский аппетит,947,1
Четыре звезды,азиатская,Кулинария,245,0
Одна звезда,фастфуд,Вок-Вок,493,0
Пять звезд,фастфуд,Квасная лавка,864,1
Две звезды,итальянская,Добрая столовая,393,0
Две звезды,азиатская,Том-ям-бар,687,0
Четыре звезды,азиатская,Квасная лавка,425,1
Пять звезд,итальянская,Такос-Амигос,1985,0
Четыре звезды,азиатская,Борщ-меню,1689,0
Три звезды,азиатская,Мама-печёт,1263,0
Три звезды,русская,Фиш-н-чипс,1827,0
Три звезды,русская,Блинная №1,2031,1
Три звезды,русская,Деловой ланч,751,0
Три звезды,итальянская,Мороженое-Софт,2238,0
Четыре звезды,азиатская,Борщ-меню,683,0
Пять звезд,итальянская,Рис и лапша,1223,0
Три звезды,итальянская,Кулинария,1785,0
Три звезды,азиатская,Буррито-Кинг,421,0
Пять звезд,фастфуд,Винный погреб,2165,0
Четыре звезды,фастфуд,Морс-бар,1656,1
Пять звезд,азиатская,У Егора,1644,0
Три звезды,фастфуд,Сырная тарелка,472,0
Две звезды,русская,Вегетарианский уголок,1961,0
Четыре звезды,азиатская,Борщ-меню,342,1
Четыре звезды,итальянская,Чайхана,657,0
Четыре звезды,русская,Рамен-тайм,1311,0
Четыре звезды,итальянская,Трапеза,1153,0
Три звезды,фастфуд,Лапшичная,2384,0
Четыре звезды,азиатская,Итальянский дворик,2484,0
Четыре звезды,русская,Кондитерская-Кофе,621,0
Три звезды,азиатская,Итальянский дворик,1808,0
Четыре звезды,русская,Пекарня у дома,2285,0
Четыре звезды,русская,Фалафельная,585,0
Три звезды,русская,Быстро и вкусно,287,0
Три звезды,азиатская,Рис и лапша,1947,0
Три звезды,русская,Луковые кольца,2115,0
Одна звезда,русская,Котлетная,1537,0
Четыре звезды,азиатская,Пончик-хаус,2015,1
Пять звезд,итальянская,Рамен-тайм,266,0
Три звезды,фастфуд,Сладкая жизнь,996,0
Одна звезда,азиатская,Борщ-меню,1635,0
Пять звезд,азиатская,Фалафельная,1108,1
Три звезды,русская,Чайхана,1236,0
Две звезды,азиатская,Сковородка,1247,0
Три звезды,азиатская,Такос-Амигос,1647,0
Четыре звезды,фастфуд,Узбечка,1202,0
Три звезды,азиатская,Фалафельная,1335,1
Четыре звезды,русская,Квасная лавка,1879,0
Три звезды,фастфуд,Итальянский дворик,1815,0
Две звезды,азиатская,Салатный бар,2141,0
Три звезды,русская,Сковородка,971,0
Четыре звезды,фастфуд,Такос-Амигос,1447,1
Четыре звезды,азиатская,Вареники,1922,1
Две звезды,русская,Кулинария,1894,0
Три звезды,фастфуд,Халяль-гриль,435,0
Четыре звезды,русская,Пончик-хаус,1437,0
Пять звезд,фастфуд,На углу,2024,0
Три звезды,азиатская,Салатный бар,1581,0
Четыре звезды,итальянская,Китайский квартал,1829,0
Три звезды,фастфуд,Хлеб и масло,782,0
Три звезды,азиатская,Пицца-Прайм,715,0
Одна звезда,фастфуд,Пельмения,1985,0
Четыре звезды,итальянская,Шаурма-Экспресс,474,0
Три звезды,русская,Рыбный день,172,0
Пять звезд,итальянская,Сытый студент,372,0
Четыре звезды,итальянская,Сырная тарелка,1779,0
Пять звезд,русская,Халяль-гриль,988,1
Три звезды,итальянская,Сковородка,937,0
Три звезды,азиатская,Быстро и вкусно,188,0
Пять звезд,фастфуд,Быстро и вкусно,1944,0
Четыре звезды,итальянская,Русский аппетит,920,1
Пять звезд,фастфуд,БургерХаус,1584,1
Одна звезда,фастфуд,Поварёшка,1159,0
Три звезды,русская,СушиВок,854,1
Четыре звезды,итальянская,Халяль-гриль,731,0
Две звезды,русская,БургерХаус,1641,0
Четыре звезды,русская,Обед-Бокс,257,0
Три звезды,фастфуд,Итальянский дворик,920,0
Одна звезда,азиатская,Кондитерская-Кофе,1360,0
Три звезды,фастфуд,Хлеб и масло,2455,0
Три звезды,русская,Пицца-Прайм,913,0
Две звезды,итальянская,БургерХаус,501,0
Четыре звезды,азиатская,Пирожок на углу,1680,0
Три звезды,азиатская,Перекусич,425,0
Три звезды,итальянская,Блинная №1,432,0
Пять звезд,итальянская,Кренделёк,1868,1
Четыре звезды,азиатская,Бабушкины пирожки,468,0
Три звезды,русская,Сковородка,874,0
Четыре звезды,азиатская,Суп-Суп,617,0
Пять звезд,азиатская,Сытый студент,1818,0
Одна звезда,азиатская,Вареники,524,0
Три звезды,русская,Салатный бар,1797,0
Четыре звезды,итальянская,Деловой ланч,1247,1
Три звезды,итальянская,Сырная тарелка,1674,0
Четыре звезды,итальянская,Китайский квартал,1876,0
Пять звезд,русская,Вечерний свет,299,0
Пять звезд,русская,Халяль-гриль,1979,0
Три звезды,итальянская,Вечерний свет,863,0
Три звезды,фастфуд,Пекарня у дома,389,0
Пять звезд,фастфуд,Халяль-гриль,760,0
Четыре звезды,итальянская,Капуччино-Бар,1989,1
Три звезды,фастфуд,Мама-печёт,385,0
Четыре звезды,фастфуд,Итальянский дворик,378,0
Три звезды,итальянская,Сытый студент,1062,1
Три звезды,итальянская,Русский аппетит,905,0
Пять звезд,русская,Утренний кофе,457,0
Три звезды,фастфуд,Рис и лапша,1458,0
Две звезды,фастфуд,БургерХаус,1502,0
Три звезды,итальянская,Вок-Вок,2324,0
Четыре звезды,азиатская,Шаурма-Экспресс,2145,0
Две звезды,итальянская,Паста-Мания,1071,0
Четыре звезды,русская,Котлетная,1398,0
Четыре звезды,азиатская,Борщ-меню,885,1
Пять звезд,азиатская,Буррито-Кинг,178,1
Три звезды,азиатская,Такос-Амигос,2384,0
Пять звезд,русская,Рыбный день,1949,1
Три звезды,фастфуд,Салатный бар,1897,0
Четыре звезды,итальянская,Вечерний свет,2346,0
Три звезды,русская,Сковородка,153,0
Две звезды,русская,Луковые кольца,232,0
Четыре звезды,азиатская,Обед-Бокс,1327,1
Три звезды,азиатская,Мясной рай,1977,0
Три звезды,русская,СушиВок,1134,1
Три звезды,фастфуд,Трапеза,1068,0
Четыре звезды,азиатская,Кофе-Брейк,625,0
Три звезды,русская,Рис и лапша,480,0
Три звезды,азиатская,Китайский квартал,498,0
Одна звезда,итальянская,Деловой ланч,2113,0
Четыре звезды,итальянская,Хинкальная,617,0
Три звезды,итальянская,Шаурма-Экспресс,1901,0
Три звезды,азиатская,Морс-бар,836,0
Две звезды,азиатская,Хлеб и масло,318,0
Три звезды,фастфуд,Кренделёк,1871,0
Четыре звезды,итальянская,Рис и лапша,1927,1
Четыре звезды,фастфуд,Вок-Вок,1531,0
Пять звезд,русская,Добрая столовая,1495,1
Одна звезда,русская,Суп-Суп,403,0
Пять звезд,итальянская,Кебаб-хаус,310,0
Три звезды,фастфуд,Борщ-меню,995,0
Пять звезд,азиатская,Блинная №1,176,1
Три звезды,фастфуд,Бутербродная,1136,0
Четыре звезды,русская,Фалафельная,1763,0
Три звезды,фастфуд,Пивной ресторан,1328,1
Три звезды,русская,Рамен-тайм,845,0
Пять звезд,русская,Сковородка,1675,0
Четыре звезды,фастфуд,Мама-печёт,477,0
Пять звезд,азиатская,Пирожок на углу,1847,1
Четыре звезды,русская,Кофе-Брейк,1905,0
Четыре звезды,фастфуд,Лапшичная,877,0
Две звезды,русская,Кулинария,806,0
Пять звезд,итальянская,Котлетная,527,0
Четыре звезды,азиатская,Трапеза,1422,1
Четыре звезды,итальянская,Добрая столовая,616,0
Три звезды,русская,Ларек с хот-догами,1174,0
Четыре звезды,азиатская,Вок-Вок,1881,0
Пять звезд,фастфуд,Китайский квартал,2478,0
Три звезды,фастфуд,Корн-дог,2050,0
Три звезды,азиатская,Утренний кофе,777,0
Три звезды,итальянская,Буррито-Кинг,2255,0
Четыре звезды,итальянская,Хинкальная,2219,0
Две звезды,азиатская,Вегетарианский уголок,1605,0
Две звезды,фастфуд,Лапшичная,418,0
Три звезды,азиатская,Китайский квартал,1582,0
Четыре звезды,итальянская,Корн-дог,204,0
Три звезды,русская,Горячий хлеб,2096,0
Одна звезда,фастфуд,Халяль-гриль,1542,0
Пять звезд,азиатская,Вегетарианский уголок,639,0
Пять звезд,русская,Халяль-гриль,2313,0
Три звезды,итальянская,Капуччино-Бар,1943,0
Четыре звезды,фастфуд,У Егора,2281,0
Четыре звезды,азиатская,Мороженое-Софт,2491,0
Три звезды,итальянская,Узбечка,616,0
Три звезды,азиатская,Рыбный день,2064,0
Четыре звезды,азиатская,Кулинария,257,0
Три звезды,фастфуд,Пицца-Прайм,714,0
Три звезды,итальянская,Мясной рай,1713,0
Пять звезд,итальянская,Пирожок на углу,1520,1
Четыре звезды,русская,БургерХаус,309,0
Четыре звезды,итальянская,Кофе-Брейк,2427,0
Три звезды,итальянская,Суп-Суп,1944,0
Четыре звезды,фастфуд,Деловой ланч,1964,0
Три звезды,русская,Суп-Суп,182,0
Четыре звезды,фастфуд,Котлетная,981,0
Четыре звезды,итальянская,Сырная тарелка,431,1
Четыре звезды,русская,Вегетарианский уголок,288,0
Три звезды,фастфуд,Перекусич,2152,1
Четыре звезды,русская,Вечерний свет,602,1
Пять звезд,итальянская,Деловой ланч,1400,0
Четыре звезды,русская,Русский аппетит,680,0
Две звезды,русская,Фиш-н-чипс,1883,0
Четыре звезды,русская,Фиш-н-чипс,1485,0
Две звезды,итальянская,У Егора,258,0
Пять звезд,итальянская,Борщ-меню,872,0
Четыре звезды,русская,Трапеза,648,0
Три звезды,фастфуд,Вок-Вок,2254,0
Две звезды,фастфуд,Кофе-Брейк,1268,0
Три звезды,итальянская,Салатный бар,783,1
Пять звезд,азиатская,Чайхана,1665,0
Одна звезда,фастфуд,Итальянский дворик,1952,0
Четыре звезды,русская,Шаурма-Экспресс,2132,0
Пять звезд,азиатская,БургерХаус,2451,0
Три звезды,итальянская,Вареники,2342,0
