time_on_site,pages_viewed,breed_page_viewed,calculator_used,device_type,age_of_pet,previous_claims,visit_month,policy_purchased
15,6,1,1,0,8,0,11,0
189,16,0,0,0,8,0,8,0
129,6,1,0,0,2,0,7,0
122,21,0,0,1,6,0,7,0
144,7,1,0,0,6,0,12,0
170,7,1,1,1,9,0,12,1
147,1,0,1,0,1,0,4,0
198,8,1,0,1,9,0,11,0
23,1,1,0,0,2,0,7,0
97,7,0,0,2,3,0,12,0
47,7,0,0,0,9,0,7,0
363,8,1,1,2,1,0,10,0
29,7,0,0,0,8,0,8,0
66,14,0,0,1,6,0,3,0
264,16,1,0,0,6,0,7,0
39,3,0,0,2,1,0,5,0
36,3,1,0,1,5,0,12,0
262,4,1,0,2,7,0,8,0
113,4,1,0,0,4,0,7,0
325,10,0,1,2,6,0,6,0
119,5,1,0,0,5,0,6,0
129,9,0,1,0,0,0,3,0
165,1,0,1,0,5,0,6,0
196,4,1,1,0,2,0,10,0
96,10,0,0,1,3,0,9,0
164,3,1,0,0,4,0,10,0
171,4,1,1,0,6,0,7,0
206,13,0,1,1,2,0,4,0
38,13,1,0,2,7,0,11,0
117,14,0,1,1,7,0,8,0
406,5,0,0,1,6,1,4,0
59,13,1,1,1,3,0,7,0
103,11,0,0,1,2,0,5,0
347,16,1,1,2,3,0,4,0
183,9,1,1,0,9,0,12,0
163,3,0,0,0,3,0,7,0
302,8,0,1,2,9,0,5,1
231,14,1,0,2,6,1,7,0
61,3,1,0,0,0,0,3,0
121,3,1,0,1,10,0,11,0
68,13,0,1,1,1,0,9,0
20,7,1,1,0,2,0,5,0
224,9,1,0,0,7,0,12,1
23,2,1,0,1,3,0,3,0
514,8,1,0,0,5,0,7,0
161,5,0,1,0,4,0,12,0
94,1,1,1,2,4,0,5,0
365,2,1,0,1,1,0,7,0
163,6,1,0,2,8,0,11,0
25,7,0,0,2,1,0,1,0
141,3,0,0,1,8,0,12,0
184,17,0,0,2,3,0,4,0
265,12,1,0,0,9,1,11,0
378,13,1,0,1,3,0,9,0
40,14,1,0,1,9,0,10,0
59,11,0,0,1,10,0,7,0
41,8,1,0,0,3,0,9,0
24,1,1,0,0,2,0,10,0
289,9,0,1,0,8,0,10,0
446,1,0,0,1,2,0,10,1
126,17,0,0,2,0,0,6,0
196,11,1,0,2,11,0,10,0
181,8,0,0,0,5,0,10,0
162,22,0,0,0,9,0,5,0
26,7,0,0,0,2,0,6,0
162,13,1,0,0,6,0,7,1
185,1,0,0,2,4,1,6,0
95,6,1,0,2,2,0,7,0
117,7,1,1,0,1,1,4,0
455,2,1,0,0,9,0,12,0
277,2,0,0,0,0,0,10,0
93,7,1,0,0,2,0,10,0
11,11,0,1,2,2,0,3,0
205,19,1,1,1,9,0,9,0
47,7,1,1,1,7,1,7,0
173,9,1,1,1,4,0,8,0
205,7,0,0,0,8,0,7,0
138,9,0,0,0,3,0,10,0
47,20,0,0,0,5,0,7,0
186,9,1,0,1,2,1,8,0
71,13,1,1,2,1,0,1,0
68,10,0,1,1,4,0,5,0
59,4,1,1,0,4,0,9,0
217,8,0,0,1,2,0,4,0
59,6,0,1,0,9,0,4,0
177,7,0,1,0,2,0,8,0
72,12,0,0,0,1,0,8,0
317,5,0,0,0,9,0,9,0
166,1,1,0,2,4,0,8,0
360,6,0,1,1,2,0,6,0
130,5,1,0,0,0,0,6,0
108,4,1,0,0,7,0,10,1
441,2,0,0,0,1,0,9,0
116,3,1,1,0,5,0,11,0
36,12,0,1,0,4,0,9,0
180,11,1,1,1,7,1,8,0
291,12,0,1,0,5,0,1,0
175,10,0,0,2,1,0,12,0
82,3,1,0,0,3,0,3,0
160,2,1,1,0,5,0,8,0
500,7,1,0,0,2,0,7,0
63,1,0,0,1,0,0,9,1
239,11,1,0,0,11,0,9,0
115,8,0,1,0,4,1,3,0
32,5,1,0,2,3,0,6,0
378,12,0,0,0,1,0,10,1
147,6,1,0,2,5,0,8,0
391,5,0,0,0,2,0,1,0
506,16,0,1,1,5,0,2,0
37,9,0,0,0,1,1,7,0
427,16,0,0,0,6,0,3,0
142,10,0,1,0,1,1,4,0
101,9,1,0,0,5,0,4,0
128,8,0,1,1,1,0,6,0
23,3,1,1,2,2,0,5,0
370,7,0,1,0,9,0,8,0
329,9,1,0,0,2,0,5,0
127,2,1,1,0,3,0,9,0
198,2,0,1,1,3,0,7,0
147,4,0,0,0,0,0,10,0
82,7,0,1,0,1,0,6,0
226,16,0,0,1,3,0,2,0
226,9,1,0,0,9,0,7,0
119,7,1,0,0,3,0,6,0
255,5,1,1,0,4,0,9,0
117,1,0,1,1,5,1,6,0
81,9,0,1,0,6,1,6,0
147,3,1,1,2,3,0,6,0
25,11,0,0,0,2,0,5,0
250,5,0,0,0,4,0,8,0
89,7,0,0,1,4,0,12,0
396,14,1,1,0,4,0,10,0
240,8,1,0,0,3,0,4,0
50,14,1,1,0,8,0,7,0
212,5,1,1,0,4,0,6,0
253,6,0,0,1,3,0,10,0
90,8,1,1,0,10,0,8,0
132,16,1,1,1,3,1,5,0
145,11,0,0,1,6,1,12,0
256,15,0,1,1,2,1,6,0
50,15,1,0,1,6,0,6,0
199,9,1,1,1,7,0,10,0
320,8,0,1,0,1,0,8,0
207,11,1,1,0,8,0,12,0
37,4,1,0,0,7,0,12,0
335,8,1,1,1,4,0,12,0
96,4,1,0,1,1,0,6,0
398,5,0,1,0,7,0,10,1
223,2,1,0,2,3,0,3,0
560,3,0,1,1,0,1,6,1
150,6,1,0,0,3,0,5,0
55,8,0,1,0,2,0,5,0
403,5,0,1,0,1,0,6,1
429,11,1,1,1,5,0,12,0
179,5,1,0,0,14,1,10,0
157,8,0,0,0,1,1,6,0
388,10,0,0,2,5,0,4,0
37,5,0,1,1,6,0,7,0
305,15,0,1,0,5,0,8,0
82,18,0,0,0,9,0,6,0
156,12,1,0,0,6,1,6,0
118,11,0,1,2,8,0,10,1
295,7,1,0,2,2,0,9,0
172,6,0,0,1,3,0,5,0
71,4,1,0,0,3,0,11,0
431,12,0,1,0,5,0,6,0
161,13,0,1,0,2,0,2,0
114,1,0,1,0,2,0,4,0
287,2,0,0,0,4,0,6,0
69,3,1,0,1,5,0,2,0
20,15,1,1,0,4,0,10,0
353,3,0,1,0,8,0,9,0
171,17,0,0,1,1,0,6,0
67,9,0,0,0,6,0,4,0
73,4,1,1,2,1,1,8,0
149,7,0,0,0,2,0,10,1
222,4,1,0,0,4,0,6,0
102,14,1,0,0,3,0,4,0
255,4,0,1,2,4,0,9,1
293,11,0,0,1,4,1,8,0
82,9,0,1,0,5,0,10,0
223,4,1,0,0,8,0,11,0
99,1,1,0,1,1,0,4,1
282,13,1,1,0,7,0,8,1
106,11,0,1,2,4,0,5,0
222,12,0,0,2,7,0,8,0
10,10,1,0,1,5,0,7,1
134,2,1,0,2,7,0,12,0
28,12,1,0,0,10,0,10,0
133,10,1,1,0,12,0,9,0
208,21,1,0,0,2,1,12,0
416,3,1,1,0,4,0,4,1
250,11,1,0,2,6,1,7,0
32,4,1,1,0,6,0,10,1
221,5,0,1,2,3,0,2,0
110,9,1,1,1,2,0,7,0
155,1,0,0,0,0,0,4,0
198,9,0,0,0,13,0,11,0
85,4,1,1,0,5,0,8,0
382,9,1,0,0,7,0,7,0
334,10,0,1,0,5,1,8,0
217,11,0,0,0,8,0,5,0
29,3,1,0,1,1,0,9,0
137,2,1,1,1,1,0,5,0
195,6,0,0,0,5,1,5,0
111,18,0,1,0,0,1,6,0
163,14,1,0,2,3,0,6,0
225,15,1,1,0,0,0,8,1
286,1,0,0,0,9,0,7,0
148,10,1,1,1,2,0,2,0
287,12,0,0,2,3,0,4,0
124,6,0,1,2,9,0,4,0
120,6,0,0,0,2,0,7,0
65,22,1,0,0,12,0,12,0
48,8,1,0,0,5,0,7,0
104,12,1,1,2,7,0,10,0
164,16,1,0,0,15,0,12,0
124,7,1,0,0,9,0,12,0
12,8,0,0,2,3,0,7,0
69,4,1,0,2,8,1,9,0
189,9,0,1,1,2,0,10,0
101,8,0,1,0,6,0,10,0
153,12,0,0,0,3,0,6,0
143,4,1,0,2,4,1,6,0
443,2,0,0,1,5,0,11,0
338,6,0,0,0,2,1,10,0
57,10,1,0,0,10,0,3,1
157,2,0,0,2,0,0,6,0
189,9,0,0,0,5,0,8,0
84,4,0,0,1,2,0,4,0
56,20,1,0,0,2,0,6,0
335,5,1,1,0,0,0,8,0
202,8,1,1,2,4,0,4,0
203,5,1,0,0,5,0,6,0
148,21,1,0,1,5,0,6,0
393,5,1,0,0,11,0,12,0
96,10,1,0,0,5,0,5,0
50,2,1,1,1,5,1,3,0
81,13,0,0,2,14,0,5,0
209,4,1,0,1,5,0,6,0
464,7,1,1,0,2,0,7,0
139,5,0,0,0,5,0,8,0
345,5,1,1,2,4,0,12,0
341,2,1,0,0,3,0,6,0
217,9,0,0,2,4,0,7,0
215,27,1,1,0,12,0,11,0
130,3,1,1,2,2,0,4,1
139,4,1,1,2,6,0,8,0
41,11,0,1,0,7,1,11,1
57,6,0,1,1,3,0,3,1
142,6,1,0,0,2,0,7,0
142,1,0,0,0,1,1,6,0
200,10,0,0,0,10,1,7,0
128,2,0,0,1,0,0,8,0
425,12,0,1,0,2,0,9,1
264,1,0,0,1,2,0,11,0
42,16,0,1,0,7,0,12,0
159,6,1,1,0,2,0,8,0
235,11,1,0,1,5,1,5,0
154,22,0,0,0,15,0,12,1
330,19,1,1,1,11,0,8,0
287,3,1,1,1,0,0,5,0
219,12,0,0,2,0,0,3,1
148,2,1,1,0,9,0,12,0
267,11,1,1,0,9,0,10,0
176,16,1,0,1,10,0,10,0
411,13,0,0,1,4,0,7,0
217,11,0,1,0,7,0,6,1
114,16,1,0,1,1,0,7,0
371,5,0,1,0,8,0,8,0
48,7,1,1,0,8,1,4,0
574,6,0,0,1,2,0,5,0
69,11,1,0,0,4,0,11,0
25,6,1,0,0,0,0,8,0
105,6,1,1,0,2,0,7,0
150,15,0,1,0,3,0,8,0
172,14,1,0,1,4,0,5,0
148,8,1,0,0,3,0,5,0
125,19,1,1,2,5,0,8,0
189,8,1,1,1,2,0,6,0
158,4,1,1,0,5,0,4,0
329,9,1,0,0,5,0,4,1
401,12,1,1,0,1,0,5,0
657,12,1,0,1,15,0,4,0
258,7,1,0,0,2,1,9,0
105,4,0,0,0,6,0,12,0
97,4,0,1,0,10,0,12,1
196,19,0,1,1,14,0,12,0
296,5,1,0,1,6,0,3,0
125,10,0,0,1,6,0,5,0
291,11,0,1,2,3,1,2,0
595,2,0,0,0,1,0,5,0
63,13,0,1,1,3,0,4,0
144,4,0,0,0,3,0,7,1
43,4,0,0,0,0,0,5,0
322,9,0,0,1,6,0,9,0
78,9,1,0,0,1,0,7,0
216,6,0,1,0,1,0,3,0
109,1,0,0,2,5,0,7,0
200,5,1,1,0,7,0,11,0
404,14,1,1,0,8,0,9,0
492,16,0,1,2,5,0,3,0
136,9,1,0,0,6,0,7,0
67,11,0,1,1,8,0,6,0
123,4,1,0,2,2,0,12,0
46,11,1,0,0,12,0,3,0
333,2,0,1,0,8,1,7,1
180,4,1,0,1,1,0,6,0
361,9,0,0,1,5,0,10,0
74,4,1,0,0,6,0,12,0
162,15,1,0,0,10,0,11,1
53,3,1,1,0,4,0,5,0
141,15,1,1,2,7,0,8,0
167,8,0,0,0,3,0,10,0
96,9,1,1,2,6,0,5,0
97,8,1,0,2,7,0,7,0
189,13,0,1,1,7,0,12,0
408,7,0,0,1,2,0,4,0
256,4,0,0,0,0,0,6,0
242,9,1,0,0,6,0,10,0
296,19,0,0,1,6,0,6,0
72,1,1,0,0,4,0,11,0
53,6,1,0,0,9,0,6,0
167,12,0,1,1,0,0,8,1
359,14,1,1,0,2,0,6,0
10,9,0,0,1,10,0,12,0
326,5,0,0,0,3,0,5,0
163,8,0,0,0,3,0,11,0
268,6,1,0,0,1,0,8,0
95,12,0,1,2,2,1,10,0
52,2,1,0,2,6,0,6,0
164,13,0,0,0,6,0,7,0
75,3,1,1,0,7,0,11,1
151,12,0,0,2,11,0,9,0
72,10,0,0,0,0,1,2,0
69,3,0,1,0,3,0,4,0
24,11,0,0,0,3,0,10,0
58,15,0,1,1,2,0,2,0
94,15,1,1,0,3,0,4,0
257,9,1,0,0,8,0,12,0
169,9,1,1,1,4,0,10,0
54,2,1,0,0,2,0,3,0
69,10,1,1,1,3,0,8,0
78,6,1,1,0,7,0,11,0
118,9,1,0,0,6,0,12,1
37,14,1,1,0,5,0,11,0
270,3,0,1,1,4,0,5,0
247,8,1,1,0,1,0,6,0
122,7,1,0,0,10,0,12,0
129,16,0,0,1,9,0,5,0
48,8,1,0,1,2,0,12,0
84,5,1,1,0,1,0,7,0
230,4,1,1,0,10,0,6,0
79,4,1,1,0,3,0,8,0
392,3,1,0,1,2,0,7,0
112,13,0,0,1,2,0,2,0
452,11,1,1,1,7,0,8,0
278,5,0,0,1,5,0,11,0
125,5,0,0,2,5,0,2,1
106,6,1,0,0,2,0,8,0
180,10,1,1,0,4,0,7,0
10,4,0,0,2,0,0,5,0
177,3,0,1,0,12,0,7,0
227,14,0,1,0,2,0,4,0
493,11,0,1,0,2,0,6,1
561,1,0,0,2,0,0,7,1
84,1,0,0,0,1,0,7,0
107,25,1,1,0,11,0,7,0
422,5,1,1,1,4,0,3,1
160,8,1,1,0,4,0,5,0
96,11,0,0,2,5,0,4,0
221,11,1,1,0,1,0,9,0
268,9,1,1,1,2,0,9,1
117,1,0,0,0,0,1,7,0
439,5,0,0,2,1,0,9,0
436,10,0,0,2,9,1,12,0
53,19,0,0,1,8,0,7,1
108,5,1,0,2,6,0,6,0
438,8,0,1,0,1,1,3,0
347,15,0,0,2,12,1,12,1
259,10,0,0,1,2,0,11,0
350,6,1,0,2,7,0,11,0
235,15,0,1,1,14,0,1,1
122,4,0,0,0,1,0,10,0
150,7,1,1,1,0,0,6,1
135,8,0,1,0,4,0,3,0
423,6,1,0,1,4,0,5,0
10,14,0,0,0,7,0,9,0
333,10,1,0,0,5,0,11,0
355,1,1,1,2,5,0,12,0
159,11,0,0,2,4,0,4,0
109,7,1,1,2,5,0,9,0
44,9,1,1,1,3,0,7,1
433,4,0,0,1,6,0,10,0
322,10,0,0,1,6,0,8,0
160,6,1,0,0,5,0,5,0
65,1,1,0,2,4,0,10,0
79,9,0,1,2,4,1,10,0
201,8,1,1,1,8,0,6,1
160,4,0,0,2,6,0,6,1
209,5,1,1,1,4,0,9,0
213,8,0,1,0,8,0,4,1
158,9,0,1,2,4,0,12,0
154,6,1,0,0,0,1,8,0
138,16,0,1,1,2,0,10,1
187,11,0,0,0,2,0,9,0
97,12,0,0,1,3,0,6,1
48,8,0,0,1,2,0,2,0
73,3,1,0,1,2,0,10,0
94,13,0,1,0,4,0,6,0
162,6,0,1,0,1,0,7,0
103,10,0,0,1,2,0,5,0
43,15,0,0,2,6,1,11,1
250,19,1,1,0,2,0,5,0
227,11,1,1,0,3,0,10,1
152,2,0,0,0,4,1,3,1
366,11,0,0,2,9,0,10,0
234,11,1,0,1,4,0,7,0
130,10,0,0,2,7,1,9,0
272,2,1,1,1,0,1,4,0
238,5,0,0,0,8,0,7,0
93,2,0,0,1,4,0,11,0
213,15,1,0,0,7,0,7,0
250,10,1,1,0,1,0,7,0
59,12,0,0,0,11,0,9,0
202,5,1,1,0,11,0,12,0
171,6,0,1,0,2,0,6,1
106,3,1,0,0,7,0,12,0
259,3,1,0,0,1,0,5,0
97,6,1,1,0,8,0,11,0
118,8,1,1,1,5,0,11,0
363,10,0,0,0,3,0,3,0
334,8,1,1,0,5,0,5,0
17,14,0,0,0,8,0,6,0
139,6,1,0,1,10,0,12,0
166,15,1,1,1,5,0,2,0
197,3,1,1,2,1,0,12,0
104,7,1,0,2,6,0,12,0
89,7,0,0,0,2,0,4,0
310,16,0,1,0,3,1,4,0
243,11,1,1,0,1,0,10,0
144,2,0,0,2,4,0,3,0
320,13,0,0,1,2,0,7,0
225,5,1,1,0,3,0,9,0
197,6,0,0,0,3,0,8,0
185,11,1,1,0,2,1,7,0
117,2,0,1,0,2,0,8,0
190,12,0,0,2,4,0,6,0
80,13,0,0,1,9,0,12,1
106,11,0,0,1,1,0,7,0
349,7,1,0,0,5,0,7,0
457,12,1,1,0,6,0,8,0
108,8,0,0,1,5,0,9,0
485,11,1,0,1,13,0,9,0
99,7,0,1,0,2,0,4,1
197,9,0,0,0,10,0,6,0
214,9,0,0,2,7,0,5,0
100,9,0,0,0,5,0,8,0
236,7,0,0,0,2,0,10,0
54,4,0,0,0,0,0,6,1
166,5,0,0,1,12,0,4,0
33,8,0,0,0,0,0,3,0
88,6,0,0,1,5,0,5,0
419,1,0,0,0,4,0,12,0
86,9,1,1,0,8,0,9,0
155,5,0,1,1,9,0,12,0
68,7,0,0,1,7,0,9,0
105,2,0,0,2,0,0,12,0
107,8,1,0,0,1,1,2,0
233,1,0,0,0,2,0,6,0
382,20,1,1,1,8,0,12,0
39,8,0,0,0,7,0,2,0
175,13,1,0,0,3,0,6,0
254,1,0,0,0,9,0,12,0
197,4,1,1,0,3,0,8,0
309,11,0,0,0,1,0,3,1
186,5,0,0,2,5,0,6,0
177,5,1,1,2,3,0,11,0
415,1,0,0,2,5,0,5,0
244,8,0,0,2,8,0,12,0
142,19,1,0,0,14,0,12,0
203,10,0,1,0,5,0,5,1
83,3,0,0,1,6,0,8,0
196,12,0,1,2,9,0,11,1
314,4,1,1,0,3,0,7,0
540,10,1,0,0,7,0,9,0
451,8,0,0,0,4,0,11,0
152,9,1,1,0,4,0,4,0
282,14,0,0,0,4,0,7,0
199,4,0,1,0,3,0,6,0
155,12,0,0,2,6,0,6,0
117,20,0,1,0,10,1,12,0
87,4,1,0,2,4,0,8,0
98,7,1,1,0,3,0,1,0
419,5,0,1,2,6,0,9,0
90,13,0,1,0,7,0,12,0
90,3,0,1,1,2,1,8,0
105,4,0,1,0,2,0,7,0
253,8,0,0,1,2,0,5,0
10,11,1,0,2,3,0,3,0
251,5,0,0,0,4,0,8,0
112,15,1,0,0,8,0,12,1
338,2,0,1,0,7,0,11,0
144,9,0,1,0,6,0,6,0
27,12,0,0,0,1,0,10,0
110,14,0,0,1,1,0,4,0
359,10,0,0,0,2,0,10,0
478,22,0,1,1,6,0,8,0
260,12,0,1,2,4,1,10,0
108,6,0,1,1,3,0,5,0
372,8,0,1,0,0,0,8,0
207,20,0,1,1,10,0,11,0
266,5,0,0,0,1,0,7,0
106,6,0,0,0,0,0,4,0
53,7,1,0,0,4,0,4,0
332,1,0,1,2,8,0,11,1
189,1,1,0,1,4,0,10,0
464,6,1,1,0,5,0,3,0
79,11,1,1,0,2,0,4,0
89,5,0,0,0,4,0,5,0
46,18,0,0,2,8,0,8,0
158,3,1,0,2,5,0,9,0
193,7,0,1,0,2,0,6,0
264,11,1,1,0,4,0,11,0
331,3,0,0,1,3,0,5,0
181,14,0,0,0,1,0,4,0
217,7,1,1,0,4,0,3,0
368,2,1,0,1,1,0,11,1
34,3,0,1,0,6,0,9,0
240,8,1,1,1,2,0,2,0
297,4,1,1,0,6,0,9,0
300,4,1,0,1,7,0,6,0
10,5,1,1,1,1,1,4,0
302,7,1,0,0,3,0,9,0
343,9,1,1,1,0,0,8,0
10,10,0,1,0,8,0,9,0
223,18,0,0,0,5,0,5,0
89,7,0,0,0,3,0,4,1
118,9,0,0,0,2,0,2,0
24,11,0,1,0,11,0,12,1
72,18,1,0,1,9,0,11,1
197,8,1,0,0,5,0,9,0
342,13,0,1,0,7,0,5,0
183,9,1,0,2,3,0,4,0
42,9,1,0,1,6,0,6,0
86,20,0,0,0,4,0,3,0
313,17,1,1,0,2,0,5,0
186,8,0,1,0,8,0,5,0
405,5,1,1,0,7,0,12,0
144,24,0,1,2,9,0,7,0
135,13,1,1,0,9,0,12,0
391,5,0,1,1,3,0,2,0
552,5,1,1,2,11,0,12,0
129,4,0,0,1,2,0,4,0
363,19,1,1,0,11,0,9,0
238,21,1,1,1,6,0,5,1
99,6,0,0,2,3,0,9,0
398,4,0,1,1,4,0,5,1
80,5,1,0,2,0,0,3,0
398,3,1,0,0,13,0,12,0
373,16,0,1,2,5,0,8,1
273,19,0,0,2,6,0,4,0
152,5,0,0,0,7,0,6,1
40,3,0,0,1,4,0,8,0
155,3,1,0,1,2,0,5,0
107,9,0,0,1,7,1,8,0
109,9,0,1,2,3,1,5,0
111,3,1,1,0,2,0,10,0
133,7,0,0,1,2,1,7,0
218,5,0,0,1,2,0,8,0
221,2,0,0,1,2,0,4,0
16,14,0,0,1,6,0,5,0
138,10,0,1,0,6,0,9,0
294,3,1,1,0,2,0,10,0
210,9,1,1,2,2,0,11,0
57,3,0,0,2,1,1,11,0
70,3,1,1,0,2,0,8,0
25,5,0,0,1,3,0,3,1
297,1,0,0,2,4,0,9,0
432,5,1,0,1,1,0,10,0
99,8,1,1,1,3,0,9,0
124,12,0,0,0,5,0,8,0
64,12,1,1,1,6,1,7,0
98,2,1,0,1,1,1,5,0
45,8,0,1,1,3,0,8,0
309,4,1,1,1,4,0,3,0
98,3,0,1,0,6,0,9,0
319,12,1,1,2,1,0,12,1
110,6,1,1,1,6,0,4,1
331,8,0,0,1,4,0,5,0
81,8,0,1,2,8,0,3,0
438,5,1,0,2,5,0,7,0
222,18,0,1,2,13,0,5,0
171,3,0,0,1,0,0,4,0
232,1,1,0,0,2,0,5,1
100,5,0,0,0,1,0,4,0
60,14,1,0,0,2,0,7,1
107,12,1,0,0,2,0,7,0
216,16,0,0,1,14,0,12,0
122,18,1,1,0,12,0,7,0
138,5,1,0,2,6,0,12,0
386,7,0,1,1,0,0,10,0
179,3,0,1,0,4,0,8,0
173,4,0,0,0,3,0,4,0
105,4,0,1,0,5,0,3,1
85,5,0,0,2,1,0,2,1
118,11,0,0,0,3,0,3,0
242,9,0,0,1,3,0,5,0
272,4,1,1,1,4,0,6,0
167,6,1,0,1,1,0,8,0
74,12,1,0,0,1,0,9,0
108,9,1,0,0,1,0,3,0
49,8,1,1,0,4,0,5,0
202,8,1,1,0,0,0,4,0
418,5,0,0,1,6,0,9,0
326,3,0,0,0,3,0,4,1
116,4,0,0,0,2,0,5,0
123,13,1,0,0,9,0,6,0
85,17,0,1,1,4,0,6,0
113,10,1,1,0,3,0,2,0
215,3,0,0,0,4,0,8,0
216,6,0,0,1,1,0,1,0
140,10,0,0,0,3,0,5,0
267,4,0,0,0,11,0,9,0
47,10,0,1,0,3,0,5,0
86,3,1,0,2,5,0,10,0
153,3,1,0,0,6,1,10,0
98,8,0,1,0,3,0,10,0
91,6,1,1,2,7,1,9,0
79,17,1,1,0,7,0,7,0
202,6,0,1,1,4,0,9,1
150,11,1,1,0,10,0,12,1
289,12,0,1,0,4,0,3,0
177,7,1,1,1,4,0,8,1
24,5,1,0,2,0,0,10,0
236,4,1,0,0,5,0,9,0
410,9,1,1,1,7,0,4,0
272,7,0,0,1,3,0,8,0
297,3,1,0,0,4,1,6,0
149,4,0,0,1,5,1,5,0
285,7,1,0,0,2,0,5,0
263,7,0,0,0,2,0,5,1
22,18,0,1,0,10,0,9,0
88,24,1,1,2,2,0,7,0
141,13,0,1,0,13,0,7,0
366,3,1,0,1,3,0,9,0
113,17,0,1,0,4,0,2,0
238,7,1,1,0,1,0,7,0
306,13,1,1,1,8,0,6,0
134,17,0,1,1,6,0,10,0
22,11,0,1,0,0,0,4,0
101,1,1,1,0,4,0,9,0
163,23,1,0,2,9,0,6,0
124,5,0,1,0,8,0,7,0
112,3,0,0,1,7,0,6,0
54,15,1,0,1,1,0,6,0
284,2,1,1,1,5,0,12,0
120,5,1,0,2,4,0,10,0
117,6,0,1,1,5,0,9,0
160,11,0,0,0,3,0,3,0
300,12,0,0,0,2,0,6,0
244,2,1,1,0,0,0,5,0
145,8,0,0,0,5,0,10,0
146,4,1,0,2,10,0,6,0
468,2,0,0,0,4,0,3,0
110,6,0,0,1,3,0,12,0
152,4,1,0,1,1,0,10,0
372,11,1,0,2,5,1,11,0
122,4,1,0,1,4,0,3,0
192,6,1,1,1,3,0,6,0
130,6,0,0,0,12,1,8,0
17,6,0,0,1,7,0,7,0
413,9,0,0,0,1,0,5,0
186,14,0,0,2,2,0,9,0
141,3,1,1,0,1,0,5,1
50,13,1,1,0,6,0,9,1
282,11,0,1,0,3,0,6,1
54,12,0,0,1,2,0,6,1
69,6,1,1,1,3,0,5,1
30,8,0,0,0,5,0,4,0
318,7,0,1,0,8,0,8,0
157,13,0,1,0,2,0,3,0
77,7,0,0,0,6,0,7,0
136,13,1,1,0,5,0,7,0
506,9,1,0,0,7,0,5,0
378,11,0,0,1,0,0,4,0
204,7,0,0,0,6,0,7,0
284,12,0,0,2,2,0,7,0
164,15,1,1,0,10,0,12,0
182,16,0,0,1,10,0,7,0
263,3,0,0,1,2,0,8,0
232,6,0,1,0,6,0,8,0
90,12,1,0,0,4,0,10,1
256,3,0,0,0,7,0,8,0
319,13,0,0,0,2,0,5,0
275,9,0,1,0,4,0,7,0
205,1,0,1,0,0,0,3,1
300,13,1,0,0,6,0,9,0
405,19,0,1,0,5,0,8,0
99,8,0,0,0,12,1,8,0
184,4,1,1,0,3,0,3,0
395,8,0,1,0,1,0,5,0
337,9,0,1,1,0,0,2,0
187,12,0,0,1,6,0,12,0
204,2,0,0,2,3,0,10,0
395,8,0,1,0,4,0,5,0
35,3,1,0,0,3,0,9,0
135,16,1,1,0,15,1,12,0
704,4,0,0,0,4,0,3,0
143,14,1,1,1,15,1,12,0
86,8,1,0,0,4,0,3,0
172,10,1,1,1,5,0,11,0
60,3,1,0,1,6,0,8,0
291,14,0,0,2,3,0,11,0
166,4,1,0,0,9,0,12,0
125,6,1,1,0,1,0,6,0
68,10,0,1,0,2,0,5,0
39,9,1,1,0,9,1,8,1
465,4,1,0,2,5,0,12,0
291,6,0,0,0,8,0,9,0
25,6,1,0,1,3,0,4,0
85,4,1,0,0,2,1,7,0
603,3,1,1,0,5,1,7,0
310,1,0,1,0,2,0,5,0
71,1,0,0,0,3,0,5,0
163,7,1,1,1,5,0,6,0
37,24,1,0,2,9,0,12,0
34,21,0,1,1,5,0,8,0
100,14,0,0,0,2,0,6,0
80,5,0,1,0,4,0,12,0
210,7,1,0,2,9,0,9,0
191,8,1,0,0,7,0,6,0
145,2,1,0,2,4,0,7,0
277,3,1,0,0,8,1,12,0
77,25,1,1,0,9,0,3,0
46,6,1,0,0,8,0,7,1
265,11,1,1,2,6,0,10,0
104,4,0,1,0,4,0,8,0
19,16,1,0,0,3,0,12,1
76,11,1,1,0,6,1,5,0
219,13,0,0,1,8,0,7,0
187,10,1,0,0,10,1,8,0
373,9,0,0,1,2,0,6,1
99,7,0,1,2,5,0,12,0
174,9,0,1,2,0,0,5,0
57,1,1,0,0,7,0,11,0
29,14,1,1,1,4,0,2,0
136,9,1,1,0,0,0,5,0
279,4,1,1,1,3,0,6,0
272,6,0,1,2,0,0,7,1
103,4,1,0,0,1,0,8,0
108,5,0,0,2,1,1,11,0
219,6,1,0,2,10,0,8,0
33,3,0,0,0,1,0,7,0
166,3,1,0,1,5,0,10,0
250,4,1,0,0,10,0,12,0
160,6,1,1,0,4,0,10,0
480,14,0,1,0,5,0,3,0
81,7,1,0,2,0,0,4,0
59,20,1,0,0,2,0,3,0
131,2,1,1,1,6,0,3,1
281,3,1,0,1,2,0,6,0
309,4,0,1,1,4,0,8,0
231,6,1,1,1,7,0,9,0
112,1,1,1,0,5,0,7,0
265,4,1,1,1,10,0,9,1
221,6,1,0,0,0,0,12,1
217,7,0,0,1,6,0,3,0
13,9,0,1,0,7,0,5,0
132,1,1,0,0,3,0,2,0
89,7,0,1,2,3,0,6,0
28,4,0,1,0,10,0,12,0
352,1,0,0,0,2,0,9,1
275,16,0,1,0,8,0,10,0
