brand,mileage_km,load_weight,route_type,driver_exp,terrain,speed_avg,temp_outside,fuel_consumption_l_100km
2,10843,6.4,0,1,0,62.5,-4,31.4
3,6302,15.2,0,30,2,45.5,37,30.4
1,13048,2.2,2,18,2,89.7,-20,28.1
1,16782,8.0,0,29,0,74.7,-19,28.6
3,17678,15.3,0,19,2,89.8,-8,33.9
2,7554,23.0,2,11,2,71.6,-4,35.7
0,15059,7.7,2,9,2,78.1,38,32.1
0,22102,3.3,1,11,1,58.6,4,31.4
0,20076,7.1,0,8,0,87.0,6,30.6
0,10749,10.1,2,29,2,64.9,16,35.6
0,21432,18.1,2,1,0,72.0,20,35.2
2,15564,20.3,1,20,0,92.4,7,40.1
3,16803,22.7,2,12,1,81.1,-6,34.0
0,22171,7.4,0,16,2,40.2,18,35.8
3,5813,2.4,1,26,0,86.9,13,24.9
2,10814,15.4,1,7,0,48.1,31,39.6
1,7126,10.0,1,17,0,55.0,-2,27.9
1,15511,17.0,1,21,0,60.3,-7,31.5
0,10171,15.3,2,28,1,70.6,10,36.6
2,18973,18.9,1,13,2,79.5,0,41.9
2,7743,19.7,1,28,1,42.6,-25,38.8
3,17360,5.9,2,15,0,90.0,4,30.3
0,11985,10.9,2,30,2,41.0,8,33.8
2,10206,12.0,0,20,1,68.3,-4,34.4
0,13283,14.4,2,21,1,60.2,-22,37.0
0,10989,8.8,0,7,0,68.3,19,33.5
1,13473,14.8,2,14,2,58.4,-5,34.8
2,17772,2.5,2,19,0,50.4,7,37.0
2,20562,14.4,2,28,0,78.6,3,34.3
1,11112,12.5,2,19,2,84.9,21,34.6
3,18595,13.2,2,29,0,71.1,27,29.5
2,22658,20.0,0,14,2,47.9,12,35.4
0,23252,3.4,1,12,0,76.1,-17,31.1
2,9274,6.6,1,15,0,60.2,0,30.5
0,5649,4.1,2,6,0,50.0,-7,32.8
0,7591,11.0,1,9,1,80.0,40,34.1
3,15340,22.3,2,11,2,73.5,-2,30.9
1,16000,9.4,1,19,2,84.1,32,33.0
1,9618,17.2,1,6,1,89.1,12,33.3
3,19855,7.8,2,21,2,78.8,0,33.9
2,7535,5.2,0,1,2,64.4,-6,28.4
0,20844,4.4,1,10,1,76.4,17,33.1
0,22877,6.7,0,22,0,82.8,14,31.2
1,23146,5.0,0,10,2,44.4,16,29.7
3,17915,21.6,2,9,1,51.3,36,32.0
0,15244,21.5,2,12,2,84.3,1,37.9
2,22261,8.4,1,12,0,54.5,14,37.2
2,11454,9.3,1,14,2,90.8,-3,33.3
1,11781,5.8,1,7,1,52.5,10,31.1
0,17723,5.1,2,15,1,65.2,39,28.0
2,19420,21.0,1,13,2,83.0,33,36.5
3,14426,18.4,0,27,1,90.0,39,29.4
3,16004,8.0,0,20,2,42.0,11,31.9
0,5097,18.2,1,3,0,49.5,-24,37.7
1,5089,15.1,2,27,1,53.3,35,33.0
3,18177,18.4,1,28,2,56.9,35,28.5
3,13401,18.8,2,6,0,52.4,1,32.9
1,19804,11.0,0,20,2,65.6,-22,34.6
0,6752,17.4,1,29,2,66.2,2,38.2
3,12504,6.7,0,27,0,70.1,-12,30.6
1,11513,2.1,0,19,2,75.2,-21,31.7
2,21044,16.0,1,8,1,40.7,10,37.9
3,11918,21.8,0,8,2,94.4,38,37.0
2,20036,9.6,2,10,2,40.8,22,33.6
1,20389,19.5,0,28,2,88.1,12,36.5
0,13358,13.0,1,8,2,88.6,34,35.2
2,6607,6.6,0,18,0,78.7,23,33.5
1,15878,21.8,1,12,2,75.6,31,37.7
3,24742,4.5,1,29,2,78.0,1,32.1
3,6911,13.9,1,13,1,56.1,-4,35.7
2,14405,16.9,0,6,0,70.3,30,36.0
0,9878,23.8,1,20,1,47.4,-17,38.1
1,20827,12.1,2,23,0,47.1,28,30.1
3,22189,11.3,1,9,1,47.7,-16,34.1
0,18164,19.2,1,10,0,51.8,36,38.5
3,5224,5.3,0,19,1,93.5,29,29.4
0,17467,3.5,0,30,2,47.1,28,30.9
3,22127,19.5,0,26,1,57.7,36,32.5
0,15859,23.8,2,14,0,49.6,-12,41.6
3,23839,4.1,1,14,0,48.1,-14,34.1
2,5564,10.3,0,11,2,40.7,36,33.2
3,24728,5.4,0,24,2,74.0,18,29.2
0,18417,4.8,2,6,0,79.4,0,32.3
3,24376,23.7,2,21,0,70.7,18,32.9
1,10520,9.9,2,8,0,94.8,-24,32.2
2,23977,23.2,0,10,2,44.3,6,35.9
0,19929,9.6,2,3,2,41.8,38,35.5
2,8346,15.9,0,27,0,52.7,-17,33.3
2,22747,23.0,0,18,1,64.5,2,34.8
3,24900,23.5,1,28,1,72.0,-21,33.9
2,10144,10.8,2,26,2,82.2,12,34.9
3,16105,8.9,1,29,1,75.1,-2,28.5
2,17318,18.1,1,27,0,75.7,37,35.1
3,7407,23.7,0,1,1,71.4,12,35.6
1,10118,6.1,2,15,1,71.6,-16,30.4
2,10517,3.4,0,8,2,42.5,19,35.2
2,16365,14.2,2,25,0,80.6,-13,40.4
0,9040,20.8,2,27,0,86.1,-3,38.8
2,13146,3.8,2,23,1,79.2,33,34.4
2,10457,11.2,2,29,2,44.6,4,34.7
3,8045,20.8,1,23,2,54.9,26,30.8
2,6024,6.0,1,26,1,45.5,28,35.4
3,5502,13.7,2,26,0,64.1,-3,32.3
2,21713,2.7,2,12,2,92.4,32,38.2
3,7374,14.4,2,1,0,86.3,10,33.5
1,6373,8.9,0,28,1,42.3,28,31.4
2,11956,10.7,2,9,0,53.7,4,39.7
3,21201,12.8,0,29,1,70.3,28,28.8
0,17218,11.4,2,14,2,91.9,15,35.6
0,13513,4.9,1,10,2,77.2,24,29.7
2,23240,14.0,2,5,0,54.9,15,39.2
3,8941,14.2,0,19,1,62.6,-6,29.8
3,22237,8.8,0,4,2,52.7,13,32.3
2,22717,10.8,0,13,2,55.4,-23,36.4
3,24214,22.1,1,9,1,70.3,-7,38.7
2,12313,17.8,0,10,2,84.1,34,38.7
0,23768,18.5,2,24,0,73.3,-1,37.5
2,6578,8.9,0,8,2,61.8,-11,32.3
0,11102,16.0,1,24,2,81.9,18,39.1
2,15978,10.2,2,21,2,83.2,24,37.6
0,21834,20.0,2,14,0,65.0,-12,37.6
2,20048,23.2,1,14,1,78.8,-15,37.7
0,17130,14.1,0,16,1,51.9,1,36.1
3,18845,7.2,1,3,1,40.5,10,31.8
2,13209,13.0,0,26,0,64.3,0,33.0
3,9475,16.4,1,7,0,82.1,5,33.6
1,11701,16.3,0,25,0,79.4,2,33.0
0,16241,22.6,0,3,0,82.4,40,41.9
3,10610,11.2,2,15,2,90.9,18,29.4
2,19729,15.5,0,2,2,70.1,11,36.1
2,5496,7.6,0,23,2,88.4,-23,32.0
1,13642,19.9,0,9,2,52.5,-17,35.8
2,23334,21.4,0,14,2,77.4,2,38.9
0,12515,6.1,2,23,0,49.0,31,30.4
0,5278,17.5,2,19,1,53.5,-11,35.5
3,13221,22.6,1,7,2,75.3,-8,38.0
3,17413,18.6,0,28,1,69.8,17,30.6
2,24410,19.8,2,7,1,70.0,-24,39.4
2,18417,23.8,2,3,1,74.4,6,38.2
2,15792,2.7,2,30,0,64.8,-18,36.2
2,17580,15.9,2,18,0,64.6,35,41.3
2,24755,18.0,1,16,1,83.0,-23,40.8
0,23142,15.2,2,19,1,71.4,21,34.7
0,5918,15.6,1,29,1,76.5,-25,35.7
1,7145,15.6,0,17,2,89.2,-11,39.8
1,19010,7.5,2,20,2,80.9,-8,34.2
1,9154,12.7,0,1,2,84.5,-9,35.2
0,21869,17.5,1,9,2,56.8,-2,39.8
2,12567,15.7,1,9,0,67.7,22,38.4
1,7357,4.9,2,24,0,61.0,9,27.1
1,21907,7.3,1,17,2,66.4,-9,32.9
2,23008,2.1,2,26,2,63.7,3,39.1
3,13905,10.9,1,7,1,41.9,15,33.4
0,5411,9.8,1,13,0,94.4,32,31.5
1,23596,15.1,2,7,1,83.8,-6,32.7
3,7118,23.8,2,26,0,49.5,9,31.2
2,17942,3.7,1,30,0,67.9,6,33.6
1,13133,8.4,2,26,1,93.5,-20,32.8
0,6792,21.5,1,18,2,73.0,20,40.3
0,6909,10.3,0,5,0,90.3,-15,30.8
2,14905,12.1,1,14,0,67.0,12,37.5
0,19442,20.2,2,20,2,93.0,40,41.2
3,22581,19.2,2,26,0,52.3,32,28.9
2,14505,16.4,1,2,0,47.2,-18,36.5
2,10436,5.2,1,3,1,92.2,-4,37.8
2,17416,3.7,1,24,2,72.5,20,36.7
2,13303,13.3,0,20,2,71.8,40,35.7
3,5489,14.0,1,20,2,85.2,-22,32.9
0,20490,2.6,0,19,0,83.9,10,30.3
1,14087,16.2,2,25,2,62.2,25,35.4
3,7822,17.3,0,4,2,74.5,-22,36.4
1,17818,9.2,0,15,1,89.1,39,32.9
2,17546,6.3,2,20,2,74.5,14,36.7
0,22367,8.7,2,28,2,84.1,-17,31.5
2,17010,18.4,1,24,0,74.0,40,40.6
0,12955,12.5,2,1,0,45.4,38,34.0
3,5043,2.5,2,27,0,55.2,28,25.3
3,16611,20.7,0,8,0,42.6,-11,36.2
3,9512,11.5,2,25,2,59.1,3,31.0
3,13790,11.9,1,18,1,54.8,13,29.1
0,12249,12.9,0,25,2,89.6,11,31.5
1,19659,19.8,2,22,1,76.8,40,33.0
3,10986,12.7,0,19,0,60.0,24,29.6
3,6023,18.5,1,9,1,55.2,-14,36.0
1,22395,17.5,1,16,2,73.4,0,34.5
0,10962,13.5,0,21,0,68.8,9,35.1
1,17808,20.8,1,6,1,69.7,31,33.7
0,13525,12.5,1,1,0,89.4,33,33.7
3,8678,5.6,0,26,0,89.3,29,25.6
0,11946,20.3,1,12,0,67.2,-11,37.7
0,7499,15.4,0,7,1,67.3,-19,40.0
3,21787,23.7,1,20,2,40.9,22,32.1
0,16208,11.5,1,15,2,75.1,18,35.6
2,8923,4.9,2,12,0,93.6,25,34.1
2,14659,15.4,2,26,1,88.8,0,39.3
0,5748,23.9,0,20,0,57.5,-11,41.5
1,14678,20.6,1,29,0,80.7,-24,33.0
2,5034,23.3,2,9,0,57.4,-15,35.7
3,6843,17.4,0,13,1,54.3,18,34.3
0,13776,6.0,1,18,2,89.4,25,34.7
2,7149,10.3,1,12,0,87.7,40,32.8
2,17673,5.7,1,14,1,78.9,-18,32.8
2,19534,22.7,1,1,1,62.8,-6,42.1
1,7977,16.2,1,19,0,71.3,10,31.4
3,15104,19.8,2,8,1,68.5,1,31.5
0,10843,3.4,2,15,0,53.8,22,31.9
1,19838,16.0,0,19,2,59.3,5,36.5
3,17863,10.8,0,25,0,83.0,26,28.1
1,7670,2.9,2,9,2,72.2,-7,31.9
1,16661,13.1,2,23,0,47.4,18,27.0
1,14306,8.3,1,28,1,47.8,8,32.0
3,23846,13.0,2,7,0,46.2,34,31.4
2,14740,15.4,2,19,1,57.5,-24,36.0
2,12733,9.5,0,16,0,63.6,-17,39.6
3,12251,21.6,0,14,2,47.5,22,31.1
2,5317,5.5,2,1,0,52.6,7,33.4
2,18924,22.7,1,28,2,64.9,38,40.2
3,9775,8.9,2,16,2,64.7,-24,34.2
1,5591,6.9,1,6,1,87.7,29,31.3
1,20591,18.4,0,6,2,91.2,0,36.3
2,5747,21.6,1,14,1,79.7,15,38.1
2,15302,20.4,0,28,1,80.2,4,36.4
0,17369,15.5,2,28,1,60.5,-4,35.8
2,6953,13.6,1,8,2,46.9,26,34.6
1,24332,21.2,1,20,0,58.8,-21,33.5
2,15314,17.1,1,1,2,83.4,30,34.8
0,7984,2.9,1,2,1,46.0,1,27.5
2,12115,3.6,2,24,2,61.2,-2,36.3
0,14233,13.0,1,23,2,59.8,36,35.3
0,11533,6.0,2,9,0,70.7,-13,31.7
3,7449,18.9,0,29,1,86.4,4,33.2
0,13140,16.3,2,3,0,85.8,30,36.7
2,9061,20.5,2,8,2,65.4,39,42.9
1,24665,16.4,1,13,1,73.0,32,33.6
0,15272,13.4,1,25,1,78.7,40,32.5
1,24007,13.7,1,22,0,73.4,-2,30.7
3,17743,13.6,2,3,1,41.5,-3,34.3
0,20360,18.8,0,26,0,79.7,-20,36.0
2,18736,16.7,1,16,0,74.9,-5,37.3
3,18880,17.0,0,6,2,64.7,-16,35.8
3,9139,5.2,2,13,1,59.6,-14,34.1
2,9500,18.3,0,13,1,80.7,28,36.3
2,8963,11.7,1,1,2,66.7,-16,33.5
2,15282,21.3,2,12,1,93.7,0,36.0
1,24444,12.2,2,28,1,88.4,8,31.8
0,9058,11.7,2,30,1,83.1,19,33.9
0,17445,10.2,0,16,1,45.7,22,32.8
1,6774,5.7,0,12,1,49.9,19,29.8
2,7976,20.5,1,13,1,83.8,-14,38.5
1,17381,11.9,2,15,2,88.9,2,37.5
0,6098,3.2,1,21,0,52.1,23,28.4
1,15948,11.3,0,11,0,94.5,-6,29.3
2,22878,17.6,2,20,2,85.4,29,38.7
0,20040,12.5,0,12,0,88.6,28,37.6
0,19547,20.2,0,11,0,89.8,7,37.9
0,8358,12.3,0,13,0,57.4,1,33.1
2,8688,8.0,1,24,1,80.2,-25,36.7
1,15445,19.7,2,28,2,69.2,16,34.2
2,20774,21.0,1,22,2,58.6,7,35.3
1,17747,11.8,2,29,1,49.4,34,29.3
3,15922,21.6,0,3,0,69.6,-10,35.7
2,24941,19.7,2,27,0,73.1,-5,41.1
1,10928,7.7,2,9,0,48.7,28,28.0
0,23787,13.8,2,25,2,90.0,27,34.9
0,13999,13.2,2,12,0,49.6,-21,33.3
1,23846,2.3,0,28,2,87.3,-1,30.9
2,16419,13.5,1,27,0,50.1,3,37.0
0,9742,17.8,0,12,0,63.3,37,36.5
3,21048,15.2,1,18,2,69.3,-14,34.9
1,18664,16.3,2,8,2,93.4,37,37.5
3,7382,16.9,0,13,0,54.1,-18,34.0
2,20638,19.8,2,30,1,58.9,40,40.5
0,23640,6.1,1,23,0,48.7,-15,30.0
1,21961,15.5,1,9,1,70.3,-22,32.1
0,12810,9.0,2,2,2,40.1,38,32.6
2,9858,4.1,0,18,2,58.4,-21,31.1
3,17372,3.4,2,12,1,53.9,-25,35.2
1,17594,13.6,2,16,1,48.9,30,33.1
0,19933,7.4,1,29,1,65.7,30,31.4
3,16715,16.8,0,5,2,58.0,-17,34.5
1,15674,12.7,2,6,0,71.1,16,30.7
0,12345,16.5,0,17,0,94.1,-24,37.1
0,15600,13.6,0,10,0,62.0,-1,31.5
3,7266,12.6,1,29,0,52.5,-21,33.6
0,22210,11.1,1,25,2,71.2,20,32.3
3,13227,8.0,0,11,1,93.1,-11,35.3
0,6364,16.8,0,28,2,71.0,-25,37.4
2,15156,20.1,2,27,2,85.8,34,41.8
0,12293,7.4,0,16,1,57.9,-20,33.3
1,15104,10.0,1,17,1,68.3,-10,29.6
1,8601,11.1,0,5,0,54.9,25,28.6
2,6601,19.7,1,6,2,41.3,20,35.1
1,8205,5.1,0,13,2,45.3,-11,31.1
2,15243,8.6,1,20,2,89.9,-7,36.4
2,21144,23.1,1,7,2,61.9,-8,42.5
2,5679,17.3,2,5,2,51.0,-14,37.3
0,19529,3.9,2,12,0,79.3,27,30.1
1,20473,18.2,0,2,0,42.3,8,29.4
2,22713,15.3,2,30,2,67.2,2,39.9
1,21067,17.9,1,24,1,94.8,34,34.2
0,14265,14.0,2,1,2,92.0,-19,37.8
2,12654,18.6,0,4,2,59.2,15,36.9
1,8911,15.1,0,11,2,82.4,0,35.1
0,23685,15.9,2,23,1,46.5,-10,35.8
2,9202,11.9,1,7,1,78.2,23,33.1
0,23479,20.8,0,14,0,44.7,-25,38.9
0,23286,15.2,1,14,0,63.8,-24,35.6
1,23516,5.7,2,14,1,43.5,-17,30.2
0,24843,21.9,0,11,1,55.9,26,40.0
0,9489,23.4,0,29,1,91.7,30,39.9
2,5821,20.2,1,10,2,41.4,11,33.6
2,8093,21.5,2,30,2,83.4,30,36.5
3,9458,2.8,1,18,1,40.6,9,26.1
0,15515,12.4,0,10,0,56.4,-12,34.0
3,11424,13.6,2,28,0,71.0,15,31.7
1,24697,8.7,1,7,0,92.5,13,30.3
3,20086,5.6,2,16,2,56.6,-12,29.3
2,13038,23.1,1,25,0,46.3,18,40.4
0,15701,20.7,1,29,1,73.1,1,41.9
2,14639,6.3,1,13,1,90.7,24,36.9
3,23134,20.4,1,25,0,80.0,0,31.2
1,14221,22.3,0,4,0,93.3,-20,35.4
2,15878,2.2,0,6,2,81.8,-19,32.7
1,20948,22.7,0,12,0,51.0,22,32.5
3,19904,22.8,2,25,2,85.0,-21,35.0
2,16963,17.0,0,28,0,75.3,3,38.4
3,21264,21.1,1,26,0,47.9,17,33.4
0,18000,4.1,1,6,1,93.9,-19,29.4
1,23782,19.5,0,22,2,87.6,-23,35.9
1,9976,10.3,2,3,2,60.3,19,33.2
3,13533,15.4,2,4,1,71.1,18,31.7
3,13981,20.5,0,28,2,85.1,-15,36.3
0,10046,18.9,2,22,0,78.9,21,39.0
0,15839,23.0,2,19,1,92.0,-23,38.6
0,8571,19.6,0,4,2,85.6,-13,38.6
0,11199,13.4,0,9,2,72.8,14,39.0
2,10768,15.4,0,29,2,74.3,-3,35.9
2,18724,12.1,2,9,1,43.8,34,36.2
1,5168,20.2,1,19,1,56.6,39,35.5
0,7669,9.5,2,9,2,69.9,13,37.2
2,6061,10.3,2,20,2,76.7,35,36.8
1,9976,11.3,2,1,1,63.5,22,32.6
0,9431,23.0,0,13,1,46.1,16,37.9
2,18955,3.4,1,28,0,65.1,-22,35.7
1,5918,16.0,0,18,2,71.1,28,37.7
3,20455,16.5,0,17,2,63.7,28,29.7
0,15033,5.3,2,18,2,51.6,6,31.1
1,11037,18.6,0,11,1,54.2,12,33.8
3,7158,3.1,0,5,0,85.1,2,30.5
2,5797,2.3,0,13,2,85.4,-2,31.3
0,13402,9.1,0,21,2,45.9,35,35.4
0,23517,8.7,1,9,0,64.5,36,30.9
2,7816,21.5,2,2,2,53.1,-13,40.9
3,11518,20.4,2,12,1,49.5,21,33.7
1,15642,15.7,2,9,0,81.3,-4,32.7
