age,gender,membership_months,distance_to_club,trainer_exp,num_visits_last_30d,avg_session_duration,group_lesson,calories_burned,high_intensity,early_renewal
26,0,6,5.3,0,3,63.5,1,510,0,0
57,0,12,11.0,0,6,89.9,0,672,0,0
34,1,8,7.9,52,5,91.5,1,733,1,0
18,1,24,7.7,51,4,96.2,0,620,1,1
42,0,22,2.1,0,2,103.0,0,599,1,0
60,0,19,6.1,76,4,43.2,0,517,0,0
57,0,5,4.0,61,8,26.6,1,439,0,0
59,1,18,0.7,109,9,58.0,0,468,0,1
42,1,5,5.7,68,6,105.5,0,636,1,0
56,0,10,1.8,54,3,27.8,1,381,0,0
52,0,1,4.2,0,4,77.6,0,431,0,0
20,0,10,1.8,0,8,90.1,1,644,1,0
67,1,5,2.0,40,8,68.1,0,726,0,0
54,1,12,3.4,0,5,45.5,1,378,0,0
61,0,22,15.0,26,7,52.6,1,494,0,0
61,1,7,0.5,77,5,27.2,1,506,0,0
68,0,9,9.8,57,9,49.3,1,534,0,0
47,0,22,2.5,0,7,24.4,1,368,0,0
55,1,21,13.8,0,11,92.6,0,625,1,0
51,1,12,1.9,64,4,109.8,1,717,1,0
29,1,23,14.3,109,9,83.4,1,665,1,1
36,1,1,9.4,30,4,85.7,0,671,1,0
54,0,11,0.5,1,1,67.2,1,629,0,0
61,1,21,13.5,82,3,35.6,0,400,0,0
66,0,15,8.1,68,5,20.8,0,352,0,0
34,1,2,4.3,0,10,54.4,0,441,0,0
27,0,20,11.6,106,6,95.1,0,687,1,1
66,1,7,13.9,60,8,116.0,0,800,1,0
64,0,21,7.5,98,9,63.1,0,566,0,1
29,0,12,5.1,0,8,56.5,0,407,0,0
33,1,22,11.9,16,6,64.6,0,598,0,1
41,0,18,10.4,94,4,62.8,1,519,1,0
36,1,3,13.4,82,2,82.6,0,725,1,0
25,0,7,10.5,92,5,93.4,0,670,1,0
48,0,11,4.0,65,7,98.5,0,585,1,0
38,0,18,14.0,46,4,85.0,0,629,1,0
34,0,12,2.0,36,4,63.8,0,580,0,0
40,1,6,4.4,17,9,115.0,0,790,1,0
54,0,5,8.0,39,7,91.1,1,643,1,0
33,1,1,8.7,9,7,62.7,1,563,1,0
23,1,12,0.7,32,3,64.7,0,527,1,0
25,0,11,11.8,0,7,101.8,0,647,1,0
42,1,4,5.7,0,6,64.1,1,511,1,0
35,1,18,6.4,36,4,71.6,0,660,1,1
42,1,4,12.2,24,8,49.2,0,452,0,0
29,0,17,6.0,15,6,103.9,1,737,1,1
32,0,2,1.2,0,7,72.2,1,581,1,0
43,1,24,3.1,0,6,75.3,0,645,0,1
58,1,22,14.4,94,2,108.1,0,800,1,0
62,1,2,1.5,5,6,112.1,0,784,1,0
43,0,12,5.6,90,7,102.4,0,722,1,0
64,1,6,7.8,64,5,26.5,1,362,0,0
49,0,10,7.7,62,6,64.4,0,487,0,0
27,1,23,0.6,52,6,54.3,1,519,1,1
33,0,21,7.8,0,6,41.4,0,468,0,0
24,1,23,6.1,44,8,110.9,0,774,1,1
34,0,16,14.6,33,5,109.0,0,787,1,0
40,0,14,2.8,0,3,66.5,0,570,0,0
43,1,7,5.6,38,5,33.5,0,406,0,0
38,0,19,6.6,39,8,21.3,1,411,0,0
39,0,23,6.2,23,6,63.8,1,575,1,1
24,0,17,10.2,116,6,24.0,1,409,0,0
31,1,9,3.6,9,6,81.0,1,638,1,0
32,1,13,3.7,0,8,80.8,1,714,1,0
70,0,22,11.1,0,2,109.9,0,678,1,0
24,1,5,7.8,106,6,39.0,0,496,0,0
26,1,23,6.5,0,6,57.1,1,499,1,0
68,0,5,3.0,88,7,106.0,0,725,1,0
65,1,10,3.2,69,7,67.4,0,502,0,0
25,1,21,0.7,0,1,26.0,1,453,0,0
67,1,10,1.8,0,7,31.1,1,448,0,0
40,0,7,8.6,10,8,101.3,0,661,1,0
46,1,15,13.4,42,5,94.4,0,714,1,0
35,1,7,4.7,23,7,107.6,0,772,1,0
48,0,15,5.3,60,5,31.9,0,406,0,0
47,0,3,2.2,62,6,96.0,0,660,1,0
69,0,19,6.1,97,6,85.5,1,644,1,1
56,0,10,1.0,28,14,43.2,0,454,0,0
52,1,15,13.8,81,6,117.4,0,781,1,0
35,0,3,10.3,0,6,77.0,1,514,1,0
59,0,6,14.9,0,7,110.7,0,664,1,0
56,1,12,13.3,0,2,105.9,1,730,1,0
34,0,15,7.4,0,6,53.3,0,475,0,0
31,1,6,8.0,79,5,73.6,1,704,1,0
48,0,13,3.3,51,11,63.1,0,566,0,1
41,0,19,7.2,92,4,90.9,0,601,1,1
52,0,3,13.6,91,9,78.8,0,593,0,0
61,0,8,1.2,0,15,98.5,1,636,1,0
62,0,8,13.0,0,4,21.2,0,316,0,0
51,1,23,5.4,73,6,88.8,0,671,1,1
20,1,20,13.5,78,11,51.9,1,612,1,0
54,0,15,14.1,47,6,42.4,0,465,0,0
60,1,4,10.2,30,5,100.1,1,794,1,0
57,1,19,10.1,94,7,28.9,1,470,0,0
43,1,21,7.1,84,5,42.8,1,468,0,0
40,0,3,12.6,65,12,40.4,1,446,0,0
61,0,13,14.4,115,6,62.0,0,566,0,0
56,0,8,11.7,39,5,52.2,1,406,0,0
32,1,23,9.5,0,0,92.0,0,582,1,0
66,1,16,9.3,113,7,89.9,0,658,1,0
21,0,13,12.8,43,10,52.5,0,577,0,0
46,0,3,8.3,0,4,63.7,0,577,0,0
39,1,16,12.2,60,3,40.8,0,478,0,0
42,1,9,7.9,0,9,87.1,1,707,1,0
30,1,14,1.4,86,9,59.6,1,607,1,0
35,1,13,6.1,71,5,33.3,1,388,0,0
50,0,21,6.9,103,6,32.7,0,421,0,1
33,1,7,2.6,24,8,52.2,0,490,0,0
62,1,15,2.0,15,7,94.7,1,770,1,1
59,0,7,8.3,4,8,22.6,0,359,0,0
61,1,6,1.7,96,6,45.8,1,426,0,0
19,1,2,4.9,57,9,36.2,1,420,0,0
52,0,9,11.3,89,8,115.6,0,740,1,0
59,1,22,14.5,71,0,90.5,0,514,1,0
51,1,24,10.9,61,7,43.3,0,459,0,1
47,1,17,14.9,0,4,40.7,0,462,0,0
30,0,5,10.6,24,3,105.8,0,658,1,0
30,0,12,4.8,63,5,39.0,1,529,0,0
35,1,1,10.2,10,8,119.7,0,800,1,0
49,0,10,10.7,69,5,48.2,0,425,0,0
49,1,11,5.9,100,5,28.4,0,405,0,0
52,1,16,0.8,110,4,89.1,0,734,1,1
56,0,14,10.7,0,7,81.0,1,584,1,0
63,1,8,0.8,40,4,120.0,0,691,1,0
69,1,24,9.7,0,7,100.2,1,672,1,0
46,0,17,2.9,89,6,62.9,1,515,1,1
66,1,18,8.7,20,6,87.7,1,734,1,1
46,1,12,7.8,27,9,101.8,0,756,1,0
70,1,17,0.7,24,6,71.4,0,563,0,1
61,1,14,5.8,0,5,47.3,1,492,0,0
33,0,16,9.2,45,7,41.0,1,404,0,0
61,1,14,12.8,97,6,49.5,1,483,0,0
64,1,9,13.4,0,9,104.8,0,780,1,0
27,1,4,7.5,15,5,58.0,0,569,0,0
47,1,23,11.1,57,9,48.7,1,596,0,1
42,0,11,5.1,36,3,100.6,0,704,1,0
56,1,6,5.5,112,9,23.2,0,470,0,0
37,0,15,3.3,92,5,79.4,0,498,1,1
22,0,5,8.6,0,6,107.4,1,717,1,0
18,0,11,5.1,0,10,61.0,0,620,0,0
47,1,18,1.7,9,8,46.9,0,555,0,1
66,1,13,10.4,1,4,69.2,0,666,0,0
20,1,11,10.8,0,8,91.7,0,655,1,0
62,1,14,5.7,71,3,71.7,1,576,1,0
31,1,18,1.6,31,7,20.8,0,339,0,1
47,1,19,6.7,82,7,27.8,0,369,0,0
67,1,24,6.9,14,6,92.1,0,714,1,1
21,0,15,10.2,98,5,60.0,0,568,0,0
35,0,9,5.1,116,8,98.5,0,680,1,0
54,1,8,10.4,0,6,84.9,1,661,1,0
42,1,20,13.1,83,8,78.2,1,674,1,1
65,0,1,3.9,8,5,110.1,0,759,1,0
18,0,4,14.7,0,8,22.1,0,413,0,0
70,1,14,6.1,73,5,35.5,0,372,0,0
63,0,2,4.4,31,7,82.4,1,634,1,0
32,1,16,6.6,0,6,26.6,0,288,0,0
26,1,3,1.9,71,5,84.5,0,674,1,0
32,0,8,2.3,43,3,118.4,1,800,1,0
66,0,6,6.5,57,7,107.9,0,624,1,0
41,1,16,11.6,43,5,79.1,0,617,1,0
21,1,24,13.6,0,7,109.4,0,731,1,0
29,1,16,10.1,49,5,31.6,0,480,0,0
54,1,7,2.0,0,5,65.5,1,532,0,0
54,0,13,10.2,15,11,62.9,1,483,1,0
60,1,13,9.7,0,5,53.6,0,467,0,0
23,1,5,12.2,0,4,20.0,0,276,0,0
56,1,20,12.5,17,4,109.1,0,726,1,0
63,0,22,13.1,0,7,97.8,0,604,0,0
41,1,18,6.5,82,0,85.3,0,660,1,0
28,1,15,10.6,0,4,32.9,0,382,0,0
30,0,18,4.4,0,7,57.8,0,399,0,0
51,0,2,15.0,0,4,112.4,0,674,1,0
42,1,10,3.0,81,2,81.7,0,709,1,0
24,0,23,0.6,105,7,80.3,0,694,1,1
69,0,13,2.7,114,5,111.3,0,800,1,1
21,0,18,11.8,0,3,76.0,0,669,0,0
25,1,15,7.0,68,6,79.8,0,589,1,0
37,1,12,7.0,0,6,54.6,0,486,0,0
46,1,15,14.3,88,4,57.1,1,578,1,0
70,0,13,13.8,120,5,88.6,0,614,0,0
68,1,18,5.0,0,5,52.0,0,476,0,0
62,1,15,3.5,83,6,75.9,0,755,0,1
63,1,23,12.8,0,5,47.9,1,422,0,0
27,1,11,13.6,54,7,36.6,1,465,0,0
60,0,19,8.4,2,1,65.4,0,635,0,0
51,1,3,9.6,9,7,41.7,1,472,0,0
43,0,7,4.2,0,1,109.8,1,733,1,0
58,1,21,12.1,0,7,50.4,0,527,0,0
66,0,14,9.7,0,3,79.7,1,595,0,0
20,0,14,7.8,85,9,46.3,0,506,0,0
23,0,22,1.4,29,8,45.8,0,538,0,1
22,1,13,13.8,0,11,55.1,1,487,1,0
22,0,12,9.4,20,7,111.6,1,740,1,0
64,1,24,3.3,73,7,59.1,0,568,0,1
40,0,9,9.3,113,5,102.1,0,581,1,0
66,0,1,10.3,23,3,39.7,1,537,0,0
26,1,19,8.1,0,2,24.8,1,435,0,0
52,0,11,10.9,13,7,98.2,0,687,1,0
37,0,23,8.9,38,7,74.2,0,483,0,1
66,1,22,14.2,94,3,70.4,0,505,0,0
59,0,23,1.3,0,6,47.2,0,404,0,0
52,0,24,2.0,31,3,27.2,1,467,0,1
67,0,22,3.0,95,11,68.3,0,424,0,1
35,1,19,10.5,44,7,106.7,1,800,1,1
34,1,18,9.9,0,7,32.0,1,425,0,0
41,1,12,13.4,90,5,112.9,0,748,1,0
20,1,23,11.1,42,9,47.5,0,534,0,1
49,0,1,7.9,47,4,73.2,0,585,0,0
52,0,19,14.9,102,6,26.7,0,342,0,0
55,1,20,4.4,58,2,62.5,0,591,0,1
30,0,17,12.6,116,2,32.6,0,290,0,0
64,0,5,6.7,0,7,24.8,0,307,0,0
42,0,3,9.9,0,9,116.7,0,720,1,0
26,0,2,11.0,28,8,93.0,0,653,1,0
21,1,3,9.7,37,7,91.9,0,592,1,0
31,0,8,2.5,59,4,29.1,1,488,0,0
54,1,16,6.9,0,9,112.9,0,644,1,0
51,0,6,8.6,0,4,66.9,1,535,0,0
28,1,13,12.8,21,6,105.2,1,787,1,0
58,0,23,6.9,108,4,21.3,1,398,0,1
20,0,22,13.8,35,6,49.8,1,603,1,0
45,1,22,6.9,59,4,119.6,0,797,1,1
46,1,16,8.5,71,4,62.8,0,592,0,0
26,0,16,12.0,64,7,108.8,0,743,1,0
20,0,3,9.0,74,7,52.8,0,561,0,0
42,0,13,14.4,72,5,72.5,0,672,0,0
51,0,14,10.1,69,7,105.4,0,705,1,0
29,0,8,8.1,111,10,80.6,0,668,1,0
59,1,12,0.8,0,3,92.5,0,732,0,0
26,0,23,6.5,51,3,42.9,0,559,0,1
32,0,23,4.8,65,5,35.6,0,411,0,1
57,1,22,11.3,79,5,43.0,0,547,0,0
42,1,21,3.5,105,6,69.3,1,645,1,1
22,1,8,3.5,116,3,100.1,1,800,1,0
28,0,21,3.2,55,4,55.4,0,552,0,1
51,0,9,2.3,0,4,76.5,1,598,0,0
41,1,1,5.0,49,4,100.5,0,748,1,0
32,0,6,13.3,21,6,43.9,0,496,0,0
55,0,23,11.7,58,6,108.3,0,723,1,1
25,1,19,11.2,0,11,115.3,1,777,1,0
22,1,23,12.1,66,12,23.9,0,412,0,1
65,1,11,4.4,49,4,25.9,0,514,0,0
43,0,11,13.4,0,3,29.1,1,409,0,0
35,0,23,2.5,63,6,97.7,0,655,1,1
23,1,13,5.4,0,8,38.9,1,449,0,0
54,0,11,9.0,119,4,92.6,0,705,1,0
65,1,18,2.0,44,4,64.1,0,515,0,1
30,1,23,11.1,64,10,103.6,1,681,1,1
45,1,15,6.1,0,7,100.9,0,589,1,0
22,0,1,11.9,6,8,116.0,1,692,1,0
30,0,21,7.6,113,8,45.1,1,434,0,1
34,1,7,3.1,0,5,42.9,1,403,0,0
67,1,23,11.2,0,2,23.2,0,443,0,0
57,1,13,4.2,0,2,61.0,0,518,0,0
62,0,12,7.6,0,5,65.9,0,477,0,0
49,0,18,1.6,0,3,116.5,0,623,1,0
46,1,24,9.5,65,7,103.1,1,742,1,1
68,1,19,10.2,116,4,36.7,0,331,0,0
20,1,15,6.0,59,3,99.8,1,730,1,0
57,0,8,14.3,84,9,37.8,1,579,0,0
51,1,19,13.2,75,9,27.8,1,486,0,0
57,1,10,10.8,78,6,103.7,1,737,1,0
44,1,7,10.8,58,4,117.6,1,800,1,0
30,0,18,4.2,106,6,28.8,1,407,0,0
62,0,16,10.0,88,4,101.4,1,649,1,0
50,1,20,3.4,106,5,105.9,1,800,1,1
23,0,6,2.6,33,3,31.9,1,379,0,0
41,0,9,15.0,4,6,48.3,1,489,0,0
36,1,21,9.5,31,6,93.4,0,710,1,1
33,0,13,6.7,78,5,100.8,0,637,1,0
57,1,21,4.7,91,5,55.4,0,566,0,1
45,0,8,9.3,111,3,36.0,0,409,0,0
50,1,16,1.2,106,5,84.8,0,684,1,1
65,1,13,1.9,0,11,90.2,1,671,1,0
58,0,13,1.0,68,7,70.4,1,568,1,1
30,0,17,7.7,42,4,34.5,0,529,0,0
60,0,23,9.2,0,5,104.4,1,647,1,0
62,0,20,1.4,60,13,84.5,1,724,1,1
42,1,5,11.0,57,7,106.9,1,800,1,0
70,1,22,3.8,51,4,113.3,1,800,1,1
59,0,21,10.4,0,4,100.6,0,650,0,0
53,0,17,14.7,87,7,115.9,0,687,1,0
44,0,9,10.5,63,8,115.4,0,800,1,0
55,1,2,13.3,1,8,81.9,0,622,1,0
24,0,18,14.2,97,10,92.8,0,636,1,0
22,1,9,7.6,21,5,89.9,1,702,1,0
60,1,6,10.7,96,6,82.1,1,606,1,0
62,1,11,12.9,30,4,21.9,0,425,0,0
68,0,6,5.7,103,5,55.6,0,449,0,0
48,1,6,4.3,40,4,30.0,0,414,0,0
40,0,13,14.2,77,12,50.0,0,556,0,0
59,0,11,11.0,24,9,26.9,1,435,0,0
27,1,14,3.7,0,9,112.0,0,742,1,0
49,1,2,7.0,109,5,65.1,1,618,1,0
60,0,8,12.0,105,5,38.9,1,460,0,0
70,0,3,8.4,54,8,78.5,0,558,0,0
47,0,23,9.9,1,10,39.6,1,471,0,1
56,0,21,11.4,43,10,100.4,0,705,1,1
48,0,3,9.5,97,8,50.6,0,489,0,0
35,0,1,8.3,26,3,51.5,1,553,0,0
53,0,24,11.4,0,6,107.0,1,639,1,0
19,1,19,11.0,115,4,75.9,0,596,1,0
31,1,18,9.6,73,10,108.7,0,714,1,1
30,1,17,5.7,32,6,61.3,0,532,0,1
46,0,20,6.4,38,7,54.4,0,574,0,0
29,1,24,14.6,88,6,70.6,1,679,1,1
56,1,13,2.1,0,10,26.1,0,305,0,0
19,1,3,4.4,103,5,35.4,1,538,0,0
49,1,1,7.6,38,7,42.0,0,459,0,0
30,1,4,12.6,0,7,101.7,1,674,1,0
63,1,13,2.9,30,4,93.4,0,590,1,0
44,0,17,4.5,83,4,39.3,0,501,0,0
66,1,11,1.5,0,7,47.7,0,368,0,0
58,1,2,10.7,48,7,114.4,0,768,1,0
34,1,16,4.0,42,10,28.6,0,392,0,0
57,1,2,6.1,72,4,74.7,1,668,1,0
48,0,19,6.9,104,4,72.2,1,587,1,1
51,0,23,13.4,30,5,92.6,0,636,1,1
41,1,19,6.5,34,7,46.1,0,489,0,0
62,1,16,2.6,18,7,113.5,0,775,1,1
52,1,22,8.1,93,9,61.1,1,588,1,1
65,0,19,14.5,1,5,48.6,0,461,0,0
23,0,9,9.3,113,7,53.7,0,479,0,0
36,1,1,14.8,0,7,54.9,0,406,0,0
47,1,10,12.7,0,4,39.9,0,367,0,0
24,1,19,1.0,71,7,112.8,0,800,1,1
27,0,1,10.0,0,9,37.5,0,399,0,0
58,1,2,4.7,93,1,108.3,0,707,1,0
49,0,16,8.6,61,8,60.5,0,442,0,1
51,1,12,4.6,80,6,46.9,1,425,0,0
45,0,8,5.6,28,9,39.9,1,426,0,0
32,0,23,13.9,33,5,70.4,0,642,0,1
47,1,18,3.5,76,7,86.9,0,624,1,1
54,1,2,13.2,113,6,109.8,1,797,1,0
46,0,13,0.9,0,10,85.2,0,540,0,0
39,1,6,1.8,57,6,68.4,0,629,0,0
21,0,21,12.9,109,5,23.3,1,403,0,0
37,0,6,9.6,0,7,111.5,0,632,1,0
49,0,9,11.3,72,7,110.2,0,716,1,0
53,0,16,3.5,13,7,57.9,0,626,0,0
67,1,11,8.3,0,7,22.9,0,459,0,0
21,0,7,11.2,88,6,93.3,1,733,1,0
44,1,10,9.6,27,6,99.2,1,732,1,0
34,1,10,7.3,101,5,74.2,1,656,1,0
29,0,20,14.4,95,4,60.3,1,584,1,0
39,1,18,10.3,75,6,105.1,0,744,1,1
34,0,24,13.7,89,7,39.3,1,496,0,0
27,1,20,11.1,0,6,64.0,1,575,1,0
18,0,9,11.2,0,3,22.4,0,337,0,0
39,0,15,1.7,0,6,36.4,0,328,0,0
43,0,4,5.7,83,7,114.1,0,724,1,0
35,0,8,12.9,11,8,77.8,1,678,1,0
67,0,9,3.9,21,8,100.6,1,689,1,0
31,1,13,2.2,0,4,68.7,0,572,0,0
64,1,9,5.2,110,3,103.5,0,693,1,0
46,1,4,3.7,0,9,73.9,1,529,1,0
29,1,17,13.9,0,10,20.5,0,366,0,0
53,0,16,13.1,79,6,110.0,0,659,1,0
52,0,15,7.7,0,8,34.9,1,348,0,0
69,0,3,1.4,0,6,65.1,1,592,0,0
29,0,20,10.9,14,5,67.7,0,542,0,1
24,1,5,9.5,1,8,24.7,1,406,0,0
46,1,23,14.6,5,5,25.3,1,541,0,0
28,0,5,8.6,0,4,96.3,0,684,1,0
50,0,20,5.4,16,8,50.0,0,466,0,1
23,1,15,8.0,0,8,61.0,0,573,0,0
64,1,18,14.7,0,10,76.4,0,553,0,0
32,0,15,10.6,36,7,57.3,0,479,0,0
49,1,2,10.2,23,2,97.5,0,742,1,0
68,1,13,4.0,68,4,108.4,0,719,1,0
28,0,4,11.3,49,6,26.0,0,400,0,0
40,0,10,11.4,0,3,83.5,0,645,0,0
43,1,13,5.1,100,4,51.8,0,589,0,0
51,1,10,7.5,83,8,78.3,0,596,1,0
63,1,9,4.8,119,2,68.4,1,631,1,0
51,0,8,4.3,79,5,53.4,0,428,0,0
46,0,3,0.9,49,6,29.5,0,439,0,0
21,1,16,4.6,11,6,75.9,0,653,1,1
34,1,14,8.5,0,8,31.3,1,463,0,0
52,0,9,0.5,15,4,35.6,0,397,0,0
30,1,21,4.6,0,5,118.2,1,800,1,0
58,1,11,13.3,77,5,51.7,1,480,0,0
56,1,3,9.1,28,8,78.4,0,683,1,0
32,1,5,9.3,0,5,47.2,0,414,0,0
46,1,10,6.3,73,5,106.6,1,787,1,0
46,0,13,10.3,90,5,48.3,0,524,0,0
28,1,4,3.3,31,5,56.7,0,556,0,0
69,0,24,12.4,0,10,80.8,0,523,0,0
49,1,13,2.2,53,6,107.0,1,775,1,1
19,0,12,10.0,71,6,101.6,0,740,1,0
64,1,5,5.4,0,12,46.4,0,555,0,0
31,0,10,11.3,10,10,103.0,0,656,1,0
37,0,24,8.5,0,4,90.1,0,587,0,0
39,0,9,7.1,1,9,119.0,1,800,1,0
28,0,20,3.0,0,5,113.5,0,693,1,0
44,1,7,9.7,0,6,73.3,1,579,1,0
20,1,2,14.6,114,5,95.0,0,781,1,0
