tariff_type,age,watch_hours_week,content_completion,device_type,promo_used,support_tickets,friend_referrals,subscription_renew
2,66,18.9,0.19,1,0,0,0,0
1,29,34.2,0.83,1,0,2,0,0
0,24,13.6,0.77,1,0,3,0,0
2,20,34.8,0.35,1,0,0,0,1
0,27,3.5,0.38,0,1,0,1,0
2,51,31.1,0.53,0,0,3,0,0
0,42,33.9,0.0,1,1,1,0,0
2,52,7.3,0.24,1,0,1,0,0
0,33,17.2,0.21,1,0,0,0,0
0,19,6.6,0.25,0,0,1,0,0
0,41,28.3,0.81,0,0,1,0,0
0,27,21.4,0.28,0,1,3,0,0
2,55,25.4,0.19,0,0,4,0,0
2,39,7.9,0.5,0,1,1,0,0
0,43,8.5,0.87,0,1,3,0,0
1,60,1.7,0.24,0,0,1,0,1
2,72,12.9,0.08,2,1,1,0,0
2,56,22.4,0.36,0,0,1,0,0
1,44,34.3,0.75,1,1,2,0,0
0,46,26.7,0.55,0,1,0,0,1
1,64,17.4,0.82,2,0,1,0,1
1,55,38.1,0.96,1,1,2,0,0
0,37,28.8,0.79,0,0,1,0,0
1,44,37.2,0.6,1,0,3,0,0
0,58,21.1,0.49,0,0,1,0,1
2,71,10.4,0.04,1,0,2,1,0
0,37,2.1,0.98,0,0,1,0,0
1,61,29.0,0.38,2,1,0,0,0
1,36,4.9,0.15,1,0,0,0,0
1,37,12.1,0.67,0,0,1,1,0
0,52,21.3,0.28,1,0,1,0,1
1,64,22.6,0.59,0,0,0,0,0
1,19,24.0,0.59,2,1,1,0,0
1,47,6.7,0.45,1,1,2,0,1
1,70,15.2,0.84,1,1,1,0,1
1,51,24.7,0.26,0,0,3,0,0
2,39,38.8,0.45,2,0,3,0,1
0,20,29.1,0.54,1,1,0,1,0
2,23,36.9,0.66,0,1,1,0,1
1,32,30.5,0.78,0,0,1,0,0
0,44,23.7,0.39,0,0,0,0,0
0,27,7.7,0.65,2,1,0,0,0
0,26,26.7,0.15,0,1,1,1,0
2,50,24.9,0.93,1,0,0,0,0
2,49,24.1,0.38,0,1,2,0,0
2,65,19.6,0.73,0,0,1,1,0
1,23,21.1,0.02,1,0,2,0,0
1,58,13.4,0.21,2,0,5,0,1
0,53,20.8,0.49,1,0,1,0,1
0,19,7.9,0.88,2,0,1,1,0
1,46,32.2,0.53,1,0,2,1,0
0,21,7.4,0.93,0,0,0,0,0
0,18,3.4,0.48,0,1,2,0,0
1,36,17.4,0.49,1,1,1,1,0
2,43,26.3,0.12,2,0,1,0,0
2,42,17.5,0.8,2,0,1,1,0
2,27,11.1,0.25,0,1,1,0,0
1,70,22.3,0.9,0,0,1,0,0
1,32,13.9,0.91,0,1,1,0,0
1,39,37.3,0.94,2,1,1,0,0
2,68,36.9,0.52,2,0,3,0,0
0,65,20.1,0.68,2,1,1,1,1
1,38,13.1,0.78,0,1,0,0,0
2,73,29.5,0.13,1,0,3,1,0
0,39,1.5,0.6,1,0,0,0,0
1,53,19.0,0.03,0,0,3,0,1
1,51,13.5,0.5,1,0,2,1,1
0,47,36.8,0.15,0,0,1,0,1
0,42,0.5,0.18,0,0,2,0,0
0,62,22.1,0.37,2,0,4,0,1
0,45,29.6,0.43,2,1,1,0,0
0,18,19.4,0.62,1,0,0,0,0
2,66,3.4,0.07,1,0,4,1,0
0,62,38.9,0.5,0,0,2,1,1
1,21,20.7,0.18,1,0,3,0,0
0,24,24.6,0.57,2,0,3,0,0
2,66,9.5,0.64,2,0,4,0,0
0,26,19.3,0.56,1,0,0,0,0
1,53,17.2,0.74,0,1,1,0,1
2,36,3.0,0.34,0,1,1,1,0
2,18,4.2,0.77,1,0,1,0,0
0,27,33.5,0.43,0,0,1,0,0
2,53,9.6,0.48,2,0,0,1,0
1,26,7.8,0.65,0,1,1,0,0
1,62,20.2,0.02,0,0,1,1,0
0,63,30.7,0.65,0,1,5,0,1
0,59,2.5,0.62,2,0,1,0,0
2,49,23.1,0.31,0,0,2,1,0
1,49,4.8,0.09,1,0,2,0,1
1,23,1.5,0.09,1,1,2,1,0
2,65,2.1,0.92,0,1,3,1,0
2,55,33.4,0.69,1,0,2,0,0
0,34,4.7,0.13,1,0,1,0,0
1,27,1.8,0.36,1,0,1,0,0
0,67,17.5,0.59,2,0,2,1,0
2,44,33.8,0.84,0,1,1,0,0
1,71,10.5,0.04,0,1,3,0,1
2,67,16.9,0.24,2,1,4,0,0
0,52,1.6,0.89,0,1,2,0,0
0,69,18.0,0.01,1,0,1,1,0
0,38,23.1,0.2,2,1,0,1,0
