role,exp_years,projects_count,hours_overtime,edu_level,team_size,client_feedback,certs_count,bonus_rub
1,1,6,292,2,10,2.3,4,371620.08
0,10,8,168,1,12,4.9,3,664917.89
3,14,18,76,3,20,1.8,1,443086.46
3,21,2,307,3,20,1.9,2,612700.06
0,13,11,238,4,4,2.1,5,828757.24
2,22,7,188,3,19,1.6,0,292959.66
2,21,3,127,3,8,2.5,3,340301.25
1,24,15,327,1,16,3.9,6,526658.31
2,15,14,133,3,19,4.7,2,299641.45
3,12,11,229,4,11,3.9,0,348067.17
2,13,9,57,4,18,2.0,0,193467.64
1,11,4,231,3,16,2.6,6,456703.17
1,7,11,206,3,12,4.7,2,559041.17
2,12,10,68,4,14,4.6,0,213814.39
2,3,4,89,2,19,3.3,1,229232.35
2,23,3,104,3,4,2.9,1,205143.05
2,24,4,196,3,9,3.3,4,316218.2
1,10,9,173,3,8,1.1,6,398833.75
2,25,16,352,4,5,1.2,4,409133.58
1,8,3,359,1,6,3.5,4,527301.26
0,21,13,51,1,9,2.2,1,886624.69
2,22,7,309,3,20,1.8,1,356285.16
0,23,16,275,3,6,1.1,0,1043443.22
3,2,7,364,1,8,4.2,4,777430.94
2,1,14,373,1,15,2.9,6,386126.48
0,8,18,172,2,7,4.1,5,1106423.42
2,24,7,122,2,8,4.0,4,259997.02
0,5,4,291,3,7,4.9,3,560641.06
0,6,11,373,4,18,1.6,3,811585.01
3,6,5,150,4,15,1.3,4,750248.8
2,12,4,155,3,16,2.6,2,338818.77
0,15,10,195,3,18,3.2,4,644689.44
0,7,13,303,2,3,4.2,6,949453.93
2,6,7,270,3,13,1.5,0,318649.3
2,18,9,343,4,10,2.4,2,388704.64
2,14,10,96,1,14,3.1,4,314072.83
0,20,13,400,3,4,1.8,3,1005704.51
2,9,3,272,2,12,1.3,1,302067.91
3,19,18,106,1,12,2.6,3,725778.06
1,20,2,379,3,17,2.3,4,456336.59
0,15,15,201,4,11,4.5,4,1011621.94
1,8,17,75,1,12,2.6,0,438756.15
1,3,12,37,2,17,3.7,4,467780.31
1,23,13,307,2,17,3.5,0,474169.16
0,14,6,380,2,17,4.2,0,575139.95
0,19,3,123,1,15,1.8,4,494120.93
3,6,7,20,4,14,2.8,6,958378.71
0,15,17,180,4,18,4.3,1,1113814.34
3,14,3,118,3,5,4.9,6,1007550.86
1,14,17,219,1,15,3.9,5,463468.37
0,21,5,130,1,4,1.7,6,585294.52
3,2,16,179,4,5,4.6,2,545977.15
1,14,4,32,4,3,4.8,1,566863.71
3,9,8,207,2,5,4.8,1,538436.31
3,22,17,330,1,12,5.0,0,548831.65
3,13,13,276,1,16,4.4,5,955635.45
2,20,6,30,2,20,4.8,5,263484.4
2,12,3,342,1,12,2.0,5,426393.95
2,17,10,350,3,19,4.0,4,457805.1
0,4,12,264,4,10,1.8,3,835181.59
2,1,16,88,2,8,4.9,5,262358.35
1,19,13,363,3,9,2.0,4,456865.38
0,22,17,281,3,15,1.8,0,1152335.59
2,6,12,27,4,19,3.1,0,150895.01
3,18,5,286,3,4,2.1,2,580135.88
3,15,15,175,1,16,2.4,4,782956.63
3,22,7,219,2,16,4.9,2,630510.19
2,13,5,369,2,17,2.5,4,376981.82
1,1,7,34,3,9,4.8,0,547344.58
2,14,2,137,1,6,2.3,3,247925.53
1,8,4,310,3,9,1.2,1,346534.29
1,7,16,145,4,14,1.8,5,415923.96
3,8,3,129,1,3,5.0,5,943757.81
2,13,9,102,1,3,2.4,5,312963.05
2,15,3,249,1,18,4.0,6,374891.75
0,6,11,309,2,12,3.1,5,897342.61
3,15,5,111,2,10,3.2,1,586651.74
2,2,11,12,2,13,4.3,4,291724.39
3,25,6,162,3,15,4.8,5,947418.32
0,5,18,258,4,8,4.9,5,1152670.58
2,11,10,293,4,17,3.3,5,380520.57
2,2,18,130,3,7,2.4,4,301666.54
0,20,7,190,1,9,3.0,6,578466.77
2,23,15,268,4,11,1.8,3,349695.05
1,6,3,179,1,8,4.4,0,490566.45
1,10,11,200,4,3,2.6,2,468468.45
1,12,7,308,2,12,4.3,0,531940.87
3,17,18,227,2,14,4.8,0,344093.18
0,19,15,45,2,19,2.6,4,915166.74
3,16,18,245,3,9,3.9,6,1085488.95
3,11,16,81,2,14,4.3,6,980174.85
3,9,9,109,3,10,1.7,3,681988.31
2,6,4,98,3,13,4.0,3,288508.64
1,24,10,302,4,5,2.3,1,471616.91
1,4,14,381,1,8,4.1,4,473728.97
3,14,14,13,4,18,1.1,6,892254.39
2,1,3,241,3,10,4.3,6,362506.11
0,10,7,85,1,18,3.5,5,691979.42
3,4,3,220,3,6,1.6,3,592557.46
3,1,3,136,3,15,3.9,0,344922.82
1,9,12,88,2,6,2.3,5,340518.66
1,8,9,78,1,9,3.6,1,488414.56
0,1,14,121,1,18,2.2,1,875886.48
0,6,9,296,1,10,4.9,2,703235.49
0,19,3,351,1,18,2.5,5,486834.15
2,21,18,158,3,7,5.0,2,304894.46
3,18,6,27,2,4,1.1,4,892995.47
1,8,17,374,1,6,4.1,0,554338.76
1,17,9,185,3,11,4.6,1,592892.22
3,10,11,357,3,14,2.4,4,678318.84
3,16,11,319,1,4,1.3,6,1082096.41
3,13,13,18,1,12,4.1,6,885816.01
0,10,13,334,3,17,3.4,3,850673.11
0,2,16,336,3,8,1.7,0,1046291.54
3,21,15,163,1,3,1.6,5,945324.13
2,5,10,174,1,14,3.9,2,282263.84
3,18,11,140,4,4,1.8,5,883884.14
0,15,14,135,1,16,4.8,2,921196.33
3,18,10,172,3,20,4.0,2,659295.25
1,14,16,233,2,14,4.1,3,593085.32
3,7,12,159,1,17,1.3,5,951292.92
2,24,18,225,4,18,1.2,1,264308.54
3,14,12,204,3,9,2.5,0,370123.99
2,14,9,94,4,20,4.5,2,331859.0
3,1,13,254,3,16,2.0,2,551410.45
1,9,8,392,4,19,4.7,1,586090.15
3,21,16,127,3,4,2.0,0,513637.4
1,7,13,209,4,15,1.6,6,378109.43
1,25,3,18,1,6,2.6,2,530020.91
2,4,13,317,1,6,1.5,6,452613.57
1,21,8,388,1,20,2.6,4,449372.64
0,6,17,370,1,13,3.9,6,1182586.22
0,19,15,385,4,7,3.2,1,1052722.69
2,23,6,159,4,15,3.5,3,318661.76
3,10,15,341,1,14,2.6,6,1076862.04
2,19,12,143,3,14,2.3,2,258432.01
1,6,17,179,4,17,2.7,3,401017.15
0,20,3,296,1,18,1.0,6,544191.18
1,12,4,317,4,3,2.8,5,491497.37
0,10,7,128,4,10,2.9,0,690831.24
2,1,16,236,3,5,2.0,2,366118.34
0,19,13,252,4,3,1.4,0,802376.15
0,20,8,232,1,12,4.4,5,715910.54
1,24,9,239,4,17,2.7,0,499887.39
2,22,17,195,4,18,2.8,1,304306.93
0,15,7,303,3,13,2.5,3,605568.18
3,2,13,335,3,4,3.7,3,697280.68
3,4,17,278,3,13,1.9,5,780375.14
0,4,15,233,2,12,4.5,1,986461.36
0,8,15,198,3,11,1.4,0,978778.88
1,12,15,345,2,15,1.2,2,375028.02
3,2,8,268,1,20,1.7,4,750259.22
3,15,9,153,3,3,1.2,5,911625.1
1,6,18,260,3,7,1.5,3,361189.97
2,5,2,394,3,8,2.9,6,456826.31
1,9,16,103,2,18,1.0,6,325977.79
3,13,10,320,3,8,2.3,2,566663.46
1,17,17,300,2,6,4.8,5,632115.86
3,5,17,125,2,16,1.4,0,385994.64
2,17,15,169,1,6,1.5,6,368791.66
1,24,3,278,1,7,3.7,6,533015.0
3,12,14,215,4,13,1.3,1,465402.51
2,6,2,42,2,12,3.3,5,359670.2
0,23,10,225,1,12,3.0,4,783939.35
3,8,6,134,1,15,3.1,1,520779.2
2,11,14,16,4,19,3.8,2,267540.82
1,10,15,102,1,19,3.8,4,520950.05
0,18,15,113,2,4,4.6,0,920250.95
3,22,16,267,2,11,1.5,5,907087.61
1,10,9,175,3,4,2.3,5,348296.68
0,16,5,137,3,15,4.8,5,626353.13
3,21,16,379,3,16,1.7,3,666083.26
2,4,2,214,4,11,5.0,0,230130.35
2,25,4,315,4,5,4.9,1,308788.06
3,7,8,383,1,10,2.8,2,592854.22
0,23,10,352,4,3,2.1,1,797534.86
1,4,12,196,3,12,4.5,6,533409.2
1,12,14,85,4,17,3.1,5,390013.4
1,11,14,308,4,3,4.6,2,574384.61
3,19,13,5,4,10,2.0,5,935292.47
3,12,18,264,2,16,2.8,4,773344.42
3,4,3,207,1,5,3.4,1,511185.41
3,18,16,220,3,20,3.5,4,800064.41
2,2,9,257,3,3,4.4,5,441740.83
0,23,18,226,1,7,4.0,0,1139573.98
3,16,12,112,3,20,3.5,5,924591.53
3,21,17,30,1,14,4.3,5,937928.0
0,7,3,293,1,9,4.5,2,469633.56
3,25,5,143,1,20,4.1,4,823873.95
0,5,15,140,4,9,2.7,6,989707.24
