delivery_min,rest_dist,food_temp,rest_rating,items,order_sum,weather,promo,hour,late
102,8.33,8,4.46,3,3030.61,1,0,5,1
56,14.52,76,1.3,2,1158.43,0,1,23,0
85,17.58,83,1.55,10,3682.06,2,0,18,1
110,8.98,76,3.4,5,1549.89,0,1,14,1
39,10.94,26,3.07,12,4669.66,0,0,23,0
32,18.67,89,1.67,4,3935.22,0,0,12,1
25,2.6,62,1.52,4,3515.31,0,0,9,0
23,17.31,28,3.26,13,4986.32,0,1,12,0
83,3.61,21,1.2,4,3101.58,1,1,0,0
80,9.94,72,4.49,11,1765.14,0,0,17,1
118,4.76,87,4.23,4,3800.09,2,1,15,1
61,12.26,18,4.14,4,5750.96,0,0,5,1
46,11.39,37,1.06,6,3686.72,2,0,1,0
38,7.91,38,1.19,2,3851.79,0,0,9,0
76,17.33,14,3.2,13,5621.55,1,0,1,0
24,13.37,53,4.98,13,3188.6,0,0,2,0
109,14.56,31,2.37,15,5978.87,1,0,18,1
56,3.44,45,2.38,4,1126.04,2,0,3,0
55,17.72,60,1.54,14,3314.83,1,1,8,1
61,3.76,51,3.7,7,1434.82,0,0,10,0
28,4.84,33,3.59,7,2829.29,0,0,17,0
86,3.0,72,1.41,1,1189.33,0,0,17,0
115,9.09,34,2.87,10,1490.67,0,0,14,1
30,17.81,69,3.67,12,1422.64,2,0,13,0
73,5.42,36,2.97,9,2056.18,0,0,12,0
46,7.79,77,3.7,7,980.71,0,0,21,0
36,17.0,60,4.27,11,4894.18,0,0,13,0
64,12.55,48,3.74,6,1479.92,0,0,20,0
38,15.16,8,3.46,14,2616.1,2,0,20,0
29,4.67,18,4.41,2,293.13,0,1,6,0
34,14.47,86,4.6,6,808.31,0,0,8,1
79,4.94,27,2.56,5,5398.38,1,0,16,1
72,19.75,79,1.69,9,5055.53,0,1,4,0
45,11.42,25,4.27,12,5077.35,0,0,4,1
11,14.06,37,1.86,1,2585.85,1,1,20,1
31,2.81,39,4.72,5,1020.88,2,0,8,0
105,5.39,24,1.09,3,825.79,1,1,10,1
25,3.22,68,4.69,9,3712.5,2,0,5,1
27,8.11,70,3.36,12,5003.52,1,0,15,0
78,6.04,22,4.1,1,5420.66,0,0,7,1
63,14.79,88,2.59,6,1874.64,0,0,13,0
109,2.62,64,4.97,3,2061.95,2,0,23,1
39,15.17,21,1.91,1,785.08,0,0,5,1
54,1.39,63,2.06,11,4691.58,0,0,5,0
28,4.44,67,1.21,15,1799.0,2,0,13,0
96,15.94,57,4.76,3,2989.39,0,0,7,0
43,14.98,27,2.82,15,5587.6,1,0,0,1
22,9.79,77,3.7,2,4562.85,1,0,12,1
52,1.47,67,3.75,10,505.88,1,1,23,1
71,12.39,74,4.5,12,247.3,0,0,3,0
102,8.43,3,3.66,12,4766.97,1,0,14,0
109,6.67,0,3.25,12,3404.5,0,0,16,1
31,12.99,25,3.84,8,4377.94,1,0,17,1
61,9.01,32,4.0,3,1109.53,1,0,16,0
61,2.3,80,1.74,11,5257.88,2,0,10,0
120,18.36,26,1.44,7,4685.28,0,1,11,0
45,15.68,41,1.3,10,5366.87,2,1,2,0
82,1.6,68,2.5,6,2178.36,1,0,14,1
112,10.74,70,2.99,15,1799.09,1,0,5,0
28,2.13,63,3.46,7,1080.04,0,1,4,0
47,16.83,24,4.83,11,5594.51,0,1,7,0
79,12.45,71,2.32,7,1225.61,1,0,9,0
120,3.86,3,4.04,10,892.04,2,0,2,1
88,0.9,11,3.13,1,1317.53,0,0,11,0
66,1.12,57,1.88,4,4674.01,2,0,11,0
29,10.39,10,3.46,4,5359.27,1,0,9,1
18,14.82,58,4.87,5,4903.3,2,0,18,1
41,2.86,35,1.5,14,3466.78,0,0,20,0
13,4.82,21,3.03,10,5964.53,1,0,16,0
59,6.88,64,1.21,5,599.35,2,0,13,1
91,4.75,49,2.28,8,5229.71,2,1,6,1
14,8.13,3,3.48,4,2680.74,1,1,18,0
29,11.41,71,4.36,13,2839.71,0,0,10,1
96,13.86,88,3.92,1,940.05,1,0,17,1
84,19.29,51,2.85,15,393.91,0,0,6,0
46,18.65,42,4.64,5,2036.44,0,0,16,0
31,11.62,45,2.21,1,1214.15,0,0,0,0
67,14.82,3,4.02,12,3003.36,0,1,8,0
77,19.04,12,2.9,3,1054.52,1,0,6,1
102,2.13,37,4.59,15,999.98,1,0,13,1
53,0.61,44,4.19,8,5286.48,0,1,15,0
43,1.08,24,4.61,10,5543.51,1,0,2,0
86,11.49,66,1.86,15,5792.45,0,1,15,0
51,15.38,54,3.67,5,4146.91,0,0,20,1
18,7.66,38,3.95,7,4671.9,1,1,12,0
115,11.13,64,3.97,14,5047.55,0,0,17,1
104,10.57,74,3.02,1,4021.75,1,1,20,0
16,2.35,1,1.05,6,2115.41,0,0,8,0
77,6.77,68,2.05,12,1107.04,1,0,4,1
28,0.88,85,2.29,14,1576.19,0,1,12,0
115,2.66,61,4.41,8,5074.4,0,0,16,1
103,16.33,45,4.36,6,4237.36,0,0,23,0
40,16.67,76,1.42,4,2843.62,1,0,14,0
44,16.14,86,4.8,11,370.55,0,0,14,0
66,14.67,30,1.73,8,1743.99,0,0,5,1
94,15.97,34,2.66,15,4427.61,0,0,17,1
70,13.58,44,1.86,8,3171.85,0,1,21,1
40,13.56,76,4.44,14,2726.09,0,0,15,1
92,13.51,53,4.0,14,2019.34,0,0,8,0
104,10.52,70,2.41,6,3720.2,2,1,2,1
62,7.59,68,3.73,8,5805.04,0,0,4,0
41,14.74,28,1.74,12,5426.52,0,0,6,0
75,6.32,71,2.53,6,376.89,2,0,12,1
68,11.09,7,2.51,15,2989.53,0,0,1,0
19,8.95,53,1.95,4,2110.92,1,0,10,0
11,5.89,6,4.51,11,3161.51,0,1,0,1
75,19.51,82,3.72,12,3716.04,2,0,4,0
69,5.55,22,2.12,6,1360.16,2,0,3,0
97,6.53,31,1.97,15,4733.09,0,1,14,1
26,3.65,61,1.07,9,2955.39,0,0,9,0
105,16.55,44,2.39,8,5953.64,0,0,3,1
25,11.94,67,3.11,15,345.74,2,0,6,0
25,12.45,29,2.11,14,1300.37,0,0,4,0
55,16.5,38,3.8,7,4199.85,2,1,14,0
48,7.19,4,2.65,5,4232.04,2,1,4,0
40,4.28,66,2.27,13,3576.69,0,1,12,1
116,4.37,21,4.76,7,5837.37,1,1,5,0
97,14.79,27,2.05,1,2608.83,0,0,23,1
10,12.48,21,2.59,8,2618.81,1,1,19,0
20,4.52,85,2.53,5,5480.76,0,0,15,1
94,3.33,28,1.96,7,3322.96,0,1,8,1
13,2.85,42,1.87,7,2251.62,0,0,5,0
80,12.74,41,2.21,8,4369.84,1,0,7,0
35,0.5,59,4.46,7,3794.09,1,0,3,0
120,0.86,76,4.07,6,1977.18,1,0,8,0
59,8.1,70,3.72,12,1927.99,2,0,10,0
21,13.98,73,2.83,6,2494.55,1,0,10,0
104,14.05,67,3.03,5,615.4,1,0,15,1
90,8.89,58,2.07,5,5667.18,0,0,8,1
106,13.98,85,1.3,4,1261.52,0,0,0,0
84,10.66,83,2.32,7,1324.18,0,0,0,0
101,19.55,83,2.98,13,3952.82,0,0,6,0
105,3.67,5,1.23,12,4400.63,1,0,2,0
74,12.21,72,1.35,11,4473.65,1,0,6,0
56,10.08,27,2.05,14,2375.44,2,0,0,0
101,4.29,76,2.47,3,5265.31,0,0,0,1
62,15.12,30,2.57,5,3355.19,1,0,6,0
115,5.87,38,1.47,15,2743.81,2,1,3,1
80,7.94,49,1.9,3,4900.24,0,1,17,0
11,7.81,77,2.05,8,1612.66,0,1,20,0
115,5.26,85,1.27,15,5189.08,2,0,4,1
33,8.9,36,2.3,5,3325.21,1,0,13,0
13,9.73,87,1.29,15,5420.34,1,1,19,0
117,15.01,71,3.81,11,1369.35,2,0,14,0
28,15.42,14,2.54,13,5629.17,1,0,17,1
35,3.59,50,2.31,10,4189.69,0,1,3,0
84,12.06,69,1.51,6,3786.31,2,0,1,0
49,17.98,22,1.91,1,2647.99,2,1,10,1
59,2.62,24,1.93,14,5746.63,0,0,19,0
52,9.72,45,4.94,11,2774.73,1,0,14,1
84,15.13,22,4.34,4,3091.55,0,0,5,1
118,12.42,9,1.06,9,4732.69,2,0,4,1
76,2.46,72,3.47,15,1852.09,0,1,10,0
21,8.23,76,2.02,15,1890.67,0,1,9,0
76,10.39,31,1.42,5,4696.73,1,0,12,1
115,19.92,50,3.82,15,945.76,1,0,15,0
36,3.98,40,1.53,1,4973.19,2,1,9,0
63,19.66,64,2.77,15,3826.02,2,1,5,1
75,7.83,64,3.53,4,3326.69,0,0,1,0
58,4.41,39,3.22,12,1528.83,0,1,0,1
25,8.58,17,4.91,6,4760.94,0,1,4,0
11,12.47,35,4.14,7,4868.73,0,0,10,0
69,4.66,30,4.1,7,3001.06,1,1,2,0
63,6.18,53,2.42,8,2457.18,0,1,2,1
39,17.16,62,1.03,5,1627.74,0,1,9,1
93,19.98,0,3.94,6,4574.56,0,0,4,1
47,6.7,51,5.0,11,3908.82,0,0,2,1
37,3.4,56,2.62,11,1398.46,1,0,21,0
34,15.97,8,4.94,2,4807.91,1,1,22,0
105,12.21,85,1.57,14,5316.79,0,0,5,1
19,2.46,89,2.19,12,543.63,0,0,9,0
69,18.96,73,1.68,10,4680.04,1,0,7,1
51,2.02,55,2.9,12,5146.25,2,0,3,0
49,12.69,46,4.19,2,5950.75,0,1,5,0
106,8.77,2,2.36,14,1578.09,0,1,12,0
86,11.35,1,4.62,3,2351.82,0,1,18,1
114,4.66,53,3.18,4,5803.91,0,0,9,0
51,13.92,36,2.86,6,745.29,1,1,11,0
56,19.21,55,4.15,6,3237.51,0,0,11,0
46,9.44,30,1.41,3,3139.12,1,0,22,0
89,10.7,11,4.1,1,3717.98,2,0,5,0
118,5.18,57,1.97,3,2118.6,1,1,11,1
31,17.89,66,2.12,4,5570.32,0,0,5,0
66,19.44,25,3.4,9,1766.36,0,0,2,0
93,15.83,77,4.61,10,3968.23,0,0,15,0
116,11.08,11,3.31,8,3076.38,1,0,15,1
36,19.16,89,3.6,13,1746.71,0,1,0,0
50,3.5,15,4.11,4,1295.35,0,0,1,0
89,9.83,52,2.04,7,5748.06,0,0,10,0
43,10.98,71,4.31,13,3455.49,0,1,2,1
41,10.09,48,2.67,13,3704.31,1,0,10,1
99,16.15,48,1.7,9,4740.79,2,0,16,1
98,13.57,6,2.4,2,671.11,2,1,10,0
75,2.97,14,1.98,3,4339.83,1,1,13,1
21,7.26,35,1.91,1,1157.81,0,0,23,0
49,7.11,71,2.13,8,4494.79,0,1,15,1
82,11.53,73,1.72,2,1019.71,0,0,22,0
85,6.18,14,3.67,7,5028.46,0,0,6,1
99,2.79,61,3.32,7,4149.89,1,0,2,1
82,13.25,17,3.59,11,2438.16,2,0,8,0
19,17.1,45,2.37,3,2281.24,1,0,20,1
105,18.67,60,4.08,2,1063.89,2,0,6,0
107,19.47,42,1.52,3,5443.51,1,0,12,0
57,15.73,43,3.28,12,887.47,0,1,0,0
29,3.22,65,2.1,8,2938.05,2,0,21,0
48,17.14,54,3.11,12,1571.81,1,1,9,0
69,8.3,85,2.29,9,5978.7,0,0,0,0
75,14.73,78,4.16,11,3597.9,0,0,13,0
74,10.86,38,4.57,8,1067.59,0,0,5,0
60,16.66,4,3.97,11,4071.87,2,0,21,0
45,8.8,56,1.7,2,5951.33,0,1,22,0
33,1.7,14,2.1,12,3709.25,1,0,22,1
36,11.36,90,4.68,13,2852.8,1,1,10,0
11,3.84,15,2.75,9,1900.97,1,0,14,0
40,19.33,56,4.76,6,734.32,0,0,11,0
66,10.78,81,2.57,12,1523.83,0,0,18,0
87,11.29,24,4.81,2,3411.0,1,0,6,0
75,18.19,21,4.7,9,4571.96,0,0,17,0
38,12.68,30,3.64,5,5292.0,0,0,10,0
24,6.4,33,1.04,15,4803.53,2,1,1,1
21,6.27,86,2.6,6,927.7,1,0,16,0
110,10.28,15,4.64,1,4686.07,1,1,13,0
37,17.4,69,4.54,12,3573.31,1,0,17,0
93,16.0,58,1.75,13,2920.82,0,0,14,1
112,19.27,14,2.6,14,3522.03,2,0,17,1
33,1.9,81,4.34,2,246.84,2,0,8,0
30,5.73,12,3.31,1,592.84,1,1,18,0
19,2.06,23,4.39,4,3249.93,1,1,14,0
119,15.15,12,4.31,2,1206.99,1,1,0,1
87,3.25,64,4.63,13,3364.14,1,0,11,1
110,2.45,35,1.47,1,2254.44,0,1,17,1
27,11.45,48,1.58,3,5462.99,1,0,9,0
97,8.52,81,1.33,4,5708.16,0,0,23,1
23,14.44,47,4.74,4,5882.75,0,1,1,0
43,10.0,42,2.9,3,5413.84,0,1,10,1
67,8.79,5,1.26,2,5918.17,0,0,19,0
85,8.8,80,2.29,12,4295.65,1,0,8,0
31,17.5,67,2.41,8,5771.15,0,0,22,0
79,8.21,13,4.24,10,3922.4,1,0,16,1
45,7.0,29,3.94,13,4893.44,0,1,10,0
54,7.1,83,3.76,11,965.08,0,0,20,0
45,4.33,7,1.09,2,4159.08,1,0,20,0
31,17.28,53,4.64,5,5600.4,0,0,17,0
87,3.36,65,1.86,7,3332.28,1,1,22,1
89,18.22,3,3.52,9,1283.55,1,0,12,0
70,6.03,73,1.25,12,3255.95,0,1,16,0
109,18.04,83,1.33,3,4300.26,0,1,0,1
65,15.92,59,1.04,1,4664.77,0,0,9,0
98,11.85,52,3.26,15,3237.47,1,0,0,0
105,13.55,73,3.52,9,1460.73,1,0,10,0
42,6.85,14,1.2,1,5574.79,1,0,22,1
54,11.7,0,2.16,8,4686.98,0,1,13,1
45,6.2,21,4.41,2,1769.99,0,0,19,0
29,8.34,90,1.41,7,4908.51,0,1,3,0
27,15.41,14,1.87,12,2217.6,0,0,8,1
47,5.26,73,2.7,3,2012.1,0,0,19,0
76,16.86,83,4.37,6,5205.84,0,0,7,0
32,7.83,21,2.02,6,5264.76,1,1,14,0
105,10.88,49,4.99,4,2511.19,2,0,0,0
118,18.87,47,2.42,8,251.75,0,0,18,0
25,13.78,72,2.55,12,1282.08,2,0,15,0
68,13.09,50,1.49,12,5473.92,1,0,11,0
78,14.38,16,3.72,5,5412.75,2,0,16,0
77,18.4,82,1.97,7,2829.4,0,1,0,1
30,5.35,90,3.52,13,1963.88,2,0,18,0
113,12.46,50,1.89,5,1955.94,2,0,19,0
87,8.31,36,2.55,13,5403.73,2,0,13,1
112,0.73,48,4.43,12,2083.45,1,0,5,0
104,2.94,58,3.96,4,3167.17,0,1,18,1
87,6.84,9,1.62,6,4439.86,0,1,23,0
79,11.52,29,3.43,3,1414.99,2,1,23,1
21,17.69,84,3.51,6,1672.27,0,1,18,0
25,15.93,20,1.36,6,2276.76,0,0,18,1
90,11.29,33,2.86,11,3994.5,0,1,11,0
118,1.94,72,2.04,11,4941.45,1,0,12,0
96,6.08,49,2.87,6,3370.89,1,1,5,0
23,7.65,75,4.11,14,970.99,2,0,16,1
70,12.62,46,1.63,14,2788.22,2,0,0,1
80,1.77,84,1.49,11,940.61,1,0,10,0
55,10.84,83,2.08,3,712.12,1,0,4,1
41,18.08,5,4.81,13,3619.78,0,0,6,1
24,14.26,49,3.99,8,5746.03,0,0,0,0
53,16.04,62,1.08,4,5058.15,2,0,14,1
26,13.79,11,2.6,11,4691.93,1,1,17,1
50,4.53,40,2.03,2,4416.92,0,0,10,0
63,2.65,30,3.55,7,5403.34,0,0,0,1
120,16.68,1,2.84,11,4566.44,1,1,18,1
53,14.06,15,4.86,8,3835.89,0,0,23,1
107,11.71,0,1.88,11,2315.14,0,0,1,0
14,4.19,3,3.35,4,785.47,2,1,9,0
118,12.27,46,3.8,6,2873.99,0,0,11,1
36,1.11,64,4.3,8,5563.75,1,0,6,0
96,2.82,51,2.63,5,3581.98,1,0,12,1
113,6.58,46,3.75,9,1270.12,2,1,1,1
87,9.15,76,2.21,6,3964.34,2,0,18,1
88,2.85,49,2.74,6,2899.68,2,0,19,1
52,2.84,44,4.58,12,5602.0,0,0,22,0
106,14.65,41,4.8,13,1133.45,2,0,5,1
40,11.61,83,3.88,2,4329.67,0,0,22,1
108,10.91,55,2.5,15,4153.29,0,0,6,0
26,9.32,70,4.28,7,5904.54,0,0,1,0
101,19.54,56,1.1,9,3476.49,2,0,16,1
92,1.47,32,1.41,15,5255.13,0,1,21,1
119,4.02,27,3.65,5,343.34,0,0,22,1
63,13.13,43,2.16,14,912.77,0,0,1,1
71,3.16,55,4.81,5,2206.44,0,0,17,0
96,11.99,43,2.74,12,3792.1,1,0,8,1
41,11.57,83,2.72,13,2804.66,0,0,10,0
49,19.43,72,3.71,11,1375.64,1,0,13,0
22,17.73,33,4.07,5,3617.38,1,0,4,0
93,18.94,13,2.9,1,3486.85,1,0,22,0
44,2.72,67,1.86,5,3241.8,2,1,0,0
14,17.43,28,4.09,10,725.23,0,0,19,0
82,3.02,78,2.28,8,5576.75,0,0,1,1
38,12.84,16,1.7,15,3635.08,1,0,10,0
79,14.54,82,3.53,3,1731.15,2,1,13,1
34,3.64,8,1.36,9,4187.03,1,0,4,1
104,12.84,26,4.89,9,2043.87,2,1,0,1
31,1.52,48,3.53,6,3133.96,0,0,9,0
75,6.22,78,4.94,4,2178.56,0,0,22,1
54,18.46,36,2.36,15,5306.29,0,0,17,0
78,3.85,27,4.88,4,5965.09,0,0,18,1
100,1.77,49,1.58,11,1134.86,0,0,4,1
98,9.15,54,1.16,1,336.76,0,1,8,1
81,17.09,3,1.13,14,1472.07,0,0,12,0
10,2.0,84,2.86,10,3621.72,2,0,12,0
93,7.43,18,1.33,5,1208.92,0,0,3,1
53,18.05,36,3.05,5,4906.61,0,1,23,1
96,2.8,3,2.31,5,2570.29,2,0,15,1
105,6.56,36,2.34,12,3741.09,1,0,23,1
84,15.68,50,3.54,1,2842.58,1,0,3,0
48,11.09,31,1.65,1,5439.3,2,0,10,0
120,16.73,44,4.07,10,403.78,1,1,3,1
63,2.68,11,3.33,12,4429.95,0,0,1,0
97,18.45,40,4.66,2,3982.6,0,0,23,0
84,18.73,55,2.46,1,3967.19,1,0,16,1
38,3.53,79,4.93,13,2601.14,2,0,11,0
63,1.16,13,3.3,15,290.92,0,0,11,1
99,19.8,53,4.89,8,4197.6,0,0,20,1
25,9.9,62,1.11,12,5010.93,0,1,7,0
108,11.66,64,3.91,12,694.34,1,1,21,0
29,12.51,57,4.27,4,2761.38,0,1,9,0
55,15.9,20,1.21,6,1143.05,2,1,19,1
76,16.33,3,3.32,8,3743.44,2,0,18,1
74,4.28,72,4.21,14,4756.51,1,0,16,1
67,5.11,45,3.24,5,4066.9,2,1,3,1
62,17.6,85,1.26,6,2044.75,0,0,12,0
120,16.48,11,3.77,4,1010.45,2,0,12,1
10,12.54,29,1.24,6,4806.76,1,1,18,0
90,19.9,59,4.27,6,2078.72,0,1,1,0
75,14.84,70,1.17,3,328.41,0,0,12,1
38,4.71,80,1.55,4,3514.24,0,0,15,0
93,17.01,64,2.1,6,1630.73,1,0,12,1
79,8.59,13,3.53,8,5078.99,2,0,3,0
17,1.2,43,4.91,13,1030.88,1,1,19,0
38,6.77,25,1.47,14,2721.84,1,0,8,0
60,15.39,90,1.57,14,1668.16,0,0,11,0
42,19.22,15,2.48,7,4199.69,1,1,5,0
12,5.88,6,4.34,4,3381.48,1,0,5,0
69,5.31,31,2.87,14,4787.73,0,0,5,1
44,11.49,88,2.29,3,2859.95,2,0,12,0
78,16.33,15,3.24,11,227.89,1,1,21,1
100,15.06,77,2.04,15,1448.14,1,1,23,0
117,11.42,88,2.6,8,5995.11,1,0,3,0
85,12.81,61,2.33,6,2551.0,2,0,16,0
93,5.22,29,4.22,12,3797.36,0,1,2,0
118,8.94,70,4.7,8,5448.6,1,0,7,0
29,5.48,11,4.04,9,319.04,0,0,0,0
82,17.75,66,2.76,9,4025.72,0,0,20,0
48,2.69,90,3.02,10,1872.59,0,0,17,0
13,13.75,45,1.5,11,1819.64,0,0,19,0
28,5.58,82,3.99,9,1504.14,2,1,18,0
111,9.77,42,3.39,10,4971.83,0,0,0,1
100,6.34,54,4.61,1,2363.1,1,1,4,1
54,6.8,44,1.8,12,589.28,2,1,18,0
52,5.58,59,4.04,14,761.74,1,0,0,0
22,15.18,70,3.74,3,1061.96,0,1,16,0
22,7.63,79,2.06,9,5413.78,0,0,0,1
69,14.66,31,3.67,4,2679.17,0,0,3,0
66,9.39,7,4.7,10,5513.09,0,0,4,0
95,11.17,76,4.67,12,4941.38,0,0,7,0
101,11.09,61,3.88,2,5059.72,1,0,14,1
61,19.53,74,1.19,1,1863.62,0,0,12,1
120,7.66,19,4.49,14,1773.62,0,0,6,0
62,4.55,17,3.63,5,3448.4,0,0,13,1
118,18.28,5,2.24,14,2623.96,1,1,3,0
95,3.91,83,1.75,4,3152.55,2,1,17,1
52,16.77,28,1.46,5,508.58,2,0,17,0
92,3.43,3,1.2,11,5835.22,1,1,1,1
81,13.35,70,4.02,5,537.38,1,0,16,1
81,3.44,42,1.94,8,1237.22,1,0,15,0
51,18.5,83,1.1,6,4133.56,1,0,5,0
99,11.52,33,2.59,3,1101.91,1,1,19,0
35,6.92,70,2.93,15,819.85,1,1,13,0
32,3.24,32,1.68,9,1091.0,0,0,18,1
52,7.74,14,1.18,8,559.14,2,0,0,1
86,14.25,85,1.76,9,1657.65,0,0,11,1
37,8.01,39,3.72,4,1772.49,0,1,22,0
18,5.3,88,1.33,13,3092.01,0,1,15,0
29,11.76,4,3.22,8,2744.59,1,0,8,1
65,8.65,77,1.59,11,2947.54,0,0,19,0
92,3.73,49,1.78,3,3773.03,0,0,15,1
48,3.5,65,2.57,5,1539.58,1,1,12,1
60,14.3,88,1.4,14,981.28,1,1,0,0
21,19.51,53,1.69,7,5297.49,1,1,2,1
88,5.05,79,2.4,1,3876.86,0,0,14,1
104,15.58,45,2.32,14,551.85,1,0,15,1
64,2.21,79,4.0,1,5774.1,1,1,13,0
87,7.94,10,1.3,3,4219.8,2,1,0,0
20,10.38,48,4.44,4,1079.89,1,0,0,1
35,5.74,22,4.26,15,5820.98,0,1,4,0
51,10.83,54,4.06,1,2319.36,1,1,4,0
36,17.71,4,2.24,8,5910.16,0,1,7,0
20,18.92,63,4.29,2,799.0,0,1,0,0
47,2.46,34,1.73,11,1127.82,0,0,23,0
107,5.8,68,1.5,5,4013.03,2,1,17,1
52,19.59,53,1.18,13,328.43,0,0,0,0
28,5.77,2,4.76,14,308.4,1,0,13,0
73,14.01,5,2.23,6,4793.5,0,0,10,1
15,5.44,86,4.67,11,1173.13,2,0,23,0
55,7.45,55,2.09,6,5528.98,1,0,9,1
111,4.23,1,4.63,6,2670.2,1,0,17,0
51,17.2,81,4.62,11,5267.18,1,0,20,1
101,17.71,37,4.69,1,2623.03,0,0,9,1
74,6.29,55,2.98,3,3275.33,2,0,21,1
108,16.56,4,4.46,3,2035.78,1,1,18,0
113,7.49,45,4.8,8,4016.84,1,0,12,0
81,2.43,10,2.3,6,2045.57,1,1,8,0
68,15.28,64,2.68,2,1494.39,2,0,8,0
61,12.13,9,3.88,13,670.07,0,0,7,1
56,5.85,40,2.2,14,534.48,0,0,12,0
16,5.43,43,4.02,1,1974.65,2,1,6,0
20,19.52,89,1.3,4,4471.55,0,0,20,0
112,17.32,32,3.09,1,1392.6,1,0,1,1
70,16.29,90,1.49,5,1935.52,0,1,18,1
77,3.0,55,2.17,12,5449.99,0,0,20,0
34,15.23,11,2.03,11,3907.11,1,0,23,0
21,4.68,1,4.36,8,5534.39,2,0,0,0
35,19.56,0,1.77,10,5485.11,0,0,10,0
111,1.52,64,4.23,2,567.78,0,0,0,1
119,7.37,32,4.18,8,5739.05,0,1,22,1
21,8.86,85,3.0,13,496.83,2,0,16,1
52,16.57,75,1.94,8,5568.59,0,0,18,0
60,15.44,35,1.91,6,3371.05,0,0,7,0
46,7.81,20,2.86,8,3292.5,2,0,8,0
55,11.53,83,1.04,13,4336.93,2,1,20,0
62,16.79,35,3.13,2,5299.43,1,1,14,0
97,0.85,25,4.81,7,3778.63,0,1,21,1
89,16.14,46,1.62,12,2667.32,0,0,7,0
22,18.96,0,3.29,8,848.96,0,1,2,0
98,1.13,37,4.85,4,4777.41,1,0,16,1
63,1.39,13,4.44,14,944.1,0,0,17,0
66,7.22,89,4.4,9,4412.92,0,0,10,1
13,2.21,45,4.29,11,3261.96,0,0,10,1
84,9.85,41,2.24,6,2437.85,2,1,1,1
105,14.71,6,4.56,12,3755.32,1,1,23,0
58,11.55,54,4.77,3,4679.67,1,1,15,0
16,4.33,55,2.98,13,5658.61,0,0,2,0
119,13.27,75,2.42,4,1735.24,2,0,12,1
20,13.85,62,2.66,12,5693.35,1,1,12,0
101,18.68,23,2.34,4,5773.5,0,0,19,0
63,3.36,82,1.85,1,4919.06,2,0,23,1
114,14.0,72,3.47,14,5312.34,0,0,19,0
96,18.27,3,3.25,13,4216.08,1,0,18,0
54,10.28,41,2.85,10,426.76,1,1,16,0
32,7.56,69,1.38,1,3535.46,0,0,19,0
37,3.83,27,4.19,1,4533.79,0,0,17,0
116,17.4,39,1.7,4,5661.88,2,0,13,1
120,8.19,50,1.46,1,3508.62,0,0,1,1
66,18.54,28,3.49,14,4806.36,1,0,15,0
35,17.03,41,2.59,6,4289.22,1,0,7,1
34,7.84,68,1.24,14,1828.66,0,1,9,1
63,11.69,4,2.42,2,1097.42,0,1,15,0
38,1.03,40,4.09,1,4555.25,0,0,6,1
92,5.63,60,3.46,7,1555.86,0,1,5,1
106,14.35,54,2.45,6,1619.21,2,1,3,1
45,13.72,27,1.77,1,3934.89,2,0,2,1
23,7.39,40,3.53,12,4776.6,0,0,10,1
87,16.27,8,4.55,13,3577.53,0,1,9,0
44,5.1,28,3.59,14,5332.9,0,0,13,0
39,9.49,77,4.25,10,1426.37,0,0,4,0
101,9.71,37,3.09,12,1664.0,1,1,1,1
26,7.15,61,3.87,9,3894.34,0,0,12,0
76,19.12,53,4.58,6,5010.34,2,1,17,1
89,14.09,51,4.09,2,3328.24,0,1,23,0
119,11.01,33,4.64,7,260.21,2,1,2,1
39,10.46,36,2.72,3,4126.27,0,0,22,0
102,3.61,48,4.62,14,4918.78,1,1,10,1
54,7.76,41,3.49,15,1803.95,2,0,5,0
88,13.62,13,4.48,7,514.35,0,1,23,1
119,18.53,81,1.16,14,3204.12,1,0,2,0
98,16.42,32,3.63,9,444.5,1,0,0,0
60,6.36,86,4.39,5,2612.9,0,0,5,1
111,8.96,16,1.7,1,303.34,0,0,5,1
115,2.12,74,3.65,5,1504.81,0,0,7,0
56,2.49,31,4.3,8,2455.17,0,0,2,0
62,9.67,78,2.15,8,847.89,1,0,12,0
73,10.84,67,2.62,3,862.1,0,0,21,1
47,5.65,38,3.28,4,4996.96,2,0,16,1
73,13.03,9,3.08,12,440.26,1,0,13,1
96,14.22,86,1.16,8,4196.0,0,0,2,0
98,6.33,23,1.39,8,4924.0,0,1,3,0
115,15.29,57,1.4,7,958.19,1,0,2,1
16,4.51,68,2.05,6,1333.15,0,0,21,0
31,11.11,63,1.98,4,3920.66,1,0,14,1
90,16.18,18,3.97,10,2030.75,0,0,22,0
91,10.97,7,3.29,13,2963.25,1,0,10,0
50,18.21,70,4.06,9,5048.82,0,0,1,0
83,1.64,39,1.28,2,1000.3,1,0,12,0
19,11.97,12,2.94,2,3793.98,0,0,15,1
66,11.45,26,2.3,1,5665.91,0,0,5,0
16,13.38,81,4.4,11,533.31,0,0,14,0
59,16.75,87,3.83,15,548.04,0,0,3,0
111,14.65,1,4.48,12,3417.51,0,0,14,1
100,15.91,15,1.19,3,5768.44,0,1,16,0
61,6.13,13,3.88,3,1478.75,0,0,11,0
42,8.06,16,3.16,4,2118.59,1,1,1,1
10,12.72,59,4.3,3,772.16,1,1,4,0
117,11.29,69,3.03,10,2301.03,2,1,11,1
