hour,dayofweek,cust_dist,items_count,total_price,barista_exp,promo,rain,time_to_serve,good_review,repeat_visit
4,1,2.63,7,1068.44,54,0,0,150,1,1
10,0,12.91,2,191.24,51,1,0,33,1,0
5,6,10.37,3,1448.46,43,0,0,62,1,0
6,4,3.21,8,588.59,36,0,0,243,0,0
23,1,4.41,1,1264.58,47,1,0,30,1,1
13,5,12.11,1,545.8,2,0,0,51,1,0
23,2,7.08,7,985.88,15,0,1,272,0,0
10,3,10.22,2,1477.03,49,0,1,113,0,0
12,0,5.12,2,1327.45,34,0,0,30,1,0
1,0,6.03,4,324.51,39,1,1,116,1,1
6,3,14.87,5,866.48,26,0,1,181,0,0
19,4,4.09,7,587.94,48,0,1,232,1,0
3,3,7.84,3,708.07,5,1,0,133,1,0
7,1,12.74,5,569.26,48,1,1,140,1,0
19,3,3.97,3,570.34,25,1,1,148,0,1
21,0,6.52,1,859.57,51,0,0,30,1,0
20,3,9.42,6,368.75,34,1,0,162,1,0
18,2,7.48,6,852.35,47,1,1,193,0,0
12,5,7.16,7,490.55,4,1,1,282,0,0
13,1,5.76,2,504.58,34,1,0,34,1,1
9,3,9.01,2,1134.25,27,1,1,124,1,0
10,0,9.55,8,141.43,55,0,0,214,1,0
1,6,9.97,1,633.32,42,0,0,30,1,0
8,5,1.52,1,670.55,54,1,0,30,1,1
16,1,9.65,3,779.15,56,0,0,30,1,0
2,0,14.32,1,1036.62,29,0,1,71,0,0
23,4,8.34,8,617.56,5,0,0,265,0,0
5,2,10.87,7,398.39,18,1,1,272,0,0
4,4,8.57,3,1338.82,4,0,0,80,1,0
4,2,12.89,5,1473.45,1,0,0,170,0,0
21,3,13.98,2,128.02,50,0,0,30,1,0
14,1,3.17,2,865.05,20,0,0,56,1,1
22,3,6.83,6,578.38,6,0,1,225,0,0
16,2,6.19,6,487.79,20,0,0,155,0,0
8,2,6.38,8,569.99,20,1,1,320,0,0
2,2,2.32,7,994.43,46,1,0,162,1,1
19,5,12.3,2,367.0,27,1,0,77,1,0
16,0,1.02,8,1378.0,26,0,0,213,0,1
9,1,8.16,7,752.56,32,0,1,237,0,0
2,3,10.1,5,555.81,10,0,0,168,0,0
17,3,3.51,5,1171.74,18,0,1,222,0,0
17,4,13.63,4,122.89,41,0,1,139,1,0
16,2,12.66,3,704.59,12,1,0,86,1,0
23,6,7.33,6,597.43,10,0,0,213,0,0
2,2,6.46,3,573.49,24,0,0,83,1,0
2,2,3.93,6,571.9,24,1,1,199,0,1
5,6,11.08,4,143.78,53,0,0,48,1,0
12,3,2.41,2,312.96,51,1,0,30,1,1
23,4,10.36,8,298.64,38,1,0,207,0,1
14,0,12.72,7,1484.05,46,0,1,222,0,0
8,6,3.81,3,131.03,25,0,1,152,0,0
3,5,13.06,6,333.9,8,1,1,235,0,0
13,1,0.98,3,1463.84,55,0,1,63,1,1
4,6,13.74,2,979.56,14,0,0,89,1,0
1,0,2.22,7,730.93,43,1,0,190,1,1
10,3,9.86,1,210.27,31,0,1,96,1,1
8,5,4.13,6,1037.53,24,0,1,243,0,0
23,5,12.63,8,292.92,16,0,0,252,0,0
2,5,7.93,1,1039.66,20,1,0,30,1,0
8,2,2.46,4,1470.85,38,0,1,166,0,0
2,1,8.78,7,844.76,47,0,0,198,0,0
1,3,6.41,5,399.72,15,0,0,148,0,1
11,3,10.09,3,975.4,14,0,1,124,0,0
9,5,13.29,6,818.1,53,1,1,198,1,0
8,3,6.44,8,846.4,12,1,0,269,0,0
14,1,4.7,3,769.35,34,0,0,55,1,1
7,1,0.71,4,1043.24,8,0,0,141,0,1
4,4,8.84,4,900.72,19,0,1,173,0,0
10,6,6.33,3,1481.79,46,0,1,125,1,0
1,6,5.93,6,1256.21,5,0,1,225,0,0
23,4,3.15,8,470.58,56,0,0,175,1,1
14,0,6.74,7,1116.06,27,0,0,204,0,0
5,6,14.77,2,400.02,41,0,1,78,1,0
7,1,4.82,7,1195.28,13,1,0,217,0,0
4,1,9.2,2,306.58,32,1,1,68,1,0
15,6,11.76,8,762.98,31,0,1,275,0,0
17,1,11.36,5,1206.85,41,0,0,165,0,0
5,4,5.27,7,492.16,46,1,1,227,1,0
4,5,9.36,8,1271.97,37,1,0,244,0,0
15,5,13.13,3,1001.81,2,0,1,147,0,0
12,3,0.72,3,656.53,7,1,0,124,0,1
4,5,6.82,6,692.78,48,1,1,197,1,0
12,2,3.75,3,1396.39,11,0,1,136,0,0
16,4,6.14,6,404.91,11,0,0,181,0,0
17,1,6.53,8,1070.71,23,0,0,241,0,0
7,6,11.33,3,1090.21,31,0,0,72,1,0
12,5,1.86,4,1391.43,44,0,0,61,1,1
18,4,7.93,1,1098.43,45,1,1,77,1,0
2,5,8.68,8,918.25,8,1,0,238,0,0
23,0,7.67,3,1363.53,56,0,0,42,1,0
7,1,11.11,1,1260.78,32,0,0,30,1,0
1,0,6.06,2,1103.49,48,0,0,48,1,0
7,1,14.2,5,145.61,21,0,1,207,0,0
12,4,7.49,7,622.93,31,0,0,169,1,0
12,3,8.78,7,984.65,1,1,1,283,0,0
0,5,12.47,8,831.15,13,0,1,286,0,0
5,5,4.49,2,547.05,11,0,0,75,0,0
23,2,1.59,3,302.19,29,0,1,126,0,1
18,6,10.76,7,874.2,4,0,0,241,0,0
15,0,7.5,6,500.28,36,0,0,155,1,0
7,5,13.5,2,426.2,15,0,0,40,1,0
0,4,14.75,4,658.54,59,0,0,62,1,0
15,3,6.29,1,1199.69,3,0,1,64,1,0
8,6,6.52,6,782.99,56,0,0,175,1,0
12,4,6.42,7,403.09,51,0,0,141,1,1
10,0,5.21,6,263.66,29,0,0,200,0,0
12,2,11.83,3,798.58,21,1,0,100,1,0
20,5,11.51,4,1212.11,2,0,1,214,0,0
9,4,7.44,1,1013.95,6,0,0,107,0,0
3,6,1.15,4,425.01,31,0,1,164,0,1
5,1,4.99,2,711.39,54,0,1,48,1,0
6,3,4.74,3,1297.32,24,1,0,100,1,0
4,6,12.26,6,348.72,40,0,1,194,0,0
10,4,1.77,6,844.91,17,1,0,219,0,1
12,3,12.18,2,598.72,5,0,0,73,1,0
18,5,10.2,6,273.85,2,0,0,253,0,0
22,1,11.12,5,169.87,58,1,0,80,1,0
9,2,6.77,3,878.22,12,0,1,155,0,0
9,6,10.36,2,129.05,5,0,0,118,0,0
10,2,9.33,3,244.82,42,1,1,100,1,0
20,1,11.65,1,586.59,60,1,0,30,1,0
6,3,6.98,3,160.93,41,0,1,123,1,1
17,5,7.36,3,660.62,20,0,0,116,1,0
3,4,9.83,1,282.51,8,0,1,88,0,0
1,1,2.07,2,589.82,1,0,0,75,1,1
13,0,6.83,3,1207.62,56,0,1,53,1,1
12,3,14.59,4,976.91,6,1,1,193,0,0
11,2,1.04,3,723.56,56,0,1,76,1,1
6,6,5.08,2,228.57,54,1,0,30,1,1
1,1,5.05,8,966.81,11,0,0,220,0,0
12,2,9.69,6,329.19,3,0,1,256,0,0
13,3,2.03,7,207.22,31,1,0,223,1,1
16,2,9.61,1,1029.59,28,0,0,38,1,0
8,1,1.88,6,1376.88,47,0,0,173,1,0
16,3,1.88,2,744.83,43,0,0,30,1,1
7,0,11.06,5,157.39,56,1,0,97,1,0
1,1,5.2,7,1332.42,5,0,0,234,0,0
23,4,14.67,6,193.76,60,0,0,112,1,0
12,5,1.04,3,1314.52,26,0,0,74,1,1
2,1,6.95,7,648.55,16,0,0,247,0,0
15,3,2.14,3,611.55,53,1,0,30,1,1
5,6,5.59,1,859.92,31,0,1,47,1,0
18,5,14.97,3,1439.92,28,0,0,106,1,0
6,1,13.39,7,1358.24,7,0,1,302,0,0
9,0,1.2,4,758.46,38,1,0,118,1,1
8,6,8.67,4,1074.15,9,1,0,139,0,0
1,0,9.89,8,912.6,39,1,0,179,0,0
14,4,3.54,6,1070.85,35,0,0,195,0,0
4,6,2.6,2,1261.06,43,0,1,36,1,1
21,2,13.61,8,148.29,27,0,0,230,0,0
3,6,14.55,1,556.06,12,1,1,59,1,0
19,5,14.88,5,1443.06,53,1,1,148,1,0
3,6,11.95,8,1429.07,25,1,0,222,0,0
17,3,10.12,6,115.71,43,0,0,136,0,1
3,3,5.51,2,382.02,29,0,0,64,1,0
16,2,2.99,1,1491.28,31,0,1,59,1,1
11,6,1.65,7,789.96,58,1,1,186,1,1
21,0,10.55,1,902.01,34,0,1,40,1,0
16,0,11.88,7,332.99,33,1,0,206,1,0
9,1,12.48,6,1352.07,27,0,1,240,0,0
21,4,13.75,2,423.77,56,0,1,77,1,0
0,5,13.26,8,365.51,56,0,0,179,0,0
21,4,15.0,2,419.37,2,0,0,93,0,0
23,6,4.04,3,1387.47,14,0,0,80,1,0
17,4,11.57,5,1083.99,13,0,0,174,0,0
17,1,9.0,4,1176.03,24,0,1,189,0,0
13,4,4.29,3,627.85,5,0,0,130,0,0
14,2,14.74,1,1372.85,34,1,0,36,1,0
11,1,13.52,5,1205.17,55,1,0,104,1,0
3,2,2.36,5,1150.84,23,0,0,164,0,0
2,6,0.88,2,1459.32,19,0,0,70,1,1
19,1,10.48,5,612.68,30,0,1,188,0,0
11,6,9.26,6,955.36,49,1,0,113,1,0
6,6,14.07,5,1373.9,43,0,0,112,1,0
10,4,3.89,1,1207.24,16,0,1,88,0,0
0,2,1.72,6,888.73,52,1,0,147,1,0
5,6,4.26,6,206.7,50,0,0,151,1,1
14,2,0.77,3,1013.81,52,1,0,30,1,1
14,2,1.02,5,837.18,40,0,0,136,1,0
18,1,13.77,2,357.85,34,0,0,41,1,0
10,3,5.6,7,1335.15,49,0,0,218,0,0
22,4,6.46,3,580.55,11,1,0,101,0,0
1,6,0.77,2,642.47,14,1,1,115,1,1
13,2,4.42,5,1041.36,48,0,0,129,1,0
1,5,12.17,3,784.32,47,0,1,98,1,0
3,3,9.42,5,224.99,15,0,0,155,0,0
16,6,11.43,1,642.42,35,1,0,30,1,0
2,5,6.98,3,232.25,58,0,1,58,1,0
12,4,4.99,2,367.05,7,1,0,50,1,1
8,4,7.5,1,110.04,29,0,0,63,1,1
6,2,5.18,4,353.84,44,0,0,64,1,1
14,2,12.67,2,562.63,54,0,1,62,1,0
22,6,4.82,7,853.51,22,1,0,209,1,0
10,1,10.07,8,1386.99,23,1,0,265,0,0
19,3,2.49,5,856.46,24,0,0,149,0,1
1,6,10.46,2,1087.84,35,0,1,70,1,0
14,3,13.74,4,600.75,51,0,0,73,1,0
13,2,9.32,2,1152.28,10,0,0,77,0,0
19,4,8.62,1,968.66,8,1,0,54,0,0
21,2,14.44,6,743.71,48,0,1,189,0,0
10,4,9.6,8,371.28,48,1,0,240,0,0
2,6,4.26,2,524.96,12,1,0,79,1,1
16,4,4.74,3,969.32,29,1,1,109,1,0
11,2,10.73,7,696.48,29,1,0,209,0,0
23,0,11.16,4,1345.14,23,0,1,164,0,0
20,3,4.9,2,428.78,26,1,1,61,1,1
14,5,5.51,4,202.3,37,0,1,137,0,1
15,4,14.87,6,925.09,32,0,0,190,0,0
4,4,1.98,1,1340.47,52,1,0,30,1,1
19,0,6.37,3,610.63,38,0,0,100,1,1
5,6,1.41,5,1006.8,57,1,1,123,1,1
18,6,12.41,2,423.98,6,1,1,142,0,0
4,6,1.84,1,881.86,8,1,0,45,0,1
2,5,10.27,8,1201.51,17,0,1,284,0,0
0,1,1.32,4,1313.84,12,0,1,164,0,0
5,0,10.26,6,247.17,22,0,0,158,0,0
14,5,12.72,7,598.92,14,1,0,219,0,0
1,0,6.28,4,995.5,34,0,0,87,1,0
2,4,8.07,7,148.61,19,0,0,220,0,0
16,3,6.32,6,1066.86,6,0,1,240,0,0
23,0,4.86,7,839.25,18,0,1,224,0,0
11,1,12.15,6,503.99,36,0,0,176,1,0
17,2,4.44,1,1240.52,54,0,0,30,1,0
14,5,10.98,2,506.07,37,0,0,30,1,0
11,0,3.49,5,1487.98,38,1,1,157,1,1
15,0,4.12,2,1242.92,15,0,1,89,0,0
7,1,5.38,8,1091.17,38,0,0,212,0,0
13,3,9.04,8,185.89,40,0,0,220,0,0
16,0,7.09,3,1366.03,9,1,0,132,0,0
20,0,11.3,2,1206.08,53,0,0,30,1,0
7,3,3.6,6,420.64,54,0,1,169,1,1
14,1,0.65,6,649.15,6,0,0,218,0,0
13,5,11.76,3,476.08,54,0,0,30,1,0
17,5,12.41,4,1478.18,2,0,0,169,0,0
19,0,1.36,6,1295.88,16,0,0,194,0,1
6,3,9.36,3,1402.32,52,1,0,43,1,0
2,0,5.98,6,1204.28,1,0,0,222,0,0
11,6,12.01,5,738.89,30,0,1,150,1,0
20,2,13.18,6,387.61,60,0,0,136,1,0
23,5,12.84,1,391.31,48,0,0,30,1,0
2,6,11.77,3,312.36,33,1,0,72,1,0
19,4,4.4,7,865.31,1,0,1,318,0,0
13,2,12.27,8,1387.95,39,1,0,199,0,0
14,0,8.24,2,1488.52,16,1,1,85,1,0
13,1,1.26,3,502.22,17,0,0,79,1,1
6,5,7.13,4,1076.24,48,1,0,85,1,0
16,4,14.16,6,935.94,48,0,0,130,1,0
11,2,13.37,3,784.51,38,0,1,89,0,0
19,5,1.98,5,1032.08,18,0,0,158,0,0
3,3,11.29,3,619.91,22,0,0,89,1,0
8,1,12.18,5,1422.28,22,0,0,176,0,0
5,2,4.44,8,1087.63,60,0,0,158,1,0
15,3,7.34,8,1155.88,59,0,0,160,1,0
21,6,10.81,6,439.39,35,0,0,149,1,0
21,0,6.87,2,336.01,31,0,0,57,1,1
20,3,2.14,6,652.08,40,0,0,143,1,1
20,2,10.74,4,1173.34,27,0,0,87,1,0
1,2,13.72,1,1414.31,36,0,0,30,1,0
23,6,9.96,2,698.26,55,0,0,30,1,0
7,0,11.72,2,1183.82,4,0,0,61,0,0
10,3,5.7,8,758.57,49,0,0,208,0,0
12,3,3.16,1,513.32,54,0,0,30,1,1
16,0,9.82,3,1134.97,5,0,0,94,0,0
7,3,5.25,6,1217.48,25,1,1,224,0,0
20,5,12.97,3,383.98,31,0,0,50,1,0
17,0,2.28,3,527.24,14,0,1,136,0,0
17,1,6.79,6,792.69,30,0,0,185,0,0
13,2,6.25,4,361.13,47,0,0,68,1,1
14,1,14.1,2,1400.37,57,0,0,30,1,0
5,5,2.72,5,927.87,12,0,0,164,1,1
10,6,0.64,1,269.68,27,0,0,41,1,1
12,5,3.95,2,357.64,45,0,0,30,1,1
0,4,12.39,3,1436.1,24,1,1,131,1,0
5,4,3.54,1,1133.44,55,0,0,30,1,1
8,4,3.99,5,1128.17,30,0,1,205,0,0
7,0,2.38,2,201.5,18,1,0,62,1,1
10,3,10.87,2,1353.42,14,0,1,126,0,0
21,5,1.5,4,721.23,56,1,0,50,1,1
18,1,5.3,2,1023.6,19,0,1,116,0,0
23,6,4.6,2,1443.56,22,0,0,45,1,0
8,1,8.55,5,240.02,26,0,0,170,0,0
16,1,11.09,5,775.19,7,1,0,163,0,0
11,1,8.23,1,169.46,28,0,1,58,1,1
13,6,14.0,3,799.36,38,1,1,101,1,0
14,4,14.3,5,453.16,5,0,0,198,0,0
15,1,5.74,1,1375.49,36,0,1,30,1,0
21,6,11.78,2,657.89,18,1,0,60,1,0
21,6,11.21,8,987.42,57,0,0,167,1,0
19,3,13.45,1,1304.4,14,1,0,51,1,0
0,6,7.0,8,1477.17,48,0,1,225,0,0
9,4,8.19,1,805.35,23,1,0,65,1,0
7,1,6.53,1,738.06,55,0,0,30,1,1
17,6,12.83,8,206.04,52,0,0,223,0,0
0,0,3.83,6,117.83,14,1,0,196,0,0
1,6,3.98,1,952.32,32,0,0,42,1,0
0,2,5.9,8,191.65,5,0,0,289,0,0
0,2,3.84,5,632.53,22,0,0,135,1,1
8,2,8.63,7,105.05,28,0,0,246,0,0
12,6,2.45,7,961.32,43,1,0,170,1,1
0,4,5.14,7,695.58,12,0,0,226,0,0
12,1,13.74,7,277.83,18,0,1,278,0,0
19,5,6.43,6,514.91,36,0,0,164,1,0
21,5,11.35,3,897.52,31,1,1,114,1,0
6,5,2.15,8,1019.4,13,0,0,221,0,0
1,4,4.09,1,747.27,20,0,0,43,1,0
5,3,12.21,4,1225.54,60,0,0,91,1,0
6,0,11.56,7,257.42,45,0,1,221,0,0
13,0,6.1,2,218.36,36,1,1,96,0,1
17,2,14.34,7,161.94,55,0,0,194,1,0
14,2,13.7,7,850.16,55,0,0,146,1,0
1,6,14.45,2,1088.72,7,0,1,124,0,0
9,5,6.7,6,282.73,23,1,0,212,0,0
22,6,3.36,2,994.52,34,0,1,61,1,0
11,5,9.59,2,767.73,53,0,0,32,1,1
16,2,10.43,6,1482.28,58,0,1,155,0,0
7,1,2.32,2,1104.46,50,1,0,30,1,1
10,3,11.9,1,1020.46,32,0,0,38,1,0
2,6,0.76,7,898.63,21,0,1,249,0,0
5,3,7.5,3,1496.31,60,0,0,73,1,1
8,3,5.3,6,1472.64,6,0,0,221,0,0
5,3,11.23,4,853.36,16,1,0,102,1,0
8,2,5.04,6,737.26,35,0,0,189,0,0
6,0,12.49,5,746.96,54,1,0,86,1,0
8,2,9.13,4,699.68,47,0,1,143,0,0
17,3,12.01,5,843.96,53,0,1,169,1,0
11,2,14.85,8,483.02,20,0,0,223,0,0
7,3,10.35,8,1397.5,42,1,1,241,0,0
7,4,14.78,6,786.32,41,0,0,152,1,0
17,5,0.92,5,1278.81,11,1,0,171,0,0
19,0,5.4,4,765.43,32,0,0,121,1,0
14,4,2.06,1,1105.61,14,0,1,83,0,1
6,1,4.3,6,571.63,24,1,1,212,0,0
10,2,12.66,6,974.73,44,1,0,176,1,0
19,1,0.97,2,797.72,39,0,0,56,1,1
15,6,8.04,6,613.96,43,0,0,135,1,0
3,2,8.72,7,1334.18,31,0,0,171,0,0
5,5,8.64,8,257.8,17,0,0,228,0,0
21,4,7.39,7,781.69,25,0,0,184,0,0
2,5,11.96,6,372.12,9,0,1,254,0,0
8,6,2.44,8,1305.48,22,0,1,280,0,0
9,3,5.0,8,454.86,55,0,0,226,0,0
13,5,9.43,1,986.8,45,1,0,30,1,0
10,5,10.52,2,331.79,48,0,1,103,1,0
17,3,6.36,3,666.88,35,0,1,121,1,0
21,2,13.19,5,1359.1,37,1,0,124,1,0
11,3,6.52,4,332.49,55,0,0,75,1,1
22,4,6.34,3,1028.47,17,0,1,153,0,0
11,5,1.03,2,386.31,28,0,1,79,1,1
12,3,8.49,7,682.05,1,0,0,229,0,0
12,6,10.78,7,856.86,53,1,0,168,1,0
18,6,2.16,7,908.23,9,0,0,222,0,0
18,5,4.93,1,943.52,55,0,0,30,1,1
22,4,11.83,8,996.18,49,0,1,242,0,0
13,1,5.81,7,480.48,13,1,0,230,0,0
3,4,4.0,4,661.91,47,0,1,124,0,1
12,0,10.25,5,152.25,32,0,0,130,0,0
7,0,3.35,6,1176.26,28,0,0,159,0,0
22,0,13.49,6,1271.94,53,0,1,194,1,0
20,5,2.03,3,378.93,31,0,1,139,1,1
22,6,10.74,5,382.02,8,0,1,209,0,0
18,2,7.74,2,158.85,8,0,0,87,1,0
11,6,13.11,5,1458.54,60,0,0,74,1,0
17,2,2.33,1,1230.06,34,0,1,75,1,1
5,2,10.33,3,604.98,23,0,1,107,0,0
17,6,8.79,3,774.67,10,1,1,146,0,0
18,5,7.46,1,508.75,37,0,0,30,1,1
21,4,7.63,5,936.14,48,0,0,115,1,0
4,2,10.97,7,1104.23,25,0,0,224,0,0
23,1,14.1,1,726.32,51,0,1,30,1,0
8,6,1.82,7,1323.03,33,0,1,267,0,0
2,6,0.78,4,823.84,45,1,0,97,1,1
9,0,12.18,1,301.95,4,0,0,97,0,0
18,4,2.07,7,971.21,7,1,0,241,0,1
2,0,14.81,5,747.12,33,1,0,143,1,0
21,6,9.48,7,1409.94,2,0,0,252,0,0
14,6,9.94,1,648.65,48,1,1,32,1,0
0,2,3.38,2,664.01,46,0,0,30,1,1
6,4,3.98,6,1011.08,32,0,0,170,0,1
11,3,10.06,1,837.78,5,0,0,59,0,0
16,1,13.69,6,624.23,57,0,1,136,1,0
20,2,14.74,1,1485.68,46,1,0,30,1,0
23,6,3.37,5,523.06,17,1,1,212,0,0
19,2,2.44,4,488.54,12,1,1,206,0,1
4,1,1.32,4,1310.2,52,0,0,77,1,1
3,6,13.09,6,104.72,12,0,0,194,0,0
11,1,4.77,8,381.75,35,0,1,251,0,0
19,3,0.53,8,926.63,21,0,0,256,0,1
23,2,3.75,5,327.43,21,0,0,159,0,1
17,5,5.44,7,1480.13,58,0,1,218,0,0
16,2,14.87,5,749.87,2,0,1,230,0,0
18,0,8.09,8,936.31,53,0,0,202,0,0
8,4,3.47,5,324.52,57,0,0,140,1,1
3,4,5.35,2,505.13,21,0,1,89,1,1
20,0,5.29,3,960.47,15,1,0,100,1,0
1,6,0.79,8,869.37,11,0,0,245,0,0
3,4,2.46,8,1198.11,10,0,0,253,0,0
1,1,10.58,1,476.93,18,1,0,63,1,0
14,4,2.24,5,1014.96,23,1,1,193,0,1
1,4,3.85,5,507.37,31,1,1,176,0,1
3,0,5.59,5,921.45,54,0,1,160,1,1
5,6,11.49,4,947.04,55,0,1,69,1,0
6,3,8.94,5,270.57,56,1,0,93,1,0
9,4,10.49,8,868.09,26,1,0,253,0,0
18,5,8.72,1,116.71,53,0,0,30,1,1
18,4,10.41,7,801.7,2,0,0,234,0,0
21,3,0.54,7,1076.53,39,0,0,178,1,1
11,0,14.0,5,201.97,7,0,0,179,0,0
2,3,2.11,1,1414.2,24,0,0,30,1,1
12,0,6.39,2,742.26,39,0,0,43,1,0
17,1,11.68,7,1413.78,32,1,0,213,0,0
7,0,6.81,8,250.36,26,0,0,248,0,0
20,1,14.23,3,1429.86,23,1,0,77,1,0
14,1,7.28,4,252.88,14,0,0,100,1,0
0,0,13.19,1,746.09,29,0,0,30,1,0
2,5,12.26,7,1413.19,25,0,1,235,0,0
7,2,14.72,7,425.79,56,1,1,182,1,0
3,0,13.93,6,148.7,31,0,0,154,1,0
15,4,13.52,2,1210.35,2,0,1,144,0,0
22,5,11.11,3,934.24,2,1,1,134,0,0
9,5,5.82,3,819.49,23,0,0,138,1,0
11,4,2.04,3,148.08,58,1,0,30,1,1
13,2,10.49,8,1014.52,47,1,1,220,0,0
13,5,14.69,1,340.27,11,1,1,81,1,0
1,1,11.04,2,1403.68,29,0,0,68,1,0
22,2,13.97,5,1060.02,42,0,1,146,1,0
4,6,12.16,6,1089.85,35,1,0,148,1,0
4,4,2.87,2,425.61,49,0,0,30,1,1
5,2,4.11,2,1333.06,9,0,0,93,0,0
12,0,5.46,7,852.83,32,1,0,185,1,0
8,2,2.94,2,1299.92,30,0,0,81,1,0
21,1,8.93,1,479.33,15,1,1,79,0,0
14,0,14.64,6,1157.65,14,1,0,187,1,0
13,3,11.54,1,904.39,51,1,0,30,1,0
23,4,6.64,6,167.79,17,0,0,214,0,0
6,4,0.57,6,667.48,22,0,0,218,0,1
19,2,5.04,7,357.47,52,0,1,208,0,0
1,5,8.14,1,602.84,30,0,0,30,1,1
6,0,5.2,6,636.69,17,0,0,185,0,0
5,3,2.11,2,764.9,16,0,0,31,1,1
16,0,6.92,1,940.41,52,0,0,30,1,1
1,4,4.17,6,899.37,8,0,0,228,0,0
2,0,13.68,8,154.59,59,1,0,172,1,0
4,3,1.98,3,1150.96,39,0,0,77,1,1
4,5,1.21,1,1428.86,31,0,0,35,1,1
0,2,0.58,7,588.15,12,0,1,249,0,1
7,1,5.26,8,351.65,33,1,0,223,0,0
11,0,10.08,8,856.0,58,0,0,188,1,0
23,1,11.09,4,1086.88,12,0,1,182,0,0
3,4,7.07,1,1050.47,25,0,1,74,1,0
12,2,10.42,8,956.95,38,0,0,229,0,0
22,6,5.72,1,304.73,48,1,1,30,1,1
14,2,10.18,1,1271.55,18,1,1,75,1,0
10,0,1.09,6,695.87,19,0,0,233,0,1
9,5,6.17,1,410.06,55,1,0,31,1,1
2,2,11.97,4,220.77,3,1,0,148,1,0
21,0,12.14,5,683.41,35,1,0,119,1,0
13,0,10.88,1,965.16,5,0,0,68,1,0
15,1,3.46,3,1031.53,35,0,0,75,1,1
9,2,4.08,4,1447.83,51,0,1,151,0,0
9,0,14.94,5,314.41,27,0,0,181,0,0
11,1,2.0,6,1480.08,37,0,0,140,0,1
8,3,3.12,1,1016.55,46,1,0,33,1,1
0,6,2.39,5,735.92,21,1,1,190,0,1
4,1,5.25,3,1343.47,16,1,1,153,0,0
19,1,3.55,4,1072.27,28,0,0,128,1,0
7,0,7.72,4,588.2,25,0,0,121,1,0
10,4,7.4,6,1337.72,33,0,0,197,0,0
11,4,13.57,6,1033.26,17,0,1,216,0,0
0,5,1.0,6,1078.37,43,1,0,131,1,1
21,4,5.14,5,1354.95,30,0,0,147,0,0
19,1,9.15,1,727.78,41,1,0,30,1,0
10,5,9.27,2,1019.67,53,0,1,75,1,0
4,0,7.46,8,1142.56,4,0,0,258,0,0
14,2,12.33,4,735.52,2,0,1,192,0,0
4,6,1.41,2,216.83,60,0,0,30,1,1
11,6,12.32,7,1180.02,9,0,0,203,0,0
4,1,7.67,4,166.94,54,0,0,58,1,1
16,1,2.44,8,1105.08,31,0,1,251,0,0
16,5,13.34,6,1375.23,25,1,1,209,0,0
23,0,9.91,8,585.76,37,1,1,224,0,0
11,3,2.87,1,242.89,36,1,1,63,1,1
23,1,0.99,1,426.01,55,1,1,30,1,1
14,3,2.55,4,887.19,5,1,1,180,0,1
14,3,9.33,5,1419.72,24,0,0,155,0,0
5,4,3.1,7,817.2,24,0,1,251,0,1
11,0,3.77,8,257.83,29,0,1,274,0,1
19,6,0.86,6,978.9,50,1,0,154,1,1
17,6,10.98,1,1125.98,45,0,1,54,0,0
13,3,12.25,7,650.6,31,0,0,206,0,0
1,6,12.05,7,1110.12,37,1,0,192,1,0
8,0,2.35,1,554.75,58,0,0,30,1,1
4,4,13.6,3,1204.73,56,1,0,38,1,0
19,0,10.25,8,577.5,19,1,0,271,0,0
0,1,13.51,7,458.55,23,0,1,243,0,0
22,3,6.98,1,1330.85,35,0,0,30,1,1
2,0,6.84,3,867.86,54,1,0,44,1,0
5,6,11.88,1,499.22,50,0,1,30,1,0
4,2,1.85,1,1409.12,6,1,0,41,1,1
20,0,8.05,7,1067.19,6,1,0,240,0,0
4,3,12.63,5,408.98,56,0,0,102,1,0
0,4,12.54,5,960.5,37,0,0,146,1,0
16,6,14.36,6,1318.5,30,0,0,165,0,0
18,4,10.62,8,1074.61,1,0,1,313,0,0
13,3,3.51,1,442.66,8,0,0,48,0,1
11,6,0.79,8,1008.39,28,1,0,239,0,1
9,1,7.45,6,966.82,25,0,1,210,0,0
19,6,7.95,6,1249.18,33,1,1,220,0,0
20,1,3.98,6,349.39,53,0,0,140,1,1
17,4,2.31,6,1079.49,60,0,0,143,1,1
23,4,9.0,4,138.32,38,0,1,127,1,0
10,3,11.58,7,1074.65,52,1,1,213,1,0
1,1,14.9,7,1444.61,14,0,1,258,0,0
17,4,11.5,4,344.14,11,0,0,135,0,0
6,1,12.01,1,535.82,2,1,0,67,1,0
23,4,9.44,4,916.02,53,0,0,71,1,0
14,6,14.8,1,1125.35,30,0,1,77,1,0
10,0,9.78,5,582.12,30,0,1,175,0,0
17,2,12.97,7,1029.96,4,1,0,248,0,0
22,6,14.21,2,1358.99,13,0,0,81,1,0
11,5,13.98,3,1117.18,7,0,1,166,0,0
5,0,6.03,7,1095.43,38,0,0,194,0,0
19,5,1.64,4,634.76,3,1,0,151,1,1
22,4,2.99,4,1376.0,9,0,1,169,0,0
12,2,1.36,5,488.25,14,0,0,125,1,1
19,2,2.03,4,387.39,52,0,0,92,1,1
15,4,3.18,1,609.91,11,0,0,60,0,0
17,4,5.45,1,1010.22,37,1,0,30,1,0
9,1,8.38,2,1306.35,14,0,0,107,0,0
22,4,10.82,2,284.91,19,1,1,109,0,0
