transaction_id,product_category,quantity,is_member,hour_of_day,unit_price
T000751,Electronics,19,1,16,2847.74
T085871,Electronics,14,1,18,2003.74
T087299,Groceries,15,0,16,393.28
T014683,Groceries,14,0,13,319.25
T042814,Clothing,16,1,18,1384.75
T090888,Clothing,16,1,17,445.15
T043755,Groceries,18,0,14,274.98
T040684,Electronics,14,0,21,3690.77
T060171,Groceries,19,0,15,386.76
T046377,Books,19,1,12,438.01
T087104,Clothing,12,1,18,968.59
T021284,Home,19,0,15,2748.24
T036532,Electronics,12,0,15,4120.43
T092444,Home,12,1,12,2499.96
T098732,Groceries,13,0,13,195.3
T085333,Groceries,7,0,10,62.39
T007148,Clothing,12,0,17,640.2
T042905,Clothing,18,0,17,1247.94
T062837,Electronics,7,1,21,4963.88
T071999,Home,16,0,21,1537.74
T085687,Groceries,6,1,21,155.67
T027788,Groceries,1,0,17,290.21
T077129,Clothing,17,1,16,562.33
T030469,Clothing,1,1,14,997.85
T048409,Home,1,0,11,2070.66
T005296,Electronics,4,1,18,2695.26
T062998,Home,19,1,16,2528.76
T036322,Books,14,0,13,622.1
T049117,Home,7,1,21,2457.61
T040136,Home,4,0,14,2818.06
T024540,Home,15,1,10,997.58
T012317,Clothing,14,0,16,997.39
T040803,Clothing,5,0,14,1096.71
T070494,Clothing,13,0,15,1063.79
T021080,Clothing,9,1,12,1087.98
T037898,Groceries,8,0,12,269.7
T023730,Clothing,5,0,16,1250.8
T095235,Groceries,13,1,18,448.63
T016059,Clothing,1,0,19,1044.68
T061969,Books,17,0,16,206.93
T070010,Groceries,17,0,18,452.38
T008710,Groceries,15,1,10,316.84
T060418,Electronics,8,1,16,3976.88
T077853,Home,3,1,17,2671.82
T048887,Clothing,20,0,21,1058.48
T042562,Electronics,11,1,13,3425.04
T085966,Groceries,4,0,21,437.23
T004905,Books,12,1,13,600.52
T045473,Electronics,8,0,17,3879.47
T084250,Clothing,10,1,15,679.83
T035623,Groceries,17,1,21,134.79
T057284,Groceries,2,1,18,90.6
T034146,Electronics,12,0,10,4533.69
T098124,Clothing,16,0,13,1443.0
T031851,Books,8,0,18,519.69
T000216,Clothing,13,1,20,1443.45
T015839,Books,6,1,19,486.82
T001199,Groceries,8,0,21,407.68
T029331,Groceries,19,0,19,308.33
T078111,Electronics,2,0,21,4119.34
T071616,Groceries,11,0,18,129.54
T094623,Clothing,8,1,12,523.99
T059138,Home,12,1,13,1551.8
T089905,Groceries,20,0,17,121.96
T086439,Groceries,13,0,14,71.66
T004797,Electronics,11,0,10,1392.35
T084473,Clothing,12,0,13,1302.04
T002010,Groceries,6,1,9,321.32
T079177,Home,7,0,16,1565.19
T056932,Electronics,20,0,10,1714.67
T091740,Electronics,3,0,17,2768.03
T096389,Clothing,16,1,21,534.34
T057975,Groceries,2,0,17,90.07
T011497,Electronics,9,0,20,3711.31
T050248,Groceries,18,0,17,419.79
T058685,Clothing,11,0,18,378.63
T084188,Groceries,2,0,14,417.98
T029137,Home,6,0,21,1566.91
T096816,Electronics,19,1,12,4816.54
T004900,Books,8,0,14,345.18
T037926,Home,16,0,15,2008.33
T064082,Home,4,0,18,1525.5
T047004,Electronics,17,0,15,2246.4
T048758,Groceries,19,0,19,489.63
T076108,Books,8,1,17,343.05
T012573,Electronics,1,1,21,3727.24
T046947,Home,15,0,15,1960.27
T013562,Clothing,7,1,16,1380.3
T025756,Electronics,9,1,21,1881.71
T086205,Electronics,1,1,18,4879.41
T085105,Groceries,7,1,9,423.53
T049959,Groceries,15,1,16,398.66
T091110,Clothing,5,1,13,872.35
T040924,Electronics,17,1,18,1253.98
T075862,Home,17,1,16,2310.75
T099969,Groceries,7,0,19,205.8
T040585,Electronics,1,0,21,3375.03
T008448,Home,7,0,12,2936.73
T034331,Books,19,0,21,627.42
T053610,Electronics,16,1,18,4132.3
T003039,Electronics,20,1,18,2653.5
T081068,Electronics,10,0,17,1529.86
T074559,Clothing,16,1,19,782.88
T009193,Books,11,1,17,866.52
T065159,Clothing,12,1,16,1098.39
T001414,Electronics,6,1,18,2017.23
T013537,Clothing,11,1,18,1412.75
T036152,Electronics,12,0,15,2755.64
T075669,Home,18,1,21,2743.87
T017804,Clothing,4,0,13,1453.32
T032227,Groceries,20,1,12,481.46
T027812,Home,1,0,13,2616.98
T043972,Groceries,13,1,10,184.29
T006615,Electronics,1,0,15,4692.05
T082873,Clothing,5,0,18,999.87
T094123,Groceries,13,0,18,275.43
T020558,Groceries,11,0,17,76.38
T012399,Groceries,19,1,15,258.73
T050213,Clothing,4,0,18,1111.44
T060734,Electronics,16,0,9,1134.36
T013655,Groceries,2,0,9,78.46
T078040,Home,10,1,20,2364.59
T016359,Clothing,1,0,15,588.92
T086218,Electronics,3,0,14,4540.53
T094082,Electronics,5,0,16,2960.79
T065065,Clothing,5,0,13,473.04
T046035,Books,2,0,13,590.64
T082028,Groceries,15,1,11,114.9
T015558,Home,1,0,19,1328.92
T076828,Clothing,13,0,21,1055.4
T023392,Clothing,16,1,10,464.42
T032312,Home,15,0,9,2696.15
T041632,Groceries,12,1,13,241.77
T072414,Home,2,0,13,1560.65
T011889,Groceries,15,0,14,179.56
T043644,Clothing,19,0,11,326.33
T095426,Clothing,20,0,11,462.93
T066071,Clothing,18,0,18,1036.43
T089605,Groceries,11,0,11,297.85
T030177,Clothing,18,0,9,328.54
T035994,Groceries,7,0,10,378.87
T065768,Groceries,16,1,15,405.3
T029980,Groceries,12,0,16,312.89
T046221,Clothing,4,1,16,453.81
T003874,Home,12,0,12,1477.1
T044501,Books,16,1,19,734.86
T074625,Groceries,9,0,16,277.58
T028490,Groceries,3,1,21,297.51
T079988,Clothing,1,0,18,517.42
T062160,Clothing,1,0,9,360.58
T058247,Groceries,11,0,21,472.97
T086119,Home,1,0,18,2488.01
T082638,Electronics,3,0,17,3432.32
T063316,Clothing,6,0,21,1392.15
T005393,Home,15,0,12,2721.14
T024666,Clothing,2,0,13,932.66
T089310,Books,2,1,13,820.77
T024577,Clothing,9,1,11,461.21
T070883,Clothing,15,0,9,1388.52
T066913,Clothing,1,1,19,1012.04
T007700,Clothing,10,1,9,1298.48
T007499,Clothing,10,1,12,1238.56
T034753,Electronics,18,1,11,4174.05
T087953,Clothing,12,1,15,823.74
T088315,Books,18,1,15,713.62
T074239,Groceries,9,0,19,380.74
T015666,Home,12,1,14,2822.97
T008972,Groceries,11,1,16,52.44
T053322,Groceries,2,0,18,284.58
T013522,Clothing,14,0,12,733.17
T080991,Clothing,20,0,14,892.75
T028497,Clothing,2,1,12,676.88
T080591,Groceries,5,0,10,391.8
T074345,Electronics,10,0,21,2437.15
T071211,Clothing,6,0,18,680.07
T065014,Electronics,6,0,21,2980.55
T076410,Home,4,1,21,883.29
T051003,Groceries,20,1,18,287.42
T034543,Books,20,0,21,421.36
T081045,Groceries,11,0,14,424.69
T033637,Groceries,8,0,14,378.63
T002465,Groceries,2,0,16,403.42
T013504,Electronics,11,1,15,3102.64
T090591,Clothing,10,0,18,872.76
T091540,Groceries,10,0,17,142.05
T039275,Electronics,14,0,16,1533.15
T097204,Groceries,20,0,16,61.49
T058221,Groceries,12,1,14,455.89
T065512,Home,6,0,11,2270.27
T064782,Groceries,6,1,15,379.18
T040002,Electronics,3,0,18,3138.36
T016139,Books,5,0,19,551.15
T004431,Groceries,12,0,18,432.86
T099898,Electronics,1,0,16,3962.64
T041671,Groceries,1,1,15,323.39
T064357,Electronics,7,0,10,3403.78
T095859,Home,9,0,13,1514.47
T096104,Clothing,9,1,17,1332.4
T086470,Home,1,0,18,2486.01
T017766,Clothing,12,0,13,793.76
T068085,Books,14,0,18,514.91
T072237,Clothing,10,0,13,1101.07
T038031,Groceries,14,1,12,225.6
T002094,Groceries,7,0,15,403.1
T031256,Electronics,9,0,14,1369.83
T003324,Groceries,6,1,16,251.32
T059371,Clothing,10,0,16,1387.44
T095166,Electronics,7,0,14,1166.72
T051109,Clothing,19,1,20,764.53
T045070,Electronics,11,0,15,2604.37
T012420,Clothing,7,1,9,1184.26
T094860,Books,2,0,21,847.03
T060672,Electronics,12,0,14,4169.81
T067223,Clothing,2,0,18,840.79
T060991,Groceries,2,1,15,456.68
T085402,Home,7,0,21,878.92
T064901,Groceries,2,1,18,424.96
T069978,Books,20,1,9,447.09
T015233,Books,19,0,9,965.4
T012691,Groceries,19,1,18,173.12
T063062,Books,6,0,18,547.31
T090162,Electronics,9,0,21,2472.5
T084820,Clothing,18,1,17,694.09
T067147,Books,8,1,20,985.32
T029727,Home,11,0,11,832.99
T046875,Home,18,1,21,1744.66
T072260,Groceries,14,1,17,80.5
T089901,Groceries,6,1,14,266.31
T038218,Clothing,8,0,11,354.33
T075372,Home,16,0,16,2472.75
T000146,Electronics,8,1,15,1416.96
T074949,Books,7,0,13,614.39
T094518,Clothing,4,0,18,1222.46
T098412,Groceries,6,0,9,311.23
T018213,Electronics,5,1,12,3602.91
T030504,Books,16,0,16,977.26
T072301,Clothing,20,1,17,425.77
T024189,Home,17,1,19,1059.56
T021513,Electronics,7,0,21,4051.36
T098796,Groceries,10,0,12,205.26
T051270,Books,17,0,18,448.64
T018984,Clothing,11,0,15,439.84
T040005,Clothing,11,0,15,1071.8
T064096,Home,7,0,9,1640.81
T000148,Groceries,14,0,12,387.4
T091049,Groceries,4,0,14,66.06
T045195,Home,15,1,14,2838.45
T031382,Home,16,0,18,1407.24
T070368,Groceries,18,1,18,317.3
T005632,Groceries,3,1,14,344.53
T031816,Electronics,8,1,10,2815.52
T060172,Groceries,2,0,11,260.84
T037464,Clothing,16,0,20,1216.12
T057220,Electronics,11,0,21,2265.3
T047634,Home,14,0,10,1739.5
T053199,Home,10,1,12,2830.95
T009912,Books,17,1,15,912.11
T044219,Groceries,16,1,18,211.85
T067114,Electronics,15,1,21,3993.11
T075816,Groceries,15,1,13,482.98
T083551,Electronics,13,1,15,2401.36
T024039,Groceries,18,0,10,131.64
T080188,Groceries,5,1,17,438.39
T013589,Electronics,8,1,21,2518.82
T036298,Groceries,12,1,21,393.49
T052868,Groceries,4,0,16,478.31
T028921,Clothing,17,0,17,1447.85
T063082,Electronics,15,1,21,2744.42
T058332,Groceries,17,1,20,415.8
T081985,Groceries,14,0,14,380.54
T007599,Books,12,0,10,417.06
T073537,Clothing,20,1,21,1387.54
T091848,Groceries,18,0,14,85.95
T092393,Books,6,1,18,378.55
T041258,Home,14,0,12,1795.44
T044010,Home,13,0,18,2257.77
T069272,Clothing,9,0,16,612.16
T013478,Groceries,5,0,21,84.05
T038150,Groceries,18,1,12,406.25
T014323,Groceries,12,0,14,139.97
T006455,Books,9,1,18,236.7
T004497,Groceries,8,0,16,227.86
T039422,Electronics,8,0,21,3343.46
T022737,Groceries,1,1,14,170.89
T067333,Groceries,13,0,15,253.5
T098127,Clothing,13,1,18,617.41
T011494,Home,12,0,13,2345.74
T043129,Books,17,0,21,413.23
T029013,Electronics,17,1,16,3200.88
T016510,Electronics,4,1,18,1401.6
T008865,Electronics,3,0,18,4906.43
T083695,Clothing,15,0,14,907.85
T006808,Clothing,16,1,10,1121.29
T004390,Electronics,1,0,21,4695.71
T066957,Clothing,7,1,16,1082.88
T030589,Home,10,0,12,2070.01
T032467,Groceries,11,1,13,376.2
T037841,Electronics,9,0,12,4993.68
T089918,Clothing,8,1,21,1431.52
T010511,Electronics,18,1,18,3699.71
T044946,Clothing,18,0,15,969.43
T087109,Groceries,8,0,17,70.58
T034376,Groceries,8,0,18,416.27
T009315,Groceries,2,0,15,495.95
T020843,Clothing,13,0,17,1404.51
T034754,Home,15,1,17,2951.3
T083553,Electronics,11,1,13,3565.9
T005495,Groceries,13,1,17,316.68
T076819,Clothing,20,0,20,568.77
T022996,Electronics,7,0,15,4323.13
T084408,Clothing,1,1,16,834.6
T015482,Clothing,6,0,15,639.95
T063245,Clothing,12,0,16,662.71
T068330,Clothing,16,1,14,511.72
T070752,Clothing,18,0,12,773.77
T023468,Clothing,13,0,21,524.54
T058308,Electronics,14,0,12,2468.68
T003454,Clothing,7,1,14,352.21
T020817,Groceries,16,1,10,292.62
T069107,Home,4,0,17,880.63
T080683,Electronics,13,0,20,1644.46
T090187,Groceries,15,0,14,320.23
T009904,Groceries,16,0,10,412.51
T081611,Electronics,12,0,20,1723.25
T018233,Groceries,7,0,11,108.45
T069109,Home,10,0,21,1948.92
T073473,Clothing,11,1,10,514.03
T064693,Home,16,1,11,886.57
T051726,Groceries,13,1,17,318.81
T097254,Groceries,1,1,19,358.27
T047063,Clothing,13,1,13,1348.56
T039200,Books,10,1,19,814.77
T072984,Electronics,16,0,15,2312.1
T005550,Electronics,1,0,12,4367.57
T029107,Groceries,1,1,21,388.62
T084814,Groceries,8,1,14,140.8
T090847,Home,13,0,16,1472.44
T057890,Clothing,8,0,10,1100.34
T086025,Groceries,18,0,12,251.77
T065226,Home,6,1,9,1550.27
T008494,Books,7,1,19,973.22
T057981,Groceries,2,0,17,333.8
T095946,Home,6,1,16,2176.64
T093385,Electronics,20,0,13,4804.72
T088170,Home,9,0,18,856.24
T015391,Electronics,3,1,15,2960.02
T068047,Groceries,2,0,21,474.81
T029823,Clothing,6,1,10,1224.73
T095153,Clothing,18,0,16,1054.64
T087804,Groceries,7,0,12,308.14
T015789,Clothing,8,0,18,1490.68
T081811,Groceries,18,0,20,410.8
T077761,Groceries,8,0,20,182.28
T018575,Electronics,18,0,13,1282.92
T052691,Home,6,1,10,2971.9
T016505,Clothing,3,0,18,823.52
T064018,Electronics,14,0,10,3419.5
T073764,Groceries,14,0,21,132.72
T026996,Clothing,11,0,15,1019.3
T060140,Electronics,19,0,17,2481.67
T058550,Groceries,16,0,10,158.81
T015270,Electronics,4,0,9,2291.39
T025469,Home,13,1,18,2364.86
T018417,Clothing,5,1,16,656.93
T091933,Groceries,14,0,10,444.3
T099142,Books,14,0,17,782.74
T044103,Books,1,0,18,635.02
T014792,Clothing,18,1,17,1130.98
T086537,Books,18,0,16,772.97
T049840,Clothing,7,0,14,689.16
T054209,Books,4,1,18,922.69
T033913,Electronics,2,0,20,1172.41
T054239,Home,7,0,14,1668.67
T043872,Clothing,2,1,15,998.24
T018345,Groceries,12,0,20,220.51
T091666,Groceries,17,1,17,175.61
T020287,Home,18,1,18,1054.55
T001600,Home,19,0,21,1318.12
T008727,Clothing,11,1,13,1014.52
T007155,Clothing,5,0,15,1487.17
T021184,Clothing,13,0,17,359.73
T094881,Electronics,19,1,9,2611.34
T008148,Books,1,0,18,336.41
T069099,Groceries,11,1,21,264.46
T075417,Groceries,8,1,11,120.86
T054042,Groceries,15,1,9,361.67
T019022,Home,15,0,20,2193.93
T055155,Groceries,1,0,17,371.06
T025129,Clothing,11,0,14,1172.33
T048012,Books,12,1,16,272.51
T065698,Electronics,14,0,10,2386.53
T000931,Electronics,4,0,11,4897.89
T020012,Electronics,1,0,10,4458.61
T093400,Clothing,6,1,18,614.18
T050005,Clothing,2,0,13,698.63
T001775,Home,13,0,17,2899.37
T054348,Clothing,20,0,13,1282.26
T094144,Clothing,10,0,16,1310.95
T070255,Clothing,1,0,12,390.05
T052188,Home,2,1,15,2622.66
T005904,Clothing,11,0,13,543.13
T086845,Clothing,15,0,14,1377.13
T022554,Groceries,1,1,10,424.21
T082422,Home,7,0,12,2699.2
T094647,Electronics,20,0,19,3948.24
T052380,Electronics,20,0,21,4632.32
T055770,Books,9,0,13,498.11
T071883,Clothing,5,1,13,1100.34
T010237,Home,18,0,16,1513.36
T017198,Groceries,7,1,13,183.27
T062756,Clothing,10,1,19,476.58
T093776,Books,13,0,10,972.68
T020318,Groceries,16,0,11,332.31
T035519,Groceries,4,1,15,66.23
T003598,Groceries,19,1,15,305.81
T096315,Clothing,13,1,18,1340.42
T019165,Home,18,0,10,1941.7
T085111,Electronics,13,0,10,3173.06
T096720,Groceries,7,0,15,170.42
T051543,Books,17,0,10,312.36
T059144,Groceries,19,0,12,483.55
T073030,Electronics,3,1,14,4225.14
T080949,Groceries,14,1,15,409.15
T069409,Groceries,5,0,12,205.56
T044013,Clothing,12,1,20,560.55
T030398,Groceries,1,1,16,347.93
T086354,Home,8,0,14,880.69
T015452,Clothing,2,0,18,1262.87
T081145,Books,11,0,14,900.19
T000485,Groceries,10,1,21,364.22
T031962,Home,12,0,20,2945.55
T070480,Home,18,0,15,2942.15
T022699,Clothing,3,0,17,531.87
T014056,Home,10,0,20,2634.56
T023951,Home,14,0,17,2746.21
T015047,Electronics,9,0,13,2052.49
T011569,Electronics,4,0,15,4664.94
T082263,Groceries,20,1,14,448.56
T073861,Clothing,3,0,21,780.99
T056740,Clothing,9,1,13,1147.82
T035166,Home,17,1,10,1447.22
T092452,Books,18,0,17,941.46
T039040,Home,20,1,14,2459.76
T016767,Groceries,6,0,18,380.28
T039828,Electronics,6,1,17,3488.11
T064570,Clothing,1,0,10,382.97
T024172,Groceries,14,0,13,182.96
T066924,Home,20,1,15,2646.37
T023927,Clothing,9,1,11,824.06
T009900,Electronics,10,1,11,1589.73
T094436,Clothing,17,1,20,483.29
T021959,Groceries,1,1,13,131.36
T074660,Groceries,19,0,13,328.15
T022733,Groceries,14,0,11,308.01
T034821,Clothing,12,1,10,883.43
T079135,Electronics,1,0,18,1860.42
T014085,Electronics,15,0,21,2704.8
T002614,Groceries,18,0,21,160.09
T020532,Groceries,3,0,10,446.81
T079089,Home,3,0,17,1476.74
T036207,Clothing,7,0,14,1328.14
T066445,Home,17,0,19,1530.87
T049330,Electronics,8,1,14,2392.72
T020021,Clothing,18,0,13,1389.37
T025501,Groceries,11,0,21,262.03
T051147,Electronics,17,0,9,3164.54
T097773,Groceries,10,1,18,264.56
T000842,Groceries,5,1,15,308.6
T097476,Home,3,1,15,2367.25
T056871,Groceries,16,0,15,207.31
T029011,Books,12,1,18,230.64
T099669,Groceries,15,1,17,307.65
T070069,Electronics,8,1,21,1296.47
T007950,Clothing,18,1,11,706.16
T041810,Clothing,19,0,18,755.34
T095442,Electronics,16,0,18,1918.83
T072289,Electronics,12,1,21,2002.52
T031211,Groceries,6,1,11,245.84
T030875,Groceries,13,1,19,341.41
T035276,Electronics,13,1,21,2903.48
T012914,Electronics,12,0,16,2309.5
T008839,Books,15,0,15,762.94
T057058,Clothing,11,1,19,1426.2
T002396,Clothing,14,0,15,695.12
T048196,Electronics,19,0,17,3561.57
T013859,Groceries,18,0,14,390.26
T047299,Electronics,19,0,17,4284.47
T069534,Home,11,0,16,1796.44
T010648,Home,12,1,17,2989.79
T082248,Clothing,3,1,15,1291.56
T067811,Electronics,12,0,14,4199.23
T020215,Home,1,0,17,1255.1
T051595,Books,20,0,12,659.19
T097694,Home,12,0,18,1876.85
T024548,Groceries,3,1,9,138.94
T010451,Groceries,4,1,11,391.94
T088228,Home,14,0,16,2213.9
T094912,Home,20,0,18,2283.21
T097839,Electronics,9,1,15,4590.15
T036121,Clothing,9,0,17,1113.59
T045820,Home,19,1,10,1293.06
T040683,Clothing,11,0,15,831.09
T053795,Clothing,13,0,15,757.78
T092036,Clothing,5,0,9,486.68
T032768,Books,11,0,20,679.77
T020845,Books,16,1,19,464.93
T060696,Home,19,0,18,2138.82
T086789,Clothing,17,0,17,978.03
T018289,Home,5,0,14,2662.18
T096481,Home,1,0,17,2376.25
T009637,Books,6,0,19,921.21
T068517,Clothing,13,1,20,713.72
T091227,Electronics,17,0,11,4545.54
T091271,Home,17,0,11,1153.75
T031793,Clothing,18,0,21,1049.63
T019982,Groceries,4,1,16,150.4
T055776,Books,18,0,17,223.65
T032890,Clothing,14,0,13,1446.31
T060824,Books,4,1,14,786.62
T019772,Books,4,1,10,810.16
T097740,Electronics,10,0,21,4413.57
T032303,Books,16,0,21,633.58
T079594,Electronics,17,1,9,3167.19
T079532,Electronics,8,0,21,3384.08
T035477,Clothing,11,1,19,1446.92
T078607,Home,5,0,16,2786.7
T081819,Electronics,4,0,9,4531.77
T081925,Home,14,1,11,2684.62
T002563,Electronics,10,1,18,4977.61
T065330,Groceries,12,1,10,256.99
T071675,Groceries,18,0,17,202.65
T059917,Clothing,1,1,18,1035.18
T048642,Books,2,0,9,369.05
T039557,Clothing,3,1,15,378.26
T055762,Home,2,1,19,2477.84
T070264,Clothing,9,1,10,1372.09
T019427,Electronics,18,1,21,1258.61
T019364,Groceries,18,1,17,466.87
T039167,Clothing,13,0,17,302.78
T010260,Electronics,18,1,15,2316.51
T027996,Clothing,7,1,13,1073.96
T059196,Groceries,16,0,17,144.04
T075992,Groceries,1,0,18,215.25
T057400,Clothing,14,1,12,531.36
T065073,Clothing,15,0,16,469.45
T021472,Electronics,6,0,18,1493.61
T054536,Clothing,3,0,17,534.02
T004117,Books,2,0,13,375.84
T090735,Clothing,19,0,16,1455.65
T056906,Books,16,1,18,770.26
T045894,Electronics,7,0,19,1916.93
T067602,Home,5,1,9,1551.94
T006370,Home,19,0,17,2674.42
T065145,Groceries,13,0,18,424.43
T047965,Home,13,0,17,2977.94
T077362,Home,17,1,21,2111.31
T098689,Electronics,16,0,15,3190.04
T054238,Home,8,1,11,2526.49
T039934,Electronics,11,0,15,1139.75
T015353,Groceries,20,0,18,59.87
T053222,Clothing,12,1,20,1113.5
T087135,Groceries,2,1,13,58.05
T082359,Clothing,5,0,13,660.09
T018736,Home,17,0,10,1123.51
T078996,Electronics,8,0,20,2546.04
T048598,Electronics,1,0,20,4293.94
T021054,Groceries,4,0,15,334.28
T054033,Home,12,1,15,2294.49
T093332,Groceries,16,0,14,299.18
T023946,Home,6,1,13,1291.3
T036155,Groceries,8,0,19,298.82
T057930,Books,1,1,19,334.65
T003672,Electronics,12,1,21,2994.92
T085343,Clothing,14,1,18,789.93
T015787,Clothing,1,0,15,647.59
T002053,Electronics,14,0,17,3501.06
T059626,Home,18,1,20,2598.24
T099733,Groceries,4,0,15,197.53
T082736,Electronics,10,1,17,2282.77
T068059,Groceries,20,0,9,417.27
T069380,Groceries,1,1,18,326.47
T032898,Books,20,0,10,936.3
T008797,Electronics,11,1,19,4775.19
T052942,Electronics,16,0,17,3809.53
T041089,Groceries,2,0,15,165.68
T089396,Groceries,4,0,9,203.96
T019192,Books,11,1,13,216.65
T090192,Electronics,13,1,15,1124.05
T087139,Groceries,8,0,17,246.18
T096382,Groceries,10,0,16,410.12
T033461,Clothing,3,1,13,1109.68
T055806,Groceries,1,1,21,281.47
T006060,Home,14,0,21,1826.38
T072801,Groceries,7,0,14,410.09
T022642,Groceries,5,0,10,64.05
T037507,Home,18,0,15,2207.82
T046456,Clothing,9,0,19,1348.04
T050240,Electronics,1,1,17,4118.32
T086653,Groceries,14,0,21,160.78
T029436,Books,12,0,12,989.77
T066186,Groceries,3,0,21,100.8
T066348,Home,6,0,12,2057.2
T097539,Clothing,2,1,20,677.92
T015285,Groceries,17,1,20,58.75
T029602,Clothing,8,1,16,941.06
T099966,Clothing,20,0,15,1067.47
T095554,Electronics,2,0,13,1495.71
T036944,Electronics,14,1,16,3930.51
T030637,Home,14,0,10,1631.69
T043239,Clothing,12,0,19,430.82
T010944,Clothing,13,0,16,483.22
T014959,Groceries,10,0,15,120.84
T005611,Electronics,12,0,13,3345.12
T024142,Books,6,1,18,574.76
T079755,Home,12,1,12,2494.06
T067679,Groceries,1,0,17,176.65
T002137,Electronics,18,0,15,4250.11
T076320,Books,7,0,9,991.13
T092361,Books,3,1,18,616.41
T044596,Clothing,8,1,18,1167.6
T056454,Clothing,10,1,12,1109.09
T011856,Electronics,11,1,16,1581.59
T044583,Electronics,3,1,13,2674.26
T001125,Groceries,16,0,15,177.78
T000604,Electronics,2,0,11,3688.53
T054696,Electronics,4,1,13,4970.41
T049508,Groceries,7,1,21,420.91
T050981,Books,6,1,20,437.28
T035417,Electronics,8,0,17,1852.82
T012410,Books,14,0,15,225.77
T075904,Electronics,17,0,21,4171.35
T031054,Clothing,10,0,17,1130.58
T088520,Electronics,18,0,9,2423.34
T087372,Groceries,1,1,9,480.57
T093593,Clothing,7,1,11,1353.29
T049294,Electronics,14,1,13,3475.39
T082064,Electronics,11,1,11,4379.32
T049480,Clothing,4,0,16,610.04
T060356,Home,6,1,12,2936.79
T031468,Books,7,0,13,779.2
T095322,Clothing,13,0,12,925.26
T066288,Books,4,1,13,368.65
T008044,Groceries,11,0,9,398.35
T057095,Electronics,5,0,9,2465.68
T093564,Groceries,1,1,14,83.98
T094981,Electronics,19,0,19,4788.66
T052464,Electronics,18,1,12,2931.48
T036394,Groceries,19,1,21,207.96
T057102,Groceries,20,1,19,344.68
T091255,Groceries,16,0,20,294.42
T075227,Home,3,0,15,1488.33
T096487,Home,2,1,10,2163.94
T098026,Groceries,13,0,19,188.95
T022468,Books,12,1,10,625.01
T065171,Home,17,1,13,2778.85
T091599,Groceries,10,0,15,418.05
T020243,Books,11,1,14,865.74
T058522,Home,20,0,10,2778.49
T075801,Clothing,13,0,12,1132.01
T088038,Groceries,11,1,15,155.93
T095668,Groceries,4,0,9,122.28
T074951,Groceries,18,0,11,114.94
T015488,Electronics,12,0,16,2598.91
T011891,Groceries,2,0,20,197.06
T058182,Clothing,4,1,21,640.4
T049764,Groceries,5,0,13,267.68
T071820,Home,15,0,17,906.12
T036522,Electronics,9,1,10,3155.99
T062238,Groceries,13,0,11,160.34
T013376,Groceries,14,0,13,174.79
T030602,Books,5,0,17,886.44
T076016,Books,15,0,14,630.11
T037111,Home,10,1,11,1757.37
T030370,Home,2,1,17,2996.26
T051332,Groceries,6,1,9,405.25
T042502,Electronics,4,0,12,3910.91
T013727,Books,2,0,18,742.99
T023186,Groceries,11,0,21,246.89
T020186,Clothing,8,1,15,1465.71
T097447,Groceries,14,1,17,161.08
T040056,Groceries,18,0,9,320.08
T061910,Clothing,16,0,21,1215.24
T001837,Electronics,2,0,20,3166.77
T049458,Groceries,5,1,10,216.04
T041944,Books,12,1,13,267.13
T046641,Groceries,16,1,10,297.58
T024663,Groceries,7,0,9,418.35
T054635,Groceries,11,0,18,449.04
T063586,Books,6,0,14,281.81
T016547,Books,3,0,14,775.75
T037087,Electronics,3,1,20,4909.28
T096706,Home,14,0,18,1803.58
T005330,Groceries,14,1,21,177.83
T043234,Home,16,0,14,2928.35
T094861,Home,5,0,14,1081.82
T016551,Electronics,16,0,15,1116.28
T036993,Home,20,0,9,1643.0
T009752,Electronics,15,1,12,4514.29
T071134,Books,5,1,20,436.71
T044748,Electronics,3,1,21,3695.72
T029914,Groceries,11,0,14,419.89
T089559,Groceries,3,0,20,105.73
T024066,Groceries,7,0,11,125.21
T086049,Electronics,4,0,14,1531.31
T074440,Clothing,4,1,18,318.17
T068513,Groceries,13,0,13,212.1
T034712,Groceries,4,0,16,220.37
T033092,Electronics,1,0,18,3728.27
T051471,Electronics,9,0,18,2428.3
T081880,Home,14,1,15,2931.62
T068151,Groceries,8,0,20,72.9
T055713,Clothing,13,0,16,1497.3
T096228,Groceries,10,0,13,427.84
T050706,Groceries,15,1,17,186.98
T078136,Books,16,0,10,579.29
T000156,Clothing,1,0,13,335.93
T054277,Electronics,16,0,18,1554.79
T083117,Clothing,15,1,13,1115.15
T045459,Clothing,1,1,9,1499.81
T038368,Clothing,13,1,10,1014.98
T073513,Electronics,14,0,17,3211.56
T043586,Clothing,17,0,17,1489.57
T050625,Clothing,15,0,15,1159.63
T007173,Clothing,4,0,17,1098.19
T038631,Electronics,19,0,17,2790.92
T073640,Electronics,9,0,15,3229.31
T005535,Electronics,13,0,10,4082.06
T098052,Clothing,10,0,13,1123.01
T031327,Clothing,1,0,12,1275.63
T090957,Clothing,19,0,18,922.4
T033076,Clothing,3,0,9,1462.56
T063411,Groceries,3,0,17,414.18
T097901,Books,11,0,16,890.67
T055449,Home,6,0,11,2368.78
T088248,Electronics,8,0,13,3996.63
T027883,Books,8,1,17,746.89
T003211,Electronics,7,1,13,4039.85
