damage_zone,car_class,detail_code,car_age,engine_volume,mileage,repair_cost
передняя,комфорт,HOOD-02,18,2.5,143.7,496.6
боковая,эконом,FENDER-01,22,2.6,240.1,118.0
задняя,комфорт,ENG-01,15,4.4,47.2,600.0
передняя,эконом,EXHAUST-02,6,1.2,22.5,149.1
передняя,бизнес,ENG-01,7,4.6,164.8,600.0
передняя,бизнес,LIGHT-03,17,5.2,231.6,276.4
задняя,эконом,TRANS-01,24,3.1,157.1,427.2
передняя,премиум,TRANS-01,12,4.8,231.1,600.0
боковая,премиум,HOOD-02,20,1.9,206.0,530.0
задняя,бизнес,SUSP-01,8,2.6,274.3,375.7
передняя,бизнес,WHEEL-02,9,5.9,259.8,248.1
задняя,эконом,CABLE-02,20,5.9,169.7,39.0
боковая,комфорт,EXHAUST-01,22,3.6,170.0,143.1
передняя,эконом,EXHAUST-02,8,5.7,56.3,136.5
передняя,эконом,SUSP-02,14,3.6,205.3,354.9
передняя,премиум,WHEEL-01,19,2.5,234.9,272.2
боковая,эконом,FRAME-03,1,2.3,190.6,225.2
задняя,бизнес,MOTOR-01,24,5.6,130.3,600.0
задняя,бизнес,PAINT-01,12,1.9,288.7,71.3
боковая,бизнес,CABLE-03,1,3.9,29.9,67.7
боковая,премиум,TRANS-03,18,3.8,365.8,600.0
задняя,эконом,DOOR-03,25,4.7,8.3,186.9
боковая,эконом,ELECTRIC-01,1,3.5,384.9,182.1
передняя,комфорт,LIGHT-02,2,2.4,184.9,175.6
передняя,эконом,BATTERY-02,5,1.8,165.1,45.2
передняя,эконом,WHEEL-01,2,4.1,102.6,70.3
передняя,эконом,LIGHT-03,9,4.6,4.0,90.7
задняя,бизнес,MOTOR-02,23,3.8,109.9,600.0
боковая,комфорт,BATTERY-01,5,4.7,43.8,66.9
передняя,эконом,FENDER-13,22,1.7,263.9,154.6
передняя,комфорт,MOTOR-02,15,5.4,127.6,600.0
задняя,эконом,HOOD-02,16,3.9,306.9,259.0
боковая,эконом,ALTERNATOR-02,18,1.6,82.8,124.5
передняя,бизнес,FENDER-13,2,3.3,360.1,289.8
задняя,комфорт,BATTERY-01,17,5.2,209.2,112.8
передняя,бизнес,PAINT-02,6,5.5,45.8,112.8
передняя,эконом,WHEEL-02,8,2.3,160.3,121.6
боковая,бизнес,FRAME-01,19,4.6,82.7,529.0
боковая,комфорт,WHEEL-01,11,1.5,79.9,73.0
передняя,комфорт,HOOD-01,4,1.2,202.5,335.1
боковая,комфорт,DOOR-02,2,3.8,268.8,218.2
задняя,бизнес,HOOD-02,10,4.5,364.6,586.0
боковая,комфорт,LIGHT-02,24,5.0,200.9,104.9
задняя,комфорт,ALTERNATOR-02,3,2.7,386.3,333.8
задняя,премиум,RADIATOR-01,4,1.0,376.7,353.9
задняя,бизнес,BRAKE-01,0,3.4,346.0,196.0
задняя,комфорт,CABLE-01,17,1.1,200.0,32.4
передняя,бизнес,ELECTRIC-01,11,1.5,56.4,371.8
передняя,эконом,CABLE-01,12,2.6,87.2,33.1
передняя,эконом,TRANS-01,8,3.2,259.1,468.2
боковая,комфорт,ENG-03,1,2.4,168.7,426.9
передняя,премиум,FENDER-01,4,3.9,58.7,347.4
задняя,премиум,MOTOR-02,12,1.3,191.6,600.0
боковая,эконом,HOOD-02,15,1.7,7.0,200.5
передняя,комфорт,WHEEL-01,15,4.5,293.6,118.9
задняя,эконом,FENDER-01,23,1.7,29.4,138.5
задняя,премиум,FRAME-02,2,4.2,251.6,600.0
боковая,премиум,TRANS-03,21,1.3,317.2,600.0
передняя,комфорт,LIGHT-01,3,3.0,53.1,111.8
задняя,бизнес,CABLE-01,10,1.9,207.5,49.1
боковая,бизнес,ENG-01,22,1.5,311.6,600.0
боковая,комфорт,TRANS-01,25,3.8,104.3,471.3
задняя,эконом,INTERIOR-03,13,5.6,65.2,59.8
задняя,комфорт,BATTERY-01,2,1.3,134.7,65.4
задняя,комфорт,RADIATOR-02,15,3.1,221.9,237.1
боковая,комфорт,BATTERY-02,21,4.5,230.1,47.1
задняя,эконом,WHEEL-02,14,3.3,52.4,83.0
передняя,премиум,SUSP-03,9,5.0,183.0,600.0
боковая,эконом,BUMPER-03,8,1.9,107.3,107.9
задняя,комфорт,GLASS-02,10,5.8,336.8,94.8
задняя,комфорт,DOOR-01,15,2.9,125.4,245.5
передняя,комфорт,FENDER-03,9,2.7,335.5,303.1
задняя,комфорт,CABLE-02,16,5.4,171.4,98.9
задняя,эконом,AC-01,18,3.8,290.6,196.2
задняя,эконом,FENDER-12,1,3.6,204.0,44.3
передняя,комфорт,WHEEL-01,23,4.6,248.8,180.5
задняя,комфорт,RADIATOR-01,22,3.9,158.1,227.5
боковая,эконом,MOTOR-02,1,1.8,307.3,421.7
передняя,бизнес,RADIATOR-01,5,4.4,170.1,316.6
боковая,комфорт,TRANS-03,18,1.7,183.0,398.4
задняя,комфорт,BUMPER-02,7,5.0,207.1,261.1
боковая,бизнес,LIGHT-03,25,5.9,332.7,192.0
боковая,эконом,SUSP-01,2,2.9,263.8,203.2
задняя,эконом,PAINT-03,25,3.2,139.7,34.4
боковая,бизнес,FENDER-02,13,1.2,268.1,163.3
боковая,комфорт,ENG-01,24,1.1,257.0,600.0
задняя,комфорт,ALTERNATOR-02,15,5.6,372.4,309.4
передняя,бизнес,BATTERY-01,0,1.6,336.6,122.7
задняя,бизнес,BATTERY-01,20,3.2,259.0,115.5
боковая,премиум,LIGHT-03,2,5.1,136.6,144.4
боковая,комфорт,AC-01,21,5.4,311.8,299.4
боковая,комфорт,FENDER-01,25,3.6,230.1,187.8
задняя,комфорт,BUMPER-01,17,3.8,394.1,280.8
боковая,эконом,LIGHT-01,8,4.3,99.0,15.0
передняя,комфорт,MOTOR-03,5,5.8,31.9,600.0
задняя,эконом,MOTOR-01,22,4.0,28.0,526.2
передняя,премиум,CABLE-03,20,3.8,256.0,101.4
передняя,комфорт,ELECTRIC-02,24,1.1,375.7,421.3
задняя,комфорт,BRAKE-01,0,1.4,0.8,100.3
задняя,эконом,SUSP-03,20,3.9,290.3,172.4
задняя,эконом,LIGHT-01,9,5.7,262.8,37.0
задняя,эконом,FENDER-11,5,5.3,292.9,125.2
задняя,комфорт,BUMPER-02,22,5.9,142.2,269.5
передняя,эконом,SUSP-03,11,3.6,328.2,292.5
задняя,комфорт,RADIATOR-01,3,4.9,17.9,185.5
передняя,бизнес,FRAME-03,12,5.2,302.2,600.0
передняя,бизнес,WHEEL-01,16,4.2,106.8,167.6
задняя,комфорт,ELECTRIC-01,7,2.7,190.7,275.1
задняя,эконом,ENG-01,25,3.3,329.1,600.0
задняя,бизнес,BRAKE-02,19,5.3,108.5,214.5
задняя,бизнес,BRAKE-01,2,2.5,74.1,154.3
задняя,эконом,AC-02,11,5.6,272.5,258.8
боковая,бизнес,HOOD-02,6,2.1,213.4,382.8
задняя,эконом,MOTOR-01,11,4.7,205.8,545.5
задняя,бизнес,CABLE-01,1,4.2,102.7,65.9
передняя,премиум,HOOD-01,23,4.7,14.0,600.0
передняя,эконом,PAINT-03,13,3.2,164.1,32.1
задняя,бизнес,DOOR-01,21,5.7,42.6,390.8
задняя,комфорт,LIGHT-02,22,4.2,362.4,157.3
задняя,премиум,GLASS-01,4,2.4,16.5,79.8
задняя,комфорт,DOOR-02,8,4.2,172.7,326.1
задняя,бизнес,INTERIOR-03,20,2.4,20.9,209.5
боковая,эконом,MOTOR-02,10,2.5,38.2,439.8
боковая,эконом,LIGHT-01,4,3.0,263.5,48.3
боковая,эконом,ENG-03,2,5.3,258.8,370.5
боковая,премиум,MOTOR-02,16,3.5,13.2,600.0
передняя,бизнес,MOTOR-01,1,4.4,0.5,600.0
передняя,бизнес,BUMPER-01,23,3.0,31.5,294.4
передняя,премиум,MOTOR-03,0,2.3,305.2,600.0
задняя,эконом,INTERIOR-01,6,5.8,233.8,54.6
боковая,эконом,ELECTRIC-01,13,4.0,15.2,124.4
передняя,эконом,ELECTRIC-02,4,5.7,195.2,226.8
боковая,эконом,BATTERY-02,18,2.0,284.8,15.0
передняя,эконом,ENG-01,10,1.7,347.6,595.2
боковая,комфорт,RADIATOR-02,22,5.3,373.6,237.0
задняя,эконом,BUMPER-03,24,4.4,131.0,140.6
передняя,эконом,SUSP-03,1,1.9,54.3,164.9
задняя,эконом,TRANS-03,7,2.3,94.8,236.4
передняя,эконом,PAINT-02,8,5.0,310.5,65.3
передняя,премиум,ENG-01,2,3.3,388.6,600.0
передняя,бизнес,RADIATOR-01,1,4.4,186.6,319.8
боковая,премиум,ENG-01,6,2.6,122.1,600.0
задняя,комфорт,SUSP-01,4,2.9,171.7,311.7
передняя,эконом,BUMPER-03,20,6.0,121.9,201.4
задняя,бизнес,ALTERNATOR-01,25,2.2,102.6,307.4
боковая,эконом,DOOR-03,4,3.5,237.5,137.7
передняя,эконом,INTERIOR-01,19,5.2,6.3,72.4
задняя,эконом,CABLE-02,12,2.2,103.8,15.1
передняя,эконом,ALTERNATOR-02,20,3.1,264.6,265.6
передняя,эконом,FRAME-02,19,4.1,12.8,443.3
задняя,эконом,GLASS-02,5,3.4,33.3,84.4
передняя,комфорт,DOOR-03,19,3.3,117.4,298.7
задняя,эконом,SUSP-02,17,2.8,351.1,242.2
боковая,эконом,ENG-01,24,3.9,306.0,520.0
передняя,бизнес,PAINT-01,1,4.1,8.9,37.1
задняя,эконом,FENDER-04,24,4.3,200.7,130.4
передняя,эконом,WHEEL-02,25,1.4,109.9,102.0
боковая,бизнес,HOOD-01,5,4.2,259.5,370.7
задняя,эконом,MOTOR-03,8,5.8,288.6,494.6
боковая,эконом,CABLE-02,24,3.7,345.1,33.6
задняя,комфорт,LIGHT-02,2,4.6,190.2,151.9
передняя,эконом,FENDER-01,0,3.8,397.8,182.5
задняя,комфорт,INTERIOR-01,0,5.3,392.0,151.1
боковая,бизнес,ALTERNATOR-01,18,5.6,352.9,300.6
задняя,эконом,FENDER-01,4,1.9,229.9,117.3
боковая,комфорт,INTERIOR-01,12,3.2,159.2,87.6
боковая,комфорт,DOOR-02,18,3.0,145.8,254.6
передняя,эконом,ELECTRIC-01,11,3.0,4.8,197.1
передняя,комфорт,INTERIOR-03,15,1.6,99.7,193.0
задняя,эконом,INTERIOR-02,24,5.1,287.5,89.3
задняя,комфорт,TRANS-01,24,1.2,241.5,580.8
боковая,эконом,DOOR-01,18,3.6,366.6,206.0
боковая,комфорт,DOOR-01,2,4.3,20.0,217.3
задняя,эконом,DOOR-03,11,2.0,62.1,171.0
передняя,бизнес,FENDER-01,4,5.5,315.7,363.6
боковая,эконом,EXHAUST-01,1,5.2,143.4,57.9
передняя,комфорт,BUMPER-01,21,3.4,47.3,204.6
боковая,комфорт,ENG-02,6,3.1,398.6,576.8
задняя,бизнес,FENDER-04,12,2.2,314.9,260.3
задняя,комфорт,BATTERY-02,24,4.6,163.5,118.0
передняя,комфорт,HOOD-01,14,1.7,329.3,462.6
задняя,бизнес,PAINT-02,21,4.4,272.2,135.4
задняя,бизнес,FENDER-12,2,5.2,316.0,203.9
задняя,эконом,TRANS-03,20,2.1,326.1,374.1
передняя,комфорт,LIGHT-01,19,5.3,33.9,115.5
боковая,бизнес,EXHAUST-01,4,1.2,249.2,147.5
боковая,премиум,FRAME-03,23,5.6,2.7,600.0
передняя,бизнес,BUMPER-02,7,1.6,17.4,268.6
передняя,эконом,ENG-01,21,4.2,361.6,600.0
передняя,эконом,ALTERNATOR-02,0,2.3,211.0,211.2
задняя,комфорт,AC-01,7,5.2,294.4,276.0
задняя,бизнес,ALTERNATOR-01,23,3.6,335.4,375.6
задняя,комфорт,CABLE-01,17,1.7,379.8,70.4
передняя,комфорт,TRANS-03,19,3.9,347.7,600.0
задняя,бизнес,BUMPER-01,15,3.0,193.3,250.2
задняя,эконом,HOOD-02,17,4.3,134.4,249.2
задняя,бизнес,TRANS-03,19,5.4,61.8,600.0
боковая,комфорт,INTERIOR-02,11,3.0,160.1,107.3
передняя,эконом,EXHAUST-02,12,2.4,146.6,153.9
задняя,комфорт,LIGHT-02,12,1.1,223.8,129.7
задняя,бизнес,LIGHT-02,9,3.9,266.2,161.1
задняя,эконом,GLASS-02,6,3.0,391.3,58.1
боковая,эконом,FENDER-13,24,2.9,291.4,103.8
задняя,премиум,FENDER-01,13,1.9,257.5,342.5
боковая,эконом,DOOR-02,23,3.2,134.0,134.3
передняя,комфорт,INTERIOR-01,15,5.9,13.8,158.3
передняя,комфорт,SUSP-01,14,2.5,115.3,393.1
боковая,комфорт,GLASS-02,11,4.0,307.4,105.4
задняя,комфорт,EXHAUST-02,8,4.9,82.1,163.9
передняя,эконом,DOOR-02,7,4.7,284.9,277.1
передняя,комфорт,PAINT-01,17,2.6,231.9,111.7
передняя,эконом,INTERIOR-02,22,4.1,68.7,94.3
боковая,комфорт,MOTOR-01,17,5.4,104.6,600.0
передняя,эконом,SUSP-01,12,1.1,198.5,236.6
передняя,комфорт,MOTOR-03,17,3.2,167.3,600.0
передняя,эконом,TRANS-02,14,2.1,311.4,506.4
задняя,эконом,ENG-02,3,2.9,293.8,431.2
передняя,эконом,MOTOR-01,16,3.1,229.8,600.0
задняя,эконом,CABLE-01,4,4.7,328.9,15.0
передняя,бизнес,EXHAUST-02,21,1.5,225.1,347.9
боковая,эконом,DOOR-03,15,3.6,385.8,177.8
передняя,премиум,LIGHT-02,8,3.8,86.9,225.0
задняя,премиум,PAINT-03,9,3.5,285.7,69.2
боковая,комфорт,MOTOR-01,23,4.7,148.0,600.0
задняя,эконом,DOOR-03,17,2.9,111.6,193.9
задняя,эконом,DOOR-01,16,5.7,72.2,181.3
передняя,бизнес,SUSP-03,17,3.4,221.0,541.2
передняя,эконом,GLASS-02,6,3.9,86.2,54.8
задняя,эконом,ELECTRIC-02,3,5.1,80.1,146.1
боковая,комфорт,DOOR-02,25,2.4,396.2,316.5
задняя,бизнес,ENG-03,4,1.4,320.7,600.0
задняя,бизнес,LIGHT-02,22,4.5,299.3,200.5
боковая,эконом,SUSP-03,15,3.4,317.6,163.0
задняя,комфорт,ELECTRIC-01,2,5.5,387.6,340.6
передняя,эконом,EXHAUST-02,25,5.9,229.3,206.3
задняя,эконом,FRAME-03,17,3.0,88.1,272.8
боковая,бизнес,FRAME-03,22,3.1,344.9,588.0
передняя,эконом,LIGHT-02,20,3.0,297.1,136.7
задняя,эконом,FENDER-01,13,2.6,165.7,154.9
передняя,эконом,ENG-03,14,4.9,189.4,547.2
задняя,бизнес,CABLE-01,16,4.8,164.5,56.3
передняя,бизнес,EXHAUST-01,0,3.4,372.0,248.8
задняя,комфорт,BRAKE-02,24,1.2,137.4,191.6
боковая,бизнес,HOOD-02,20,2.5,385.4,514.0
передняя,эконом,WHEEL-02,16,2.5,364.1,138.4
задняя,комфорт,FENDER-01,22,5.1,252.2,241.7
боковая,эконом,FRAME-03,24,1.4,231.9,248.4
боковая,эконом,ENG-01,10,5.0,148.0,417.9
передняя,комфорт,DOOR-01,16,4.3,7.3,308.0
задняя,премиум,RADIATOR-02,25,4.7,51.0,477.9
передняя,эконом,EXHAUST-01,13,3.2,301.7,133.9
боковая,эконом,TRANS-03,19,4.4,188.6,327.8
боковая,эконом,FRAME-01,18,4.0,59.9,257.2
задняя,эконом,FENDER-04,20,4.8,105.6,168.8
боковая,премиум,FENDER-01,6,3.2,379.1,350.4
задняя,комфорт,GLASS-02,23,3.4,146.9,71.1
задняя,комфорт,ELECTRIC-01,12,4.2,363.1,335.5
передняя,бизнес,BRAKE-01,17,1.5,121.9,167.6
боковая,эконом,PAINT-01,22,3.2,217.3,41.6
передняя,комфорт,BUMPER-03,13,5.9,8.2,212.4
боковая,комфорт,CABLE-03,0,1.2,208.8,15.0
боковая,комфорт,HOOD-01,6,2.6,254.8,249.4
боковая,премиум,EXHAUST-02,7,2.6,93.7,256.6
передняя,бизнес,FENDER-04,17,4.2,231.6,326.6
передняя,эконом,RADIATOR-01,8,1.5,258.9,146.4
передняя,бизнес,AC-01,0,4.1,274.8,395.5
задняя,эконом,WHEEL-01,21,1.5,310.6,30.2
передняя,эконом,RADIATOR-01,16,1.5,124.5,134.8
боковая,эконом,FENDER-12,18,4.6,227.1,58.0
задняя,эконом,MOTOR-02,5,2.6,392.6,600.0
передняя,комфорт,DOOR-03,2,5.9,359.3,389.8
задняя,комфорт,FRAME-03,23,1.2,381.1,545.0
задняя,премиум,EXHAUST-01,4,3.2,154.5,280.3
задняя,комфорт,DOOR-02,1,1.6,314.8,288.7
задняя,комфорт,SUSP-01,19,2.8,248.0,347.6
боковая,эконом,SUSP-02,24,6.0,33.1,219.0
задняя,эконом,HOOD-01,3,5.4,329.6,212.1
боковая,комфорт,INTERIOR-03,9,1.2,270.8,178.0
боковая,комфорт,CABLE-02,9,3.8,79.6,15.0
передняя,бизнес,BATTERY-02,23,4.2,31.9,170.6
боковая,эконом,CABLE-01,20,2.0,334.8,30.0
передняя,эконом,ENG-02,10,1.7,31.6,407.1
боковая,комфорт,PAINT-01,15,5.5,36.5,62.5
задняя,эконом,BATTERY-02,25,5.8,171.0,65.6
боковая,эконом,FENDER-01,16,6.0,53.9,85.9
боковая,бизнес,FENDER-13,15,4.9,365.5,176.6
боковая,эконом,DOOR-02,6,4.3,188.1,128.6
боковая,комфорт,GLASS-01,15,2.7,227.7,49.6
передняя,эконом,LIGHT-02,2,1.9,371.2,86.8
передняя,эконом,CABLE-03,25,1.4,212.1,17.4
задняя,эконом,LIGHT-01,15,4.5,141.4,64.6
передняя,бизнес,GLASS-02,7,4.9,318.9,165.2
задняя,эконом,EXHAUST-02,11,5.1,177.1,149.7
передняя,бизнес,FENDER-11,2,5.6,127.4,228.6
боковая,эконом,FENDER-04,16,5.4,289.3,120.1
задняя,бизнес,GLASS-01,20,6.0,320.6,133.6
боковая,эконом,PAINT-02,17,2.2,316.7,37.4
передняя,комфорт,AC-02,10,4.8,391.1,514.3
боковая,комфорт,WHEEL-02,3,3.9,314.7,100.0
боковая,премиум,ALTERNATOR-01,15,2.3,308.0,424.5
задняя,эконом,PAINT-03,16,5.9,343.0,30.3
задняя,эконом,FRAME-03,8,5.5,0.1,261.7
боковая,эконом,INTERIOR-02,5,1.6,145.0,98.4
передняя,бизнес,LIGHT-03,23,1.1,295.0,236.8
задняя,комфорт,FRAME-02,19,4.4,239.9,600.0
задняя,бизнес,INTERIOR-03,24,4.0,71.0,247.1
передняя,эконом,MOTOR-02,1,5.7,121.5,600.0
задняя,эконом,EXHAUST-02,8,2.2,134.7,130.7
передняя,эконом,HOOD-01,20,1.4,227.1,320.2
передняя,премиум,LIGHT-03,5,2.3,332.6,305.9
передняя,комфорт,PAINT-02,2,1.1,373.0,138.3
боковая,премиум,MOTOR-03,19,1.2,300.0,600.0
задняя,эконом,ENG-02,5,5.6,337.2,525.1
боковая,комфорт,EXHAUST-01,6,2.8,188.0,156.6
задняя,комфорт,MOTOR-03,0,3.1,155.9,575.4
передняя,эконом,CABLE-03,22,1.1,157.1,15.0
задняя,бизнес,LIGHT-03,0,2.4,246.4,160.0
задняя,премиум,FENDER-03,4,5.0,49.7,346.3
передняя,бизнес,TRANS-01,5,4.1,231.8,600.0
задняя,бизнес,HOOD-01,12,4.8,266.1,523.2
передняя,эконом,HOOD-01,1,3.2,175.6,303.0
задняя,эконом,ALTERNATOR-01,14,2.5,381.3,141.3
задняя,премиум,BATTERY-02,14,3.4,243.3,111.7
передняя,эконом,AC-02,12,2.6,88.0,229.6
передняя,бизнес,BRAKE-01,25,5.2,191.7,251.0
боковая,бизнес,FRAME-02,24,2.5,270.2,600.0
задняя,комфорт,CABLE-01,13,4.3,129.5,77.7
передняя,премиум,FENDER-11,25,1.7,31.9,247.8
боковая,эконом,BUMPER-03,21,4.4,233.4,107.4
передняя,эконом,BUMPER-03,6,5.6,379.1,162.0
задняя,эконом,HOOD-02,13,4.0,194.0,266.2
боковая,комфорт,MOTOR-01,25,3.8,362.4,600.0
передняя,эконом,SUSP-03,23,5.8,334.0,389.7
передняя,эконом,LIGHT-03,9,4.1,59.0,112.1
передняя,бизнес,FENDER-04,16,2.3,283.3,335.8
передняя,премиум,INTERIOR-02,13,2.5,174.2,305.6
передняя,эконом,HOOD-01,7,4.5,100.1,215.8
задняя,эконом,HOOD-02,3,4.7,274.8,253.4
передняя,премиум,WHEEL-01,25,2.5,297.1,252.1
задняя,эконом,AC-02,15,2.7,72.0,202.8
боковая,эконом,BUMPER-02,23,6.0,365.8,182.2
боковая,эконом,PAINT-02,12,1.5,300.5,69.5
задняя,комфорт,INTERIOR-02,21,3.0,373.4,133.8
передняя,эконом,HOOD-02,24,1.3,126.8,313.7
задняя,премиум,HOOD-01,19,5.1,375.7,600.0
задняя,комфорт,FENDER-03,17,1.5,147.4,175.7
задняя,комфорт,DOOR-01,13,4.4,21.6,279.0
передняя,эконом,BATTERY-01,17,1.3,305.2,88.2
боковая,комфорт,SUSP-03,4,4.4,281.4,206.1
задняя,комфорт,BRAKE-02,25,5.2,239.2,192.0
передняя,бизнес,TRANS-01,8,3.0,196.0,600.0
задняя,бизнес,HOOD-02,2,3.6,12.9,397.9
задняя,комфорт,CABLE-02,7,3.0,249.8,22.7
боковая,премиум,BUMPER-02,19,2.5,166.7,330.8
боковая,бизнес,MOTOR-02,21,5.0,224.1,600.0
боковая,бизнес,MOTOR-02,9,2.4,171.7,600.0
передняя,эконом,AC-01,21,4.6,386.4,244.7
задняя,эконом,WHEEL-02,18,2.0,241.6,61.9
задняя,эконом,INTERIOR-01,20,2.2,299.7,53.8
передняя,комфорт,FENDER-03,2,2.7,374.5,288.9
передняя,комфорт,FENDER-13,10,3.9,236.6,227.6
боковая,комфорт,DOOR-02,10,3.3,4.8,200.8
передняя,бизнес,SUSP-01,16,4.7,13.7,507.1
задняя,бизнес,DOOR-02,15,2.1,280.9,453.5
передняя,премиум,SUSP-02,6,1.1,111.6,600.0
передняя,эконом,PAINT-02,3,4.9,231.8,83.2
передняя,комфорт,MOTOR-01,22,5.1,80.9,600.0
боковая,эконом,BUMPER-01,18,1.3,108.1,69.7
боковая,эконом,GLASS-02,11,4.1,201.9,37.8
боковая,эконом,RADIATOR-02,14,2.9,390.2,174.7
задняя,эконом,GLASS-02,10,5.0,246.5,70.5
передняя,комфорт,GLASS-01,4,5.4,374.5,132.8
задняя,бизнес,GLASS-02,4,5.3,383.8,109.0
задняя,эконом,GLASS-02,14,4.9,83.2,24.8
боковая,бизнес,INTERIOR-03,17,2.3,124.5,136.1
передняя,комфорт,SUSP-02,10,5.1,308.0,527.5
задняя,эконом,BATTERY-01,25,3.7,346.7,24.8
передняя,комфорт,HOOD-02,11,1.3,207.7,457.7
передняя,эконом,EXHAUST-01,1,3.3,397.3,170.7
боковая,комфорт,ALTERNATOR-01,19,5.7,4.6,224.6
задняя,комфорт,ENG-03,14,5.4,119.8,600.0
задняя,эконом,ENG-02,19,1.5,249.3,425.6
задняя,эконом,EXHAUST-02,3,4.7,187.7,87.9
задняя,комфорт,WHEEL-01,21,5.0,46.6,78.2
боковая,премиум,BUMPER-01,17,2.4,147.1,305.8
боковая,эконом,HOOD-01,5,3.4,10.2,137.7
боковая,бизнес,INTERIOR-01,22,4.6,257.1,142.0
боковая,комфорт,EXHAUST-02,25,3.2,357.1,193.3
передняя,премиум,FENDER-12,18,1.6,353.9,310.1
задняя,бизнес,BATTERY-01,10,4.5,279.8,77.1
задняя,комфорт,MOTOR-02,23,5.6,186.3,600.0
передняя,комфорт,ENG-03,1,4.3,204.8,600.0
боковая,бизнес,WHEEL-02,7,4.9,54.8,167.4
передняя,эконом,BATTERY-01,10,2.8,136.4,36.5
боковая,эконом,MOTOR-01,4,1.9,75.1,354.6
задняя,эконом,GLASS-02,17,4.2,328.5,64.9
задняя,бизнес,ELECTRIC-02,22,2.6,365.9,506.7
задняя,бизнес,FENDER-02,17,5.3,214.8,256.8
боковая,эконом,RADIATOR-02,13,1.6,291.1,122.4
задняя,комфорт,PAINT-01,21,3.2,48.6,74.6
задняя,комфорт,ALTERNATOR-01,9,3.0,243.4,259.3
передняя,эконом,ALTERNATOR-02,2,5.7,281.1,246.5
задняя,премиум,FENDER-01,8,1.8,181.1,307.3
передняя,эконом,INTERIOR-03,2,1.0,97.3,123.6
боковая,эконом,INTERIOR-03,10,2.2,350.9,148.2
задняя,комфорт,PAINT-01,11,5.1,297.2,22.3
задняя,бизнес,DOOR-03,11,2.0,359.9,349.3
передняя,эконом,LIGHT-03,2,2.2,327.4,82.4
передняя,комфорт,ALTERNATOR-02,20,1.6,396.1,410.7
боковая,комфорт,ENG-01,6,4.6,76.9,526.3
передняя,эконом,BATTERY-01,13,1.3,34.7,40.7
передняя,эконом,GLASS-01,23,2.7,134.8,44.7
передняя,комфорт,FENDER-04,10,2.4,51.6,183.5
боковая,эконом,ALTERNATOR-02,6,3.8,209.3,175.1
боковая,премиум,DOOR-03,24,4.7,253.2,432.9
задняя,бизнес,DOOR-03,20,3.7,231.3,405.6
передняя,премиум,CABLE-01,9,5.7,103.7,130.0
передняя,эконом,FENDER-02,10,5.8,363.5,197.1
боковая,премиум,SUSP-03,14,2.8,8.5,350.0
задняя,комфорт,FRAME-01,18,4.9,139.2,495.5
передняя,эконом,SUSP-02,15,4.7,287.6,313.7
передняя,эконом,TRANS-03,21,5.5,306.8,505.4
передняя,эконом,DOOR-03,20,3.2,166.4,213.0
задняя,комфорт,BUMPER-02,19,3.7,6.8,208.6
боковая,комфорт,DOOR-03,11,3.1,247.2,265.9
передняя,эконом,FENDER-01,17,5.3,25.2,147.8
передняя,комфорт,FRAME-03,22,2.1,43.1,451.9
передняя,эконом,DOOR-01,12,2.2,260.1,253.5
боковая,комфорт,WHEEL-02,4,2.9,125.0,102.0
передняя,эконом,GLASS-02,3,2.2,139.2,59.6
боковая,бизнес,GLASS-02,13,3.8,194.7,166.0
задняя,бизнес,DOOR-01,7,1.7,391.4,336.4
задняя,комфорт,FENDER-01,8,2.6,386.2,232.2
передняя,эконом,EXHAUST-02,24,5.6,166.5,194.9
передняя,эконом,GLASS-02,18,3.0,106.2,58.2
задняя,бизнес,MOTOR-03,2,4.7,121.0,600.0
боковая,эконом,INTERIOR-02,4,1.6,107.5,78.9
задняя,эконом,BUMPER-02,20,2.2,212.9,152.5
задняя,эконом,ENG-03,25,5.0,242.7,491.8
передняя,комфорт,RADIATOR-02,17,4.8,195.5,378.4
боковая,комфорт,TRANS-01,0,2.9,163.2,366.0
боковая,бизнес,GLASS-02,7,5.8,84.5,137.6
передняя,эконом,FENDER-11,18,5.6,193.0,123.3
боковая,эконом,ENG-02,16,5.8,136.4,411.1
задняя,бизнес,DOOR-01,16,3.1,216.6,392.5
задняя,бизнес,INTERIOR-01,10,2.0,270.1,163.7
боковая,эконом,BRAKE-01,1,4.1,253.3,103.7
боковая,комфорт,BATTERY-01,5,4.4,185.0,97.4
задняя,эконом,FENDER-12,21,1.6,222.4,86.1
передняя,премиум,GLASS-02,13,4.9,113.9,206.5
передняя,эконом,INTERIOR-01,2,1.1,9.7,59.6
боковая,премиум,EXHAUST-02,11,3.4,250.0,303.2
передняя,комфорт,FENDER-13,3,2.7,101.0,147.8
задняя,комфорт,DOOR-01,11,4.7,267.6,291.2
задняя,эконом,LIGHT-03,12,2.6,298.8,102.0
задняя,комфорт,ELECTRIC-01,1,5.1,366.4,266.9
задняя,комфорт,INTERIOR-01,1,4.0,383.2,86.7
боковая,эконом,GLASS-02,14,5.0,4.2,15.0
передняя,комфорт,BUMPER-03,22,5.9,396.1,317.7
передняя,премиум,SUSP-02,16,4.4,273.2,600.0
передняя,комфорт,AC-02,6,5.9,257.4,426.8
боковая,бизнес,PAINT-01,13,1.1,6.1,76.7
задняя,эконом,FRAME-02,11,2.7,344.5,366.3
