customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,churn,customer_satisfaction
2350,40,69.89,2795.6,One year,DSL,Bank transfer,0,3.0
1724,45,108.52,4883.4,One year,DSL,Electronic check,0,
2015,19,61.61,1170.59,Two year,Fiber optic,Bank transfer,1,4.0
1422,2,109.15,218.3,Month-to-month,DSL,Bank transfer,1,4.0
517,28,30.47,853.16,Month-to-month,DSL,Electronic check,1,5.0
262,55,108.32,3876.45,Two year,No,Mailed check,1,2.0
2846,37,41.37,1530.69,One year,Fiber optic,Credit card,1,2.0
1262,36,47.94,1725.84,Two year,No,Bank transfer,0,
1988,14,112.12,1569.68,Two year,Fiber optic,Mailed check,1,3.0
2367,2,133.25,266.5,One year,DSL,Electronic check,1,3.0
377,15,110.43,1656.45,Two year,DSL,Mailed check,0,4.0
2182,8,28.39,227.12,One year,Fiber optic,Electronic check,1,3.0
1023,3,137.56,412.68,One year,DSL,Bank transfer,1,2.0
1556,43,98.2,4222.6,Month-to-month,No,Mailed check,1,2.0
1751,7,120.14,840.98,One year,DSL,Bank transfer,0,
539,39,143.21,5585.19,Two year,Fiber optic,Mailed check,1,5.0
1151,57,49.1,2798.7,One year,Fiber optic,Electronic check,1,1.0
879,59,91.77,5414.43,Two year,No,Credit card,1,3.0
1807,47,97.1,4563.7,Month-to-month,Fiber optic,Mailed check,1,
735,65,87.68,5699.2,Two year,No,Electronic check,1,1.0
1510,53,87.12,4617.36,Month-to-month,No,Bank transfer,1,
2792,39,78.96,3079.44,Month-to-month,No,Electronic check,0,
796,71,94.24,6691.04,Month-to-month,Fiber optic,Credit card,1,4.0
389,15,34.8,522.0,Month-to-month,Fiber optic,Mailed check,1,3.0
1221,57,124.55,7099.35,Month-to-month,Fiber optic,Electronic check,1,
440,32,128.78,4120.96,One year,DSL,Electronic check,1,
1185,22,135.64,2984.08,Month-to-month,Fiber optic,Credit card,1,3.0
53,51,124.15,6331.65,Two year,Fiber optic,Credit card,1,
1715,1,100.81,100.81,Month-to-month,Fiber optic,Mailed check,1,
193,14,81.85,1145.9,One year,Fiber optic,Credit card,1,1.0
1463,15,55.82,837.3,One year,No,Electronic check,1,5.0
1703,52,102.49,5329.48,Month-to-month,No,Electronic check,1,5.0
744,57,26.31,1499.67,Month-to-month,No,Credit card,1,
1657,27,27.98,755.46,Month-to-month,DSL,Credit card,1,
2405,47,146.25,6873.75,Month-to-month,Fiber optic,Mailed check,1,5.0
242,47,108.97,5121.59,One year,DSL,Credit card,1,1.0
2029,1,100.83,100.83,Month-to-month,No,Mailed check,1,3.0
574,68,91.43,6217.24,Month-to-month,No,Electronic check,1,4.0
581,5,115.54,577.7,Month-to-month,Fiber optic,Bank transfer,1,
2724,23,136.64,3142.72,One year,Fiber optic,Mailed check,0,5.0
2360,7,99.69,697.83,Month-to-month,Fiber optic,Bank transfer,0,5.0
1228,40,57.15,2286.0,Month-to-month,No,Electronic check,1,
2282,60,82.85,4971.0,Month-to-month,Fiber optic,Electronic check,1,5.0
1029,58,27.6,1600.8,Month-to-month,Fiber optic,Electronic check,1,2.0
1623,14,81.83,1145.62,One year,No,Mailed check,1,2.0
2204,25,50.79,1269.75,Two year,Fiber optic,Mailed check,1,1.0
943,8,24.51,196.08,Two year,DSL,Mailed check,1,1.0
362,19,59.95,936.47,Two year,No,Bank transfer,0,5.0
2707,35,133.51,4672.85,Month-to-month,No,Electronic check,1,3.0
1828,36,111.14,4001.04,Month-to-month,DSL,Mailed check,1,1.0
20,52,124.3,6463.6,Two year,Fiber optic,Electronic check,1,4.0
2622,0,41.41,0.0,Month-to-month,Fiber optic,Mailed check,0,4.0
1564,3,89.66,268.98,Month-to-month,DSL,Credit card,1,1.0
1774,46,53.45,2458.7,Month-to-month,Fiber optic,Electronic check,1,1.0
2825,51,21.46,1094.46,Two year,No,Bank transfer,1,2.0
2607,14,44.89,628.46,One year,DSL,Mailed check,1,1.0
691,27,134.07,3619.89,One year,No,Credit card,0,3.0
1676,3,33.94,101.82,One year,DSL,Electronic check,1,5.0
2545,68,135.39,9206.52,Month-to-month,Fiber optic,Bank transfer,1,2.0
1065,65,102.71,6676.15,Month-to-month,DSL,Bank transfer,1,2.0
1826,26,81.31,2695.64,One year,DSL,Mailed check,0,3.0
1951,29,48.37,1402.73,Two year,Fiber optic,Bank transfer,0,5.0
1393,42,42.83,1798.86,Month-to-month,No,Credit card,1,3.0
880,49,63.8,3126.2,Month-to-month,Fiber optic,Mailed check,1,1.0
2035,58,99.36,5762.88,One year,No,Credit card,1,2.0
2512,26,125.56,3264.56,One year,Fiber optic,Credit card,1,4.0
2098,11,55.28,608.08,Month-to-month,DSL,Electronic check,1,2.0
1817,19,47.97,1331.37,Month-to-month,DSL,Mailed check,1,
491,71,119.06,8453.26,Month-to-month,Fiber optic,Credit card,1,2.0
1942,30,107.39,3221.7,Month-to-month,Fiber optic,Credit card,1,3.0
164,3,61.29,183.87,Two year,Fiber optic,Electronic check,1,
2386,18,133.62,2405.16,One year,Fiber optic,Bank transfer,1,
2690,62,72.26,4480.12,Two year,Fiber optic,Bank transfer,1,3.0
1038,13,48.67,632.71,Month-to-month,DSL,Mailed check,1,1.0
2923,8,89.68,717.44,One year,No,Mailed check,0,
634,54,125.24,6762.96,One year,No,Mailed check,1,2.0
2940,31,85.55,2652.05,Two year,No,Mailed check,1,2.0
824,51,121.94,6218.94,One year,No,Bank transfer,0,
2842,33,26.5,775.11,Two year,Fiber optic,Electronic check,1,1.0
1862,2,112.03,224.06,One year,DSL,Credit card,0,
301,41,130.99,5370.59,One year,DSL,Credit card,0,3.0
2572,66,45.34,3089.49,Month-to-month,Fiber optic,Electronic check,1,
2245,60,46.5,2790.0,One year,Fiber optic,Credit card,0,5.0
295,54,79.08,4270.32,Month-to-month,DSL,Electronic check,1,4.0
2179,4,112.71,450.84,Month-to-month,DSL,Bank transfer,1,1.0
2986,64,118.29,7570.56,Month-to-month,Fiber optic,Electronic check,1,1.0
367,71,113.23,8039.33,One year,Fiber optic,Mailed check,0,3.0
2956,71,67.45,4788.95,Two year,Fiber optic,Bank transfer,1,
2124,26,39.91,1037.66,One year,Fiber optic,Mailed check,0,
2300,57,130.94,7463.58,Month-to-month,Fiber optic,Electronic check,0,3.0
1727,19,57.05,1083.95,One year,No,Mailed check,0,4.0
1313,60,74.61,4476.6,One year,Fiber optic,Mailed check,1,
2469,67,112.1,7510.7,One year,DSL,Bank transfer,0,5.0
1002,29,113.28,3285.12,Month-to-month,No,Electronic check,1,
273,27,80.83,2182.41,One year,No,Mailed check,0,5.0
1805,68,124.49,8465.32,Two year,DSL,Electronic check,1,1.0
1741,20,83.51,1670.2,Month-to-month,Fiber optic,Mailed check,1,
142,23,96.01,2208.23,Two year,DSL,Electronic check,1,2.0
2561,37,64.92,2402.04,Month-to-month,No,Mailed check,0,
1678,41,125.7,5153.7,Month-to-month,Fiber optic,Bank transfer,1,2.0
1523,39,56.48,2202.72,Month-to-month,Fiber optic,Mailed check,0,5.0
1456,47,76.85,3611.95,Month-to-month,No,Credit card,1,5.0
1212,62,125.56,7784.72,One year,Fiber optic,Credit card,0,3.0
1895,12,107.91,1294.92,Two year,DSL,Credit card,0,5.0
1040,52,65.81,3422.12,One year,Fiber optic,Bank transfer,1,4.0
870,31,67.25,2084.75,Month-to-month,Fiber optic,Electronic check,1,1.0
689,34,76.89,2614.26,One year,Fiber optic,Bank transfer,1,
2705,50,139.73,6986.5,Two year,Fiber optic,Credit card,0,3.0
2220,68,90.32,6141.76,Month-to-month,DSL,Electronic check,1,5.0
2832,27,59.97,1619.19,One year,No,Credit card,0,
2014,58,56.05,3250.9,Month-to-month,Fiber optic,Mailed check,1,5.0
2715,18,73.87,1329.66,One year,No,Bank transfer,0,4.0
1767,24,146.13,3507.12,Month-to-month,Fiber optic,Bank transfer,0,4.0
402,22,54.27,1193.94,Two year,No,Mailed check,0,5.0
688,16,49.18,786.88,Month-to-month,Fiber optic,Credit card,0,5.0
2354,62,126.5,7843.0,Month-to-month,DSL,Electronic check,1,
988,9,149.88,1348.92,Month-to-month,DSL,Electronic check,1,1.0
540,63,32.83,2068.29,One year,Fiber optic,Mailed check,1,3.0
1011,2,107.25,214.5,Two year,No,Mailed check,1,2.0
1369,59,34.09,2011.31,One year,Fiber optic,Mailed check,0,
1417,22,79.53,1611.11,One year,Fiber optic,Electronic check,1,1.0
2400,51,78.73,4015.23,One year,No,Electronic check,1,
1064,32,82.5,2640.0,Two year,No,Credit card,1,1.0
2696,34,143.59,4882.06,Two year,Fiber optic,Electronic check,1,
928,69,23.62,1629.78,One year,No,Bank transfer,0,3.0
1339,8,54.41,435.28,Two year,Fiber optic,Bank transfer,0,3.0
2058,56,104.12,5830.72,Two year,Fiber optic,Credit card,1,
2261,67,25.1,1681.7,Two year,No,Bank transfer,1,3.0
624,20,101.64,2032.8,Month-to-month,No,Electronic check,0,3.0
704,57,110.35,6289.95,Two year,Fiber optic,Bank transfer,1,
2674,0,131.24,,Two year,DSL,Mailed check,1,2.0
907,13,122.46,1591.98,Month-to-month,DSL,Credit card,0,3.0
1571,61,40.69,2482.09,Month-to-month,No,Bank transfer,0,3.0
1867,39,110.13,4295.07,Month-to-month,Fiber optic,Electronic check,0,3.0
1136,67,57.44,3848.48,Month-to-month,No,Mailed check,1,1.0
2249,8,126.27,1010.16,Month-to-month,No,Bank transfer,1,4.0
956,5,50.85,254.25,One year,No,Bank transfer,0,5.0
1804,17,26.32,447.44,Month-to-month,No,Credit card,0,4.0
136,26,108.68,2825.68,Month-to-month,Fiber optic,Mailed check,1,
2317,70,27.67,1936.9,One year,DSL,Mailed check,1,2.0
1701,30,70.36,2110.8,Two year,DSL,Bank transfer,0,5.0
724,5,39.82,199.1,Two year,Fiber optic,Electronic check,0,4.0
1050,56,80.2,4491.2,Month-to-month,Fiber optic,Electronic check,1,2.0
25,69,63.71,4395.99,Month-to-month,No,Mailed check,1,3.0
50,12,119.87,1438.44,Month-to-month,No,Credit card,1,4.0
1652,52,133.11,6921.72,Two year,DSL,Credit card,0,3.0
59,67,140.96,7437.72,Month-to-month,No,Bank transfer,1,3.0
1030,16,35.67,570.72,One year,No,Credit card,0,
1830,69,59.06,4075.14,Month-to-month,Fiber optic,Bank transfer,1,
2560,36,56.56,2036.16,Month-to-month,Fiber optic,Electronic check,1,4.0
310,19,38.85,738.15,Two year,Fiber optic,Mailed check,0,3.0
2770,51,20.38,1039.38,One year,DSL,Electronic check,1,3.0
2817,60,72.07,4339.15,Month-to-month,DSL,Bank transfer,1,2.0
1315,14,98.15,1374.1,One year,No,Bank transfer,0,4.0
44,58,94.65,5489.7,Month-to-month,No,Mailed check,1,2.0
1846,10,68.91,689.1,One year,DSL,Credit card,1,1.0
1343,40,67.58,2703.2,Month-to-month,No,Electronic check,1,4.0
1323,68,28.55,1941.4,Month-to-month,No,Electronic check,0,5.0
2654,47,139.6,6561.2,Two year,DSL,Mailed check,0,4.0
2987,44,93.92,4132.48,Two year,Fiber optic,Bank transfer,1,1.0
131,46,43.55,2003.3,One year,Fiber optic,Bank transfer,1,2.0
1297,16,104.75,1137.37,One year,Fiber optic,Credit card,1,2.0
1249,39,118.84,4634.76,One year,Fiber optic,Electronic check,1,2.0
2383,27,82.45,2226.15,Two year,Fiber optic,Credit card,1,4.0
1881,0,27.66,,One year,DSL,Bank transfer,1,2.0
2242,34,128.63,4373.42,One year,DSL,Electronic check,1,
1960,21,98.1,2060.1,Two year,Fiber optic,Electronic check,1,1.0
2271,53,126.1,6683.3,Month-to-month,DSL,Mailed check,1,4.0
2293,51,36.01,1836.51,One year,Fiber optic,Electronic check,0,4.0
1780,5,33.66,168.3,Two year,DSL,Electronic check,1,5.0
1331,53,73.35,3887.55,One year,DSL,Mailed check,1,1.0
478,19,114.61,2177.59,Two year,No,Bank transfer,0,4.0
544,3,128.34,385.02,Month-to-month,No,Mailed check,1,1.0
1105,40,56.89,2275.6,Month-to-month,Fiber optic,Electronic check,1,3.0
109,65,62.49,4061.85,One year,DSL,Credit card,1,2.0
2577,37,45.55,1685.35,Month-to-month,Fiber optic,Mailed check,1,1.0
2573,64,113.57,7268.48,Month-to-month,No,Mailed check,1,5.0
1669,49,101.34,4965.66,Month-to-month,No,Electronic check,1,1.0
619,21,116.36,2443.56,Two year,DSL,Electronic check,0,
1535,15,128.56,1928.4,Month-to-month,Fiber optic,Bank transfer,1,2.0
1726,55,35.87,1972.85,Month-to-month,Fiber optic,Electronic check,0,
2095,65,61.98,4038.35,Month-to-month,Fiber optic,Bank transfer,1,4.0
1685,69,54.03,3728.07,Month-to-month,DSL,Credit card,1,5.0
134,67,33.66,2255.22,Two year,DSL,Mailed check,1,1.0
4,47,27.11,1274.17,One year,Fiber optic,Mailed check,1,5.0
448,31,61.7,1912.7,Month-to-month,No,Mailed check,1,
188,21,133.85,2810.85,Month-to-month,No,Electronic check,1,
380,33,104.55,3450.15,Month-to-month,Fiber optic,Mailed check,1,3.0
2421,18,146.73,2056.01,Two year,Fiber optic,Electronic check,1,4.0
804,56,89.43,5008.08,Month-to-month,Fiber optic,Bank transfer,1,3.0
1966,34,131.43,4468.62,Two year,No,Bank transfer,1,2.0
1073,4,50.45,201.8,Month-to-month,Fiber optic,Bank transfer,0,4.0
1642,8,125.6,1004.8,One year,Fiber optic,Bank transfer,1,5.0
2425,64,93.43,5979.52,One year,Fiber optic,Electronic check,1,1.0
706,70,127.93,8955.1,Two year,Fiber optic,Mailed check,1,3.0
577,39,122.6,4781.4,One year,DSL,Mailed check,1,1.0
461,29,44.3,1383.15,Two year,Fiber optic,Electronic check,1,1.0
2635,33,142.15,4690.95,Month-to-month,Fiber optic,Mailed check,1,3.0
1654,69,81.75,5640.75,Month-to-month,No,Electronic check,1,4.0
742,59,46.11,2720.49,Month-to-month,DSL,Electronic check,0,4.0
1182,18,88.18,2046.74,Month-to-month,DSL,Electronic check,1,2.0
938,50,57.52,2876.0,Month-to-month,No,Bank transfer,1,4.0
418,28,114.81,3214.68,Month-to-month,Fiber optic,Bank transfer,1,3.0
409,51,100.41,5120.91,Month-to-month,Fiber optic,Bank transfer,0,4.0
1291,58,82.13,4763.54,Month-to-month,No,Credit card,0,4.0
2662,48,88.71,3783.38,Month-to-month,No,Credit card,1,5.0
81,59,97.72,5765.48,One year,Fiber optic,Credit card,0,3.0
2007,50,64.69,3234.5,One year,Fiber optic,Mailed check,1,4.0
836,30,35.95,1078.5,One year,DSL,Electronic check,1,1.0
2509,24,124.11,2978.64,One year,No,Credit card,0,4.0
2875,29,123.65,3585.85,Month-to-month,DSL,Mailed check,1,1.0
438,6,144.12,864.72,Month-to-month,DSL,Mailed check,1,1.0
263,32,65.02,2080.64,Month-to-month,DSL,Bank transfer,1,
1112,39,99.91,3896.49,Two year,Fiber optic,Credit card,1,5.0
2398,45,32.37,1456.65,Two year,No,Credit card,0,3.0
52,1,117.97,117.97,Month-to-month,Fiber optic,Mailed check,1,
2766,21,109.79,1918.43,Month-to-month,No,Mailed check,1,3.0
2794,71,31.75,2254.25,Month-to-month,Fiber optic,Electronic check,1,2.0
1569,35,50.54,1768.9,One year,Fiber optic,Credit card,1,1.0
2539,26,120.07,3121.82,One year,No,Bank transfer,0,5.0
864,2,94.59,189.18,One year,DSL,Mailed check,1,2.0
408,62,52.73,3269.26,Month-to-month,DSL,Electronic check,1,4.0
2564,7,107.26,750.82,Two year,Fiber optic,Mailed check,1,2.0
2803,11,82.61,908.71,One year,No,Bank transfer,0,4.0
1272,6,101.85,611.1,One year,Fiber optic,Mailed check,0,4.0
644,49,138.16,6893.15,Two year,No,Mailed check,1,1.0
998,30,95.78,2873.4,Two year,No,Mailed check,0,4.0
1981,30,72.98,2189.4,Two year,DSL,Bank transfer,0,5.0
1397,55,107.92,5935.6,Month-to-month,Fiber optic,Electronic check,1,2.0
970,38,103.12,3918.56,One year,DSL,Electronic check,0,5.0
1178,11,26.6,292.6,Two year,DSL,Electronic check,1,3.0
2275,39,122.2,4765.8,Month-to-month,DSL,Mailed check,1,2.0
672,41,97.53,3998.73,Month-to-month,No,Mailed check,1,2.0
2008,48,106.4,5107.2,Month-to-month,DSL,Mailed check,1,1.0
335,52,120.51,6266.52,Month-to-month,No,Electronic check,1,3.0
1256,14,30.57,427.98,Two year,DSL,Electronic check,1,1.0
2594,22,82.47,1814.34,Month-to-month,Fiber optic,Electronic check,1,1.0
452,69,52.52,3623.88,One year,Fiber optic,Bank transfer,1,5.0
529,28,33.13,927.64,Month-to-month,Fiber optic,Bank transfer,1,5.0
266,21,81.33,1707.93,One year,No,Credit card,1,1.0
876,26,141.43,3677.18,Month-to-month,DSL,Credit card,1,1.0
991,58,76.73,4450.34,One year,Fiber optic,Mailed check,0,4.0
2315,66,132.83,8766.78,Month-to-month,DSL,Bank transfer,1,
948,47,125.09,5879.23,One year,Fiber optic,Bank transfer,0,
560,20,57.84,1156.8,Two year,Fiber optic,Mailed check,0,4.0
1581,12,136.6,1639.2,Two year,No,Bank transfer,0,5.0
2906,25,20.76,519.0,Month-to-month,Fiber optic,Credit card,1,3.0
532,43,106.07,4561.01,Two year,Fiber optic,Bank transfer,1,2.0
1750,60,91.89,5513.4,One year,DSL,Bank transfer,1,2.0
1974,21,36.25,848.54,Two year,Fiber optic,Credit card,1,1.0
1440,69,139.07,9595.83,Two year,Fiber optic,Credit card,1,5.0
2619,44,110.62,4867.28,Month-to-month,No,Electronic check,0,5.0
2869,2,60.78,121.56,Two year,DSL,Credit card,0,4.0
1215,54,144.21,7787.34,Two year,No,Electronic check,1,1.0
1,66,33.46,2208.36,Month-to-month,No,Mailed check,1,1.0
666,32,106.57,3410.24,Month-to-month,DSL,Electronic check,1,4.0
736,37,54.12,2002.44,Two year,No,Mailed check,1,1.0
1856,2,24.1,48.2,Month-to-month,Fiber optic,Mailed check,1,3.0
961,66,93.14,6147.24,Month-to-month,DSL,Bank transfer,0,5.0
233,12,117.72,1412.64,Month-to-month,Fiber optic,Credit card,1,3.0
2802,24,75.1,1802.4,Month-to-month,No,Credit card,1,4.0
2395,40,68.27,2730.8,One year,Fiber optic,Mailed check,0,4.0
779,24,40.46,971.04,Month-to-month,DSL,Mailed check,1,3.0
2097,5,42.68,213.4,Month-to-month,Fiber optic,Bank transfer,0,
2508,58,130.51,7569.58,Two year,Fiber optic,Bank transfer,1,
882,68,90.67,6165.56,Two year,DSL,Credit card,0,3.0
2048,2,69.66,139.32,Month-to-month,Fiber optic,Bank transfer,0,
2878,14,55.8,781.2,Month-to-month,Fiber optic,Mailed check,1,2.0
1120,0,138.09,,One year,Fiber optic,Mailed check,1,
2609,67,87.35,5852.45,Month-to-month,DSL,Mailed check,1,
2775,26,117.28,3049.28,Month-to-month,Fiber optic,Electronic check,0,3.0
667,61,45.96,2803.56,Month-to-month,DSL,Electronic check,1,1.0
635,31,74.23,2301.13,Month-to-month,No,Electronic check,1,4.0
1173,46,84.07,3867.22,Month-to-month,DSL,Credit card,1,3.0
2443,62,20.68,1282.16,One year,No,Electronic check,1,
1334,50,98.36,4918.0,Month-to-month,Fiber optic,Credit card,1,2.0
1400,29,98.16,2846.64,Month-to-month,Fiber optic,Bank transfer,1,1.0
2899,63,142.6,8983.8,Two year,No,Credit card,0,5.0
1708,9,46.21,415.89,One year,DSL,Mailed check,0,5.0
1181,21,143.31,3009.51,One year,DSL,Bank transfer,0,
1620,51,105.15,5362.65,Month-to-month,DSL,Mailed check,1,3.0
2103,4,100.87,403.48,Two year,Fiber optic,Mailed check,0,5.0
2288,28,77.77,2177.56,Month-to-month,Fiber optic,Bank transfer,1,3.0
2845,50,108.65,5432.5,Month-to-month,Fiber optic,Electronic check,0,5.0
773,44,97.7,4298.8,Month-to-month,No,Mailed check,0,5.0
578,21,142.73,2997.33,Two year,DSL,Bank transfer,0,3.0
855,14,71.77,1004.78,Month-to-month,Fiber optic,Electronic check,1,4.0
1264,10,21.78,305.35,Two year,Fiber optic,Mailed check,1,1.0
602,63,106.14,6686.82,Two year,DSL,Credit card,1,4.0
2135,35,82.28,2879.8,Two year,No,Bank transfer,0,
2628,61,125.58,7660.38,One year,No,Bank transfer,0,5.0
2795,16,67.92,1086.72,One year,No,Mailed check,0,4.0
2559,49,132.17,6476.33,Month-to-month,No,Credit card,0,3.0
923,8,30.13,241.04,One year,No,Electronic check,1,
432,32,95.97,3071.04,Two year,Fiber optic,Electronic check,1,4.0
1681,31,47.19,1462.89,Two year,Fiber optic,Credit card,1,3.0
2157,17,96.33,1637.61,Month-to-month,No,Electronic check,1,
2506,14,54.11,757.54,One year,Fiber optic,Credit card,1,4.0
1972,23,140.56,3232.88,One year,Fiber optic,Credit card,1,5.0
1892,36,123.38,3301.48,Month-to-month,Fiber optic,Credit card,1,4.0
2668,10,79.68,796.8,Month-to-month,Fiber optic,Electronic check,1,1.0
726,38,115.42,4385.96,Month-to-month,Fiber optic,Electronic check,1,1.0
2500,21,130.22,2734.62,Month-to-month,Fiber optic,Bank transfer,0,5.0
190,36,57.74,2078.64,Two year,Fiber optic,Electronic check,1,2.0
1606,13,29.0,564.3,Month-to-month,DSL,Bank transfer,1,4.0
2914,32,97.24,2472.74,One year,Fiber optic,Mailed check,1,2.0
684,21,42.54,893.34,One year,DSL,Bank transfer,0,3.0
687,24,87.78,2106.72,Month-to-month,No,Bank transfer,1,4.0
127,45,109.75,4938.75,Month-to-month,DSL,Mailed check,0,4.0
1439,0,45.69,,Two year,Fiber optic,Bank transfer,0,3.0
2336,59,71.51,4219.09,Month-to-month,Fiber optic,Bank transfer,1,3.0
435,69,32.01,2208.69,Two year,No,Electronic check,0,5.0
946,7,97.81,939.65,One year,Fiber optic,Electronic check,1,1.0
1509,63,108.16,6814.08,Month-to-month,No,Bank transfer,0,3.0
694,64,135.51,8672.64,Two year,Fiber optic,Credit card,1,2.0
1778,38,109.28,4152.64,Month-to-month,Fiber optic,Electronic check,1,1.0
416,21,112.14,2354.94,Two year,No,Mailed check,0,5.0
2856,59,62.55,3690.45,Month-to-month,DSL,Mailed check,1,
1764,23,31.92,734.16,Month-to-month,DSL,Mailed check,1,1.0
2452,3,126.3,378.9,Month-to-month,No,Electronic check,1,
403,32,32.94,1054.08,Month-to-month,DSL,Mailed check,0,4.0
651,52,36.69,1907.88,Month-to-month,DSL,Bank transfer,1,
1699,41,43.19,1770.79,Month-to-month,DSL,Mailed check,1,1.0
945,64,78.12,4999.68,One year,DSL,Electronic check,1,3.0
1410,7,21.03,147.21,One year,Fiber optic,Electronic check,1,
1428,22,103.26,2271.72,Month-to-month,DSL,Bank transfer,1,2.0
427,22,110.79,2437.38,Month-to-month,No,Credit card,0,5.0
1049,26,89.71,2332.46,Month-to-month,Fiber optic,Credit card,1,
830,30,129.6,3888.0,One year,No,Credit card,1,2.0
1911,24,23.71,569.04,One year,No,Mailed check,0,5.0
480,5,55.06,275.3,Month-to-month,No,Electronic check,0,
2174,63,42.24,2661.12,One year,DSL,Electronic check,1,3.0
2281,32,30.29,969.28,One year,Fiber optic,Bank transfer,0,
2340,44,70.7,3110.8,Month-to-month,No,Mailed check,1,5.0
709,27,49.47,1335.69,Month-to-month,No,Electronic check,1,4.0
206,58,117.08,6790.64,Month-to-month,No,Mailed check,1,4.0
1959,49,100.41,4920.09,Month-to-month,DSL,Mailed check,1,1.0
820,54,72.73,3927.42,One year,No,Electronic check,0,5.0
1486,66,124.01,8184.66,One year,No,Electronic check,1,5.0
341,71,33.65,2389.15,Month-to-month,Fiber optic,Bank transfer,0,4.0
2265,40,129.21,5168.4,One year,Fiber optic,Electronic check,0,4.0
2679,10,123.5,1235.0,Two year,DSL,Bank transfer,0,4.0
851,18,146.8,2642.4,One year,Fiber optic,Credit card,1,3.0
163,48,61.07,2931.36,Month-to-month,DSL,Electronic check,1,4.0
995,55,95.72,5264.6,Month-to-month,Fiber optic,Mailed check,1,1.0
2722,36,80.38,2893.68,Two year,Fiber optic,Bank transfer,0,
2605,46,94.7,4356.2,Two year,No,Mailed check,1,1.0
499,45,106.56,4795.2,Month-to-month,DSL,Mailed check,1,3.0
2530,15,121.28,1819.2,One year,Fiber optic,Credit card,1,3.0
395,14,99.75,1396.5,One year,Fiber optic,Electronic check,1,1.0
1027,7,99.66,697.62,One year,Fiber optic,Mailed check,1,2.0
1416,23,33.78,776.94,Month-to-month,DSL,Bank transfer,1,
2290,12,68.16,817.92,Month-to-month,DSL,Credit card,1,
345,38,108.39,4118.82,Two year,DSL,Credit card,0,
1470,6,80.82,484.92,Month-to-month,No,Credit card,1,1.0
155,66,106.08,7001.28,One year,DSL,Electronic check,0,
2149,36,20.97,754.92,One year,Fiber optic,Bank transfer,0,3.0
810,54,55.01,2970.54,Month-to-month,Fiber optic,Electronic check,0,3.0
1490,25,105.4,2635.0,One year,Fiber optic,Electronic check,0,
1593,37,59.19,2190.03,One year,Fiber optic,Credit card,1,2.0
2101,1,111.47,111.47,Month-to-month,Fiber optic,Mailed check,1,3.0
1586,22,63.21,1390.62,Two year,No,Mailed check,1,2.0
1006,67,106.42,7130.14,One year,Fiber optic,Credit card,1,5.0
466,25,125.61,3140.25,Two year,DSL,Bank transfer,0,4.0
599,57,139.43,7947.51,Two year,DSL,Electronic check,1,1.0
1317,56,63.25,3542.0,Month-to-month,No,Mailed check,1,1.0
2432,23,84.24,1937.52,Month-to-month,DSL,Bank transfer,1,2.0
1512,0,81.91,,Two year,No,Mailed check,1,1.0
671,49,101.16,4956.84,Two year,No,Mailed check,1,1.0
2456,47,41.61,1955.67,Month-to-month,No,Electronic check,1,
339,55,43.07,2368.85,Two year,DSL,Bank transfer,0,5.0
2887,58,26.09,1513.22,Month-to-month,No,Mailed check,1,5.0
85,49,46.84,2295.16,One year,Fiber optic,Electronic check,0,5.0
614,59,63.4,3740.6,Month-to-month,Fiber optic,Mailed check,1,1.0
2140,61,24.5,1494.5,Month-to-month,No,Bank transfer,1,3.0
1702,52,116.7,6068.4,Month-to-month,DSL,Mailed check,1,2.0
583,62,53.63,3325.06,Month-to-month,No,Electronic check,1,3.0
643,50,54.65,2732.5,Two year,No,Mailed check,0,4.0
2378,15,143.32,2149.8,Month-to-month,DSL,Credit card,1,4.0
2231,54,75.74,4089.96,One year,Fiber optic,Mailed check,0,3.0
1176,2,80.8,161.6,Month-to-month,Fiber optic,Bank transfer,1,4.0
1355,30,61.63,1848.9,Month-to-month,DSL,Mailed check,1,2.0
1551,6,90.03,540.18,Month-to-month,Fiber optic,Electronic check,0,
1696,58,62.74,3638.92,Two year,DSL,Credit card,1,1.0
1117,27,35.7,963.9,Month-to-month,Fiber optic,Mailed check,1,2.0
456,22,55.88,1229.36,Month-to-month,Fiber optic,Electronic check,1,1.0
1829,42,33.99,1427.58,Month-to-month,Fiber optic,Electronic check,1,4.0
2571,69,70.23,4845.87,Month-to-month,Fiber optic,Mailed check,1,3.0
1386,30,148.78,4463.4,Month-to-month,Fiber optic,Bank transfer,1,
1733,37,147.97,5474.89,Month-to-month,DSL,Bank transfer,1,3.0
105,63,23.86,1503.18,One year,No,Electronic check,1,2.0
858,44,81.81,3599.64,Month-to-month,Fiber optic,Credit card,1,4.0
2052,21,135.65,2848.65,One year,Fiber optic,Credit card,0,5.0
1655,67,144.4,9674.8,One year,DSL,Bank transfer,1,4.0
2994,52,138.77,7216.04,Month-to-month,No,Mailed check,1,2.0
2332,31,144.67,4484.77,Month-to-month,DSL,Credit card,1,5.0
565,71,80.49,5714.79,Two year,DSL,Bank transfer,1,4.0
1913,47,90.27,4242.69,One year,DSL,Electronic check,1,4.0
1226,44,23.01,1012.44,Two year,No,Electronic check,1,4.0
1671,50,82.47,4123.5,Month-to-month,Fiber optic,Credit card,1,2.0
2422,1,44.44,44.44,Month-to-month,No,Credit card,1,4.0
