distance,cargo_weight,cargo_type,departure_hour,day_of_week,season,weather_score,driver_exp,traffic_index,fuel_consumption
1219.5,6.0,3,9,5,4,5,14,9.0,26.8
1349.8,16.6,2,17,5,4,1,24,8.7,30.2
604.9,8.7,2,22,1,2,1,20,7.2,28.7
1050.5,1.3,4,10,1,2,9,21,4.6,24.6
383.3,19.3,3,23,3,3,9,20,5.1,29.6
995.2,15.7,3,18,1,4,4,8,6.3,30.9
628.8,7.3,2,15,0,1,10,20,3.4,27.3
59.8,5.8,3,17,6,4,1,16,3.3,25.8
1435.5,12.0,3,4,2,2,10,15,5.4,25.3
1309.2,19.8,2,0,5,2,6,5,5.8,32.9
471.7,6.2,2,19,5,2,6,3,8.2,27.1
1496.7,19.0,3,17,1,3,8,11,7.7,30.9
509.8,6.9,3,22,1,2,3,7,6.6,27.6
715.3,14.2,2,12,4,4,5,16,6.9,30.6
,7.9,4,9,4,2,3,8,8.8,32.3
,2.2,2,20,1,2,7,3,1.5,23.0
,18.8,4,22,1,1,5,1,6.1,37.1
1015.1,3.7,2,19,4,3,5,25,1.5,21.8
239.2,18.9,3,19,1,4,8,3,2.0,26.5
662.4,2.5,3,4,1,3,9,24,5.3,22.7
,5.7,3,20,2,4,9,15,4.5,25.8
1031.3,18.5,4,0,2,2,8,22,7.6,32.9
247.2,13.3,1,18,2,3,2,23,8.4,30.7
,4.2,1,4,2,4,8,4,8.1,28.0
1081.5,12.0,1,0,3,3,8,14,6.2,29.2
276.5,,3,17,3,1,1,17,1.1,26.6
,17.6,4,8,0,4,2,16,1.2,29.7
1083.7,1.5,1,20,1,1,6,23,2.7,26.5
1159.9,10.8,3,6,3,1,4,5,3.4,30.5
187.6,1.7,3,16,5,1,8,4,5.1,26.8
1285.4,14.1,4,15,0,3,8,21,4.4,28.3
1099.8,18.7,3,19,5,4,3,17,2.4,30.1
,16.7,4,20,0,3,1,23,1.9,30.3
1157.5,,3,14,4,2,3,6,1.2,25.1
1106.0,5.1,4,8,1,2,10,2,1.6,25.2
921.3,2.9,3,12,6,3,10,18,1.0,20.5
859.8,17.5,2,14,4,1,6,19,1.3,30.6
1115.3,2.1,4,23,5,1,9,17,5.0,27.7
1498.9,12.8,3,4,5,2,6,2,7.1,29.9
888.9,7.7,2,1,0,2,10,22,4.8,25.2
,19.9,3,11,5,3,2,7,3.4,31.0
1129.2,10.4,4,10,0,3,5,13,6.5,30.4
1290.9,11.2,3,21,3,1,2,1,6.7,34.2
1434.1,18.4,2,6,4,1,2,19,7.4,35.6
330.0,19.4,4,3,6,1,2,21,3.6,38.1
,11.9,3,2,5,2,1,5,9.6,33.2
,16.0,1,21,4,3,10,2,2.5,28.7
701.5,12.9,1,14,6,2,8,17,9.7,29.5
877.5,8.8,1,23,0,1,5,14,6.7,32.5
1207.2,1.6,3,6,0,1,9,22,3.5,25.8
1401.0,14.5,2,1,1,3,6,8,2.8,26.8
655.3,14.2,1,11,1,2,5,19,3.1,26.5
1091.0,2.8,3,4,3,4,5,22,6.8,22.7
335.4,5.0,4,3,5,3,5,22,9.6,28.8
825.1,14.8,3,21,2,2,5,3,8.8,30.8
,3.4,3,9,6,1,9,16,9.8,27.0
,14.0,3,1,4,3,10,9,3.9,26.5
840.7,14.5,1,4,3,2,2,14,4.5,29.5
1116.4,7.4,4,8,5,3,8,17,7.7,26.4
991.8,5.5,2,21,3,2,1,23,3.3,28.3
569.7,7.8,1,15,0,1,8,12,4.0,29.7
58.3,7.5,3,12,5,4,10,9,3.6,24.1
,12.3,1,13,0,1,8,5,4.7,29.6
1460.9,15.0,2,19,3,3,6,19,7.9,28.1
1387.4,17.3,3,4,1,1,10,9,1.1,28.5
521.4,1.1,3,11,5,4,8,18,1.2,20.7
425.3,14.7,1,9,4,2,8,7,1.0,27.3
682.8,6.6,3,1,6,3,10,21,6.8,23.0
,,3,13,6,1,6,17,4.3,30.5
567.4,2.0,4,16,1,4,9,13,5.2,24.0
147.6,11.2,2,15,1,1,9,25,5.2,26.4
634.1,11.2,4,1,1,1,5,13,2.8,30.0
427.9,6.9,3,9,1,2,8,14,8.1,26.3
521.1,19.4,3,9,6,3,7,1,2.7,28.1
,2.6,2,3,0,2,10,17,7.2,24.9
1005.3,,3,13,2,2,7,24,7.7,25.9
813.6,,2,12,1,1,8,15,3.3,30.0
442.8,10.5,3,18,0,3,10,10,7.4,26.1
853.1,5.7,3,18,5,2,1,17,3.0,26.8
764.4,6.4,2,21,3,4,2,14,5.7,24.9
1204.2,3.6,2,10,6,2,4,6,7.5,27.8
1436.2,,4,4,4,3,7,5,2.3,29.9
239.5,11.6,3,12,3,2,5,23,7.1,29.8
1331.7,5.3,3,15,1,1,9,16,2.2,22.4
1072.0,8.2,4,7,4,3,1,23,1.6,28.5
1054.2,18.2,2,11,5,3,4,9,4.1,27.4
,17.8,3,22,0,4,2,24,3.0,31.0
548.7,1.8,3,18,1,3,8,15,2.3,20.3
58.2,13.3,2,14,2,3,3,22,3.3,27.5
1474.2,3.5,2,22,0,1,3,19,7.9,29.4
,,4,0,0,4,7,24,8.7,30.1
633.4,17.4,1,12,1,1,1,16,9.4,37.2
838.5,18.0,2,6,2,3,10,20,9.6,31.7
108.8,2.1,3,6,3,3,1,1,6.7,25.4
301.8,17.5,3,18,5,4,4,14,7.2,30.2
953.9,14.7,3,19,5,2,6,21,3.7,27.1
795.7,15.6,2,11,2,2,1,21,9.1,33.1
1191.3,15.9,3,12,3,1,1,15,4.1,33.5
1005.2,10.4,3,14,0,2,10,24,7.6,25.4
922.1,19.0,3,21,5,4,6,6,8.1,31.1
1232.1,4.4,4,0,1,1,1,20,9.8,34.2
149.0,10.3,2,13,0,4,4,9,1.3,27.7
1051.8,6.7,3,1,4,1,4,7,3.3,27.7
1087.6,16.5,3,22,2,2,1,21,5.2,29.0
449.0,2.1,3,5,2,2,6,21,8.2,26.9
333.7,,3,0,3,4,3,24,7.5,26.4
360.1,15.6,1,19,4,3,7,11,1.7,28.1
337.3,6.6,3,17,5,4,8,21,8.7,24.3
809.5,5.2,3,21,4,4,5,20,4.7,25.2
246.7,5.6,3,8,4,3,4,23,8.7,26.3
1006.0,14.4,2,6,5,3,7,8,9.0,28.7
,6.1,1,16,5,3,8,13,9.3,29.3
89.0,8.4,2,22,1,3,4,18,8.1,27.5
513.0,11.1,2,22,2,4,9,11,7.8,27.9
328.2,18.8,2,9,3,2,3,25,5.6,30.7
1483.6,16.0,2,15,6,3,8,21,6.0,26.9
489.3,4.1,1,19,4,2,4,1,5.6,29.9
372.0,17.7,2,17,5,2,7,10,5.6,29.5
335.3,17.0,4,14,5,2,10,14,2.9,32.1
592.1,15.0,3,3,6,1,8,18,4.0,29.1
928.5,10.6,2,15,3,4,4,14,2.6,26.8
,1.9,3,4,1,2,6,16,7.5,24.9
578.6,14.4,3,10,2,3,3,15,4.8,27.5
957.7,10.6,1,13,0,1,5,4,3.2,30.6
749.0,6.5,3,0,4,3,7,9,8.2,28.4
,0.7,2,10,4,1,1,8,9.1,31.7
875.1,5.0,3,7,1,3,4,10,1.0,23.2
470.3,12.3,2,2,3,2,10,6,8.9,27.4
1070.2,2.7,3,15,5,1,10,24,1.2,24.0
1239.1,13.3,2,17,5,2,9,4,7.4,28.4
724.9,16.5,2,21,5,1,8,9,8.9,32.3
1481.4,6.7,3,16,0,1,7,11,3.1,28.1
1324.7,2.1,2,4,2,4,6,16,9.5,25.0
335.6,3.2,3,2,4,4,7,5,7.5,26.2
1190.8,7.5,1,19,0,4,3,18,9.9,31.2
,16.4,3,1,1,1,6,2,2.8,32.1
825.5,12.9,3,9,6,3,6,2,2.2,24.7
795.2,17.4,4,9,3,3,1,6,7.0,36.1
1287.4,19.9,3,4,4,2,3,6,5.6,32.4
,4.5,4,15,1,3,4,16,8.3,28.9
829.7,14.0,2,18,4,2,7,21,4.9,26.3
120.8,9.6,3,21,6,4,4,21,1.0,24.3
,10.1,3,11,6,1,3,5,5.4,30.7
1366.7,6.8,3,10,1,2,8,12,7.0,26.4
1082.0,7.2,3,4,1,4,6,5,3.8,26.3
123.9,13.7,4,2,4,1,7,16,5.5,32.8
1331.8,12.6,3,20,6,4,4,7,6.4,31.3
,6.7,2,20,0,3,4,17,7.5,26.2
842.7,2.8,3,23,1,4,6,20,3.1,23.6
82.5,11.8,2,2,1,3,4,17,3.4,27.8
865.5,14.9,3,10,5,4,10,1,7.2,28.6
129.2,11.4,3,15,3,4,9,25,4.2,24.2
514.5,0.6,2,21,5,4,10,12,7.8,23.6
961.9,6.0,1,9,0,1,8,16,3.4,29.0
1373.7,15.7,4,3,0,4,1,18,7.8,34.4
,15.0,1,21,3,2,9,14,2.4,28.7
1297.0,0.7,2,1,2,4,3,24,5.1,22.8
1381.6,9.7,2,16,1,1,4,22,2.7,26.7
80.5,9.0,3,8,1,1,5,17,5.6,30.4
397.2,13.2,2,0,5,3,5,16,7.3,29.0
1079.3,,3,12,0,1,9,9,5.7,25.7
1147.4,12.6,2,8,6,2,6,12,2.4,25.4
619.0,19.0,2,10,1,2,6,1,9.3,32.7
1002.3,7.7,2,4,5,1,2,19,1.0,27.7
937.6,7.1,2,16,4,3,8,4,7.6,24.7
1122.7,1.1,3,6,0,3,4,6,7.5,25.1
1092.1,1.6,2,3,5,3,7,15,9.1,23.1
174.5,18.7,3,9,3,2,5,17,8.8,31.5
279.5,19.5,3,4,2,1,7,1,2.4,30.3
242.5,0.6,2,12,0,1,7,20,9.5,27.9
1402.1,18.1,2,12,0,2,6,4,2.4,28.3
1374.6,3.9,3,19,2,1,5,16,6.1,29.9
1206.2,11.4,3,23,2,3,8,20,2.4,24.8
219.2,13.7,3,2,5,4,2,5,4.4,28.1
882.7,7.5,4,0,3,2,10,10,8.1,30.3
321.5,10.8,1,10,0,3,5,13,9.4,29.9
584.2,12.7,3,1,6,4,10,14,3.9,27.2
437.3,4.3,3,20,1,2,6,21,4.9,23.2
1251.9,19.9,2,19,4,1,2,24,8.2,36.2
259.5,4.5,3,10,5,2,7,11,6.4,28.2
987.0,0.7,3,23,4,1,6,15,9.1,29.1
,18.9,3,12,2,4,9,24,4.0,27.7
1046.2,8.9,3,13,0,4,9,16,2.7,26.0
164.9,8.3,1,18,1,1,3,2,5.9,31.2
1366.4,5.9,3,13,3,2,8,8,5.2,26.0
982.5,1.0,3,17,6,1,6,17,8.9,31.0
,5.7,3,5,0,4,5,25,1.8,23.2
1006.6,8.2,3,12,1,4,5,6,1.4,25.9
1324.6,10.6,3,19,2,2,7,6,2.6,28.5
,9.4,3,23,5,3,7,17,7.0,27.7
,17.6,1,4,6,3,9,3,3.9,29.8
706.0,18.3,3,0,1,4,9,24,1.9,24.8
155.3,6.7,3,14,4,4,3,23,9.0,27.3
,19.2,1,1,6,3,5,15,7.9,33.3
233.3,17.4,2,16,6,2,10,9,9.0,30.3
622.1,18.6,1,10,5,3,9,11,2.0,27.4
610.9,14.3,3,19,5,3,5,14,3.8,28.7
456.1,4.4,1,3,1,3,1,22,6.6,28.1
633.6,4.3,4,1,2,1,3,19,1.7,28.2
946.1,18.2,4,5,6,1,10,12,9.9,37.2
501.5,,4,1,4,3,8,16,9.9,29.4
300.1,17.9,2,3,0,4,8,15,5.7,27.7
1310.6,14.6,3,18,0,4,8,3,9.9,31.4
1457.7,4.6,4,16,6,3,2,8,9.4,28.9
714.9,8.0,3,14,0,4,6,6,6.5,26.0
524.2,19.4,2,10,4,1,7,14,1.8,29.8
118.8,0.9,4,5,2,4,1,25,2.1,26.2
,14.4,3,20,1,1,6,18,3.7,31.3
619.7,19.6,3,21,0,2,3,17,8.4,32.6
1398.9,2.5,4,6,3,2,10,13,5.9,24.8
1109.5,5.8,4,21,5,1,3,9,8.5,32.1
556.4,11.2,3,14,0,2,4,6,7.4,27.8
1453.7,17.0,2,8,4,3,9,23,8.3,29.8
671.7,10.4,3,5,4,1,7,1,3.4,28.1
451.3,1.7,3,14,5,1,10,23,7.3,26.5
668.2,3.0,3,0,4,2,6,6,1.7,21.1
,7.8,3,7,0,1,2,21,7.2,32.4
1334.2,6.8,3,16,2,4,3,22,5.4,26.7
,4.8,3,11,6,2,2,23,4.0,23.7
1004.1,16.9,4,3,5,3,9,24,7.3,30.1
614.1,1.0,4,3,2,3,1,13,1.1,25.2
1357.5,16.7,3,16,6,2,8,15,7.9,29.2
981.5,18.5,3,20,0,2,5,1,5.8,31.7
758.0,12.8,3,16,3,1,6,21,4.9,31.8
241.6,12.7,3,3,5,4,9,15,5.8,28.6
1357.8,3.4,1,16,4,4,10,2,3.4,24.4
842.9,11.6,3,6,1,3,3,9,6.6,30.3
463.3,7.8,3,14,1,3,10,22,3.1,23.1
1323.0,5.0,3,14,5,4,10,10,9.3,26.3
128.9,11.9,4,21,6,1,9,8,8.0,33.5
505.4,0.5,4,19,5,3,2,7,9.0,28.8
,5.9,4,1,6,4,2,5,7.4,31.4
542.7,,4,0,6,4,1,14,1.7,29.5
741.3,9.4,3,22,6,2,9,7,5.7,28.0
433.3,3.3,4,7,5,3,10,15,7.3,27.7
238.6,0.5,4,1,5,2,4,13,6.6,30.7
103.4,5.8,3,4,5,1,6,17,7.2,27.0
278.6,11.2,2,11,2,2,6,15,5.8,27.9
1431.8,10.9,2,21,3,2,4,2,6.7,28.4
,3.1,3,22,1,4,10,1,6.0,25.3
759.0,12.5,3,15,3,2,10,8,1.7,26.8
607.3,20.0,3,6,3,4,3,9,6.3,32.4
1077.2,11.9,3,17,0,4,6,12,5.2,27.6
254.8,10.8,3,20,0,3,2,18,5.5,27.1
450.4,12.6,2,9,6,2,1,25,1.7,27.2
1001.1,17.7,1,14,3,2,9,19,9.1,32.4
,18.9,3,11,0,4,9,10,8.6,31.7
1166.6,1.3,2,20,2,2,1,6,1.5,25.9
1350.8,4.5,4,14,6,2,6,9,9.1,29.7
1243.9,2.8,4,1,5,2,2,7,8.6,31.5
317.1,15.6,3,20,5,2,6,15,8.0,29.5
182.6,1.4,3,13,4,2,4,17,9.4,25.3
295.7,18.1,4,10,4,1,6,7,6.9,37.4
1186.1,0.9,4,4,1,4,8,16,2.1,24.8
1375.1,12.2,3,16,5,4,1,10,2.4,27.6
,5.9,4,0,5,3,5,13,1.6,24.7
482.4,,3,4,1,4,4,6,4.8,27.3
1268.5,,1,16,2,2,4,14,2.5,27.6
827.5,15.1,3,6,5,3,10,3,1.3,25.5
1243.0,10.2,3,17,1,4,10,13,5.7,24.7
845.1,8.7,4,6,4,1,7,12,3.8,29.3
261.5,14.7,1,17,2,1,8,11,2.8,31.1
,18.6,3,16,2,4,4,23,7.3,32.2
1438.0,16.0,3,17,1,1,7,20,6.2,30.8
667.4,14.9,4,17,5,4,5,15,6.0,30.4
558.3,10.0,3,19,2,2,4,23,4.2,27.0
566.6,18.1,2,8,3,3,8,17,7.8,27.0
599.5,10.0,4,11,1,4,9,16,2.4,26.9
1420.2,18.6,3,1,1,3,4,13,5.0,30.5
140.9,16.2,4,8,0,1,3,7,4.5,34.9
222.6,3.4,4,11,6,3,5,8,8.2,26.6
1195.0,1.4,1,18,2,1,10,25,2.7,26.8
846.6,14.9,4,21,4,4,8,17,9.9,33.1
236.4,13.9,3,15,3,2,3,3,2.4,28.8
100.0,12.2,4,3,2,4,7,6,5.0,31.5
375.1,19.5,2,4,5,4,9,24,6.5,29.7
428.2,11.1,3,12,6,2,4,6,4.8,28.0
70.6,7.3,2,10,1,2,10,14,8.9,28.4
363.3,11.5,1,22,0,4,10,9,6.8,27.8
1120.6,1.1,4,4,2,3,3,18,7.1,28.4
1290.4,11.8,2,13,0,3,7,22,8.9,26.7
1352.4,18.1,1,18,0,4,3,11,2.2,29.9
615.4,0.6,4,10,5,2,7,1,5.0,26.9
513.1,17.0,3,5,0,3,1,9,4.6,31.8
1499.8,16.1,3,3,0,2,7,1,7.8,31.1
1165.5,2.6,4,14,2,1,4,6,8.6,30.6
829.2,17.0,3,15,3,2,6,10,5.0,30.6
,15.4,1,17,3,1,6,3,2.1,30.8
515.9,10.1,3,20,5,4,10,1,7.9,28.7
,5.3,3,23,5,2,1,8,8.0,29.1
836.0,6.1,2,4,0,4,6,1,3.5,23.7
69.8,12.4,3,10,5,4,2,7,2.5,28.6
1441.1,5.3,3,7,0,2,7,3,2.3,22.8
884.6,6.8,1,20,6,4,5,14,1.9,27.6
904.3,18.7,2,2,2,1,2,20,3.6,31.1
356.6,14.7,4,15,6,1,2,22,7.4,35.7
1159.2,14.9,2,7,6,4,2,16,3.6,28.1
1119.0,19.1,2,0,0,2,8,3,8.5,33.6
188.0,0.6,4,14,2,1,10,2,4.0,25.8
912.7,5.3,3,9,0,1,4,19,7.3,32.3
1004.4,13.3,4,16,6,4,4,19,2.9,29.7
1261.6,9.0,4,9,3,2,1,7,2.0,28.9
348.8,2.7,3,4,5,2,2,25,3.2,25.4
1322.6,,3,2,4,2,2,17,6.6,31.0
719.1,1.4,1,4,5,1,10,11,7.0,26.7
190.0,,2,10,4,4,4,16,6.6,27.9
203.2,11.5,2,6,0,1,8,1,4.8,29.4
336.8,,3,2,3,2,2,19,6.0,28.8
460.0,6.7,3,7,4,4,2,6,9.5,30.7
769.8,1.0,4,20,6,1,3,1,1.7,28.9
1135.7,17.8,2,20,5,3,2,16,1.7,28.9
320.8,18.6,3,8,3,3,3,1,5.4,30.3
,9.9,1,12,5,3,3,1,8.2,31.1
284.2,0.9,2,4,6,4,5,5,8.9,25.7
919.1,,3,9,6,1,2,24,7.6,31.3
1397.0,6.7,3,14,6,2,6,25,3.0,23.9
1257.1,4.1,3,0,2,2,4,11,7.8,28.9
989.4,3.8,3,20,3,4,7,9,3.0,23.2
1087.5,4.0,3,21,0,2,6,11,1.1,22.6
244.6,7.0,4,22,0,2,10,16,2.4,26.3
64.0,6.0,3,5,5,2,7,15,9.7,27.6
679.5,16.8,3,21,2,3,7,8,7.4,28.4
179.8,10.2,2,2,3,3,9,7,2.3,22.8
568.7,8.8,3,21,2,3,2,13,3.8,27.3
374.4,3.3,3,3,6,3,9,8,8.9,23.7
,17.6,1,8,6,4,5,11,7.4,33.7
1326.1,1.6,3,22,5,4,7,1,3.2,23.0
1237.5,5.2,3,12,6,3,8,5,9.8,23.8
,12.6,2,5,3,4,3,25,6.2,29.9
273.4,14.2,4,8,1,2,6,9,5.9,32.7
120.1,16.1,1,7,4,1,3,11,6.3,35.3
,,4,22,0,4,2,5,7.6,31.4
981.3,7.3,3,9,2,4,9,22,3.4,23.7
585.7,6.1,2,2,5,1,8,7,1.2,25.5
735.4,11.6,1,3,1,2,2,8,6.9,30.4
759.3,7.3,3,13,3,2,2,11,5.3,28.0
397.9,6.9,3,0,5,3,1,21,8.3,27.7
505.5,0.8,3,5,5,2,4,20,9.3,25.9
656.7,19.0,3,14,4,3,3,5,6.5,30.4
924.6,1.7,2,20,2,3,8,5,6.4,23.9
1435.9,5.8,3,2,1,4,5,7,6.7,28.6
830.8,18.5,4,8,1,4,10,5,1.7,30.3
1110.2,14.8,3,9,5,2,6,13,4.3,26.9
1220.2,11.8,4,20,1,3,9,7,6.9,29.6
214.6,13.4,3,18,4,3,1,2,5.7,30.2
997.0,2.4,3,22,0,2,10,20,8.1,25.4
749.1,16.3,3,14,2,4,4,9,2.1,29.3
880.0,5.4,1,4,2,1,4,7,6.7,31.1
105.7,19.1,1,22,5,4,6,4,8.6,37.0
,5.0,3,18,0,4,5,21,7.0,25.0
1431.5,12.7,4,15,3,2,4,16,1.7,31.2
55.0,11.1,3,8,3,2,2,9,7.0,30.6
358.5,3.3,1,19,2,1,5,21,8.7,33.1
311.3,7.6,1,9,5,1,5,8,2.3,27.5
1182.9,15.7,3,7,6,1,2,7,6.6,35.8
917.2,4.6,3,6,0,4,8,10,5.4,27.0
,19.3,2,15,6,4,2,1,3.0,30.9
1230.3,6.3,1,14,6,4,1,12,5.0,27.6
562.5,12.7,3,5,5,2,4,19,4.8,30.9
,12.6,1,8,0,2,4,11,6.1,29.5
611.6,9.7,3,5,2,4,3,15,7.7,30.5
,13.3,3,17,4,3,10,10,1.9,26.5
746.2,15.0,1,8,1,1,6,21,2.8,31.0
448.1,12.6,3,18,1,4,2,25,6.8,29.5
665.6,11.4,1,5,3,1,6,14,2.1,32.0
,12.3,2,9,5,1,3,18,6.9,31.8
,8.3,4,0,1,4,10,16,6.9,28.0
1378.8,1.9,3,0,0,4,10,23,4.0,19.0
847.7,3.6,1,0,6,3,6,23,9.9,28.5
1164.8,12.3,1,1,2,2,4,23,5.3,29.1
475.7,18.6,2,22,0,1,2,2,9.7,37.6
,1.0,4,6,6,2,9,11,2.6,24.3
,11.1,3,12,1,3,1,13,9.4,31.9
78.3,5.4,3,22,0,1,3,20,6.2,30.9
283.1,11.5,2,11,4,3,6,15,9.9,27.9
,15.1,4,9,5,1,3,12,6.4,35.0
1423.2,14.8,4,17,0,2,8,14,9.4,33.6
1500.0,14.6,2,17,5,1,2,15,4.1,33.6
,15.7,3,2,2,1,9,16,6.7,31.6
206.8,1.9,3,22,2,2,1,19,1.3,24.0
1353.5,10.4,3,2,4,3,4,11,6.2,28.0
1128.5,5.6,3,8,0,4,5,15,4.4,24.5
,18.5,2,22,1,1,10,4,8.4,33.0
,15.8,3,13,5,3,8,13,5.5,27.6
1009.6,2.6,3,13,6,4,10,10,5.7,25.1
84.9,5.2,3,20,6,2,6,1,9.8,30.5
777.2,9.4,3,10,5,4,10,6,9.0,27.0
1112.0,19.3,1,14,0,2,5,25,9.4,34.5
,2.6,3,13,2,1,1,14,2.5,27.6
693.5,11.6,4,2,5,2,3,1,8.9,33.0
822.2,7.2,3,7,4,2,4,23,4.9,25.2
1116.6,13.1,4,18,5,3,7,4,8.7,31.9
1448.5,13.1,3,7,2,1,3,16,5.6,31.1
1280.0,5.2,3,21,4,3,3,2,7.0,27.3
951.2,15.8,3,23,5,4,7,21,3.3,26.5
896.3,2.3,2,18,5,2,1,16,2.8,23.4
924.6,16.5,4,0,5,1,9,22,6.0,35.0
840.5,4.6,3,18,0,3,10,8,2.3,22.2
136.1,12.0,4,23,1,3,9,23,6.6,29.1
1062.5,7.3,3,18,3,2,10,23,1.3,22.2
1088.7,12.4,3,15,4,4,2,12,2.8,29.1
793.1,5.7,1,14,6,4,3,15,3.5,26.7
1312.1,11.6,3,11,2,1,9,10,2.5,29.1
1025.0,,3,5,5,3,3,20,2.1,21.6
575.9,7.8,4,11,4,3,8,17,7.9,27.3
78.6,16.6,4,21,1,1,6,4,4.8,33.9
135.8,9.5,3,2,1,1,3,11,3.3,30.1
560.1,10.2,3,3,4,1,5,11,3.7,28.3
720.1,,1,20,2,2,5,11,8.1,33.4
292.0,9.0,3,19,1,2,9,16,3.0,23.2
,17.4,4,12,1,3,6,7,7.9,32.8
383.8,8.4,3,8,1,4,5,5,7.6,30.0
1181.7,18.9,3,2,0,2,7,12,1.6,28.7
1168.4,17.6,4,16,1,4,2,10,9.2,35.3
,8.7,1,12,6,3,4,23,6.1,29.1
299.9,7.6,4,19,1,4,6,19,8.5,29.2
,13.7,3,8,2,2,7,7,3.9,27.5
176.3,15.2,1,19,3,3,2,18,7.2,29.4
,4.1,3,22,4,4,4,16,6.4,27.4
,5.2,1,3,2,4,5,23,3.4,26.5
533.8,3.4,3,18,5,2,1,19,8.7,28.7
1444.2,,2,14,5,2,6,14,8.3,30.8
785.9,14.4,2,9,3,1,9,7,7.0,31.7
,4.2,3,5,6,3,10,6,8.8,25.3
237.4,11.0,3,3,2,3,7,10,3.0,25.7
438.7,15.4,1,2,3,2,3,22,7.4,32.2
1422.5,19.0,4,6,4,1,8,23,3.6,32.5
606.2,4.0,2,12,1,4,7,25,9.5,23.8
990.2,6.4,3,12,0,4,1,25,6.1,30.0
1465.4,7.3,3,23,6,4,1,13,8.6,28.8
848.6,12.7,1,17,0,2,10,16,2.6,26.6
492.8,3.2,4,23,0,3,9,3,3.9,26.6
821.3,4.3,3,18,0,4,5,4,7.9,27.7
129.2,15.7,2,13,3,4,4,7,4.2,27.9
212.9,11.1,3,19,1,2,1,5,1.8,26.4
,3.6,3,18,1,4,3,19,6.9,27.6
,8.1,1,19,6,3,1,22,2.0,27.1
1023.4,3.1,2,5,6,1,2,1,6.0,28.8
482.6,7.6,3,17,6,1,9,18,8.5,29.4
370.7,8.3,3,5,2,2,8,8,6.3,26.9
1040.5,2.7,2,7,0,4,8,13,5.5,24.6
1383.3,1.7,3,16,6,3,1,10,3.1,24.4
483.8,17.7,2,12,3,3,4,4,2.5,28.1
516.3,17.8,2,18,6,3,7,20,1.2,27.3
1288.6,0.6,3,17,1,4,6,8,8.2,26.4
1345.4,13.0,2,17,6,3,4,11,1.3,27.1
1375.4,2.3,2,3,2,2,5,15,8.7,27.5
475.1,16.3,2,2,5,2,8,14,4.6,29.4
,17.7,3,5,0,3,9,5,9.2,29.8
688.0,12.5,3,8,5,1,10,17,2.4,27.7
478.9,12.5,3,19,3,4,8,4,8.3,28.4
1331.6,7.7,3,1,6,4,3,20,8.8,29.1
103.1,5.4,3,12,1,2,10,17,4.8,23.1
969.1,10.2,1,18,1,3,7,9,9.8,30.3
1364.0,3.1,2,8,4,4,8,9,2.9,24.7
1466.2,13.6,2,7,5,3,4,5,2.0,26.9
992.7,9.7,4,4,6,1,6,12,9.7,33.8
1427.4,4.0,2,10,0,1,6,5,3.3,27.6
159.7,12.0,2,14,0,3,8,13,1.3,25.7
571.0,16.0,3,13,2,1,1,5,4.5,32.5
62.6,12.0,3,20,0,4,6,23,9.9,30.1
,10.8,4,0,2,2,3,3,8.6,33.4
,17.0,3,7,3,4,2,18,1.9,28.7
90.7,0.7,2,8,6,1,8,12,4.2,26.1
76.3,12.5,3,9,0,2,6,9,5.8,26.6
582.1,8.5,3,17,2,1,4,5,8.2,32.1
424.9,4.3,4,2,2,2,7,16,2.7,28.3
1278.1,19.6,3,6,3,1,1,20,1.8,33.3
282.7,8.4,3,1,2,2,10,17,7.6,26.6
1196.4,7.0,1,13,4,2,4,1,1.2,25.1
854.0,3.8,4,23,5,3,2,21,5.6,27.3
597.2,20.0,3,23,4,1,7,24,7.4,34.0
261.3,17.2,2,1,4,2,9,18,7.0,29.7
1496.7,1.9,3,2,0,3,10,1,5.6,21.4
946.1,11.5,3,13,6,2,8,13,8.0,28.9
687.1,3.4,2,6,3,3,9,9,6.3,22.8
588.1,14.5,3,5,1,4,4,17,8.4,30.2
1363.3,9.9,3,16,4,3,8,19,6.2,27.0
1240.7,2.7,2,7,3,4,1,23,4.9,25.4
1226.2,11.4,4,14,6,4,10,22,6.4,28.5
943.5,18.3,4,0,4,3,9,25,4.8,28.9
,7.2,2,23,6,2,7,3,2.9,24.4
484.0,1.5,3,2,6,2,10,3,5.2,22.9
,18.9,4,0,1,4,6,21,9.5,35.8
,3.3,3,10,2,4,4,18,6.3,25.8
920.0,9.8,4,21,1,1,6,19,7.6,34.6
1497.3,11.1,2,15,1,3,1,6,6.9,27.9
1477.6,5.1,3,11,4,2,10,12,5.2,26.0
793.3,4.0,3,6,6,4,6,17,4.7,24.6
882.1,2.7,2,5,3,2,1,16,2.8,24.6
1351.1,1.9,3,15,5,1,7,22,1.1,23.9
,10.4,1,12,5,4,6,10,8.8,33.3
1179.0,16.9,2,14,1,3,10,21,3.5,25.8
144.5,3.0,2,9,5,4,8,8,6.3,27.5
517.8,14.2,1,7,3,4,3,20,5.2,31.6
1350.0,8.5,1,4,0,2,1,1,2.0,27.0
1164.1,1.2,3,7,5,2,5,6,1.3,21.7
1126.2,11.0,2,5,6,4,9,1,9.5,29.6
1018.5,5.4,1,11,1,2,8,6,4.3,26.2
,12.3,2,6,1,1,9,14,3.8,28.5
634.7,7.3,4,19,5,3,9,22,1.8,24.2
,13.5,1,13,6,3,6,1,1.0,28.9
