membership_type,distance_km,visits_per_week,duration_months,age,gender,personal_goal,late_cancels,churn
0,8.5,6.0,43,55,0,1,2,1
2,1.6,0.4,50,34,1,1,0,0
1,12.4,1.0,28,49,1,0,1,0
1,4.2,3.6,24,43,1,1,0,0
2,2.2,3.6,17,64,0,0,1,0
1,9.2,3.2,17,50,1,1,0,0
1,7.1,1.0,32,47,1,0,0,0
2,19.5,4.7,1,41,1,0,0,0
2,16.1,2.7,2,43,1,1,1,0
0,5.8,1.9,16,21,0,0,1,0
2,12.0,1.3,52,35,1,1,1,0
1,10.9,6.3,40,60,1,0,1,0
2,4.1,5.6,27,65,1,0,1,0
1,15.4,1.2,5,23,1,0,0,0
0,14.2,0.1,33,59,1,0,1,1
0,3.0,0.9,42,63,1,1,0,1
1,14.6,0.8,58,61,1,0,0,0
0,12.8,5.3,33,57,0,1,0,1
1,0.7,2.9,18,58,0,0,0,0
2,1.5,2.6,17,28,1,1,0,0
2,11.2,3.0,10,63,1,0,0,0
2,2.3,5.2,10,65,0,0,2,0
1,12.3,4.6,40,23,0,1,0,0
2,3.9,5.1,12,62,0,0,2,0
0,13.9,4.1,21,25,1,0,2,0
2,7.7,2.1,20,55,0,1,1,0
2,15.0,2.1,45,23,0,1,2,0
0,4.2,1.9,48,20,0,1,1,0
1,13.2,6.5,14,21,0,1,1,0
2,19.5,0.8,29,30,1,1,0,1
2,10.0,1.9,45,43,1,1,1,0
2,5.9,5.8,13,57,1,1,2,0
2,6.6,6.9,52,21,1,1,0,0
2,4.2,1.5,23,23,1,1,0,0
2,11.7,6.8,60,38,1,0,0,0
2,10.5,5.1,43,62,0,1,2,0
2,11.2,2.7,44,53,1,0,1,0
1,13.8,2.4,48,52,0,1,0,0
2,0.8,6.1,35,35,0,1,1,0
2,3.0,1.9,1,18,0,1,1,0
0,4.7,2.2,58,51,0,0,0,1
1,0.6,0.2,28,64,1,0,0,0
2,4.1,3.5,4,33,1,1,1,0
1,17.0,1.5,20,51,0,0,0,1
2,13.2,7.0,59,23,0,1,1,0
1,3.6,1.1,40,57,1,1,0,0
0,1.2,6.2,27,36,0,1,2,0
1,5.4,1.0,42,54,1,0,0,0
2,14.4,2.8,48,49,0,1,1,0
1,9.2,4.4,11,20,0,1,1,0
2,10.9,6.4,31,34,0,0,0,0
0,10.9,6.2,37,39,0,0,0,0
1,5.1,1.4,27,24,0,0,0,0
0,3.8,1.2,19,35,0,1,0,0
2,3.6,5.0,52,19,1,1,1,0
1,19.3,1.7,40,56,1,1,0,1
2,18.8,6.7,46,21,0,0,1,1
1,15.1,0.2,18,45,0,1,1,0
1,13.1,1.3,36,56,1,1,0,0
0,4.9,0.8,46,52,0,1,0,1
1,2.8,4.7,32,58,1,0,1,0
1,18.7,0.2,29,65,0,1,1,1
1,6.0,3.9,6,39,0,1,1,0
0,4.2,5.5,31,44,0,1,2,0
0,18.5,0.8,51,37,1,1,0,0
1,3.5,1.0,45,27,1,0,1,0
0,6.3,1.1,33,23,0,0,2,0
1,4.0,1.0,29,54,0,0,0,0
2,0.8,5.2,14,29,1,1,0,0
2,4.1,2.4,58,58,0,1,3,0
0,9.4,3.7,29,28,0,1,0,0
1,10.8,0.2,52,47,0,1,0,0
2,3.8,5.6,20,25,1,1,1,0
0,14.5,0.1,60,25,0,0,3,0
2,10.9,6.7,15,49,0,1,2,0
2,12.2,6.8,10,46,1,1,0,0
0,6.7,0.2,15,57,1,1,0,0
0,4.4,0.5,58,26,1,1,1,0
0,16.0,3.8,31,30,1,1,1,0
0,7.4,2.4,2,44,1,0,1,0
1,10.7,4.4,6,19,1,0,3,0
2,15.0,4.6,37,39,0,0,2,0
0,17.6,0.2,44,29,1,0,0,0
0,9.2,1.5,35,45,0,0,1,0
2,19.5,4.7,27,37,1,1,0,1
1,10.8,1.4,41,47,1,0,1,0
1,16.0,0.3,27,37,0,0,0,0
1,2.0,3.8,26,19,1,0,0,0
1,2.3,1.1,32,21,1,0,3,0
1,12.5,6.3,24,49,1,0,0,0
2,8.0,5.8,46,42,1,1,2,0
2,15.4,5.3,17,26,1,1,0,0
2,11.7,5.8,49,57,0,0,2,0
2,12.5,5.6,51,44,1,0,4,0
2,3.8,5.5,4,37,1,1,1,0
0,11.3,7.0,27,24,0,1,1,0
2,11.1,5.3,9,47,0,0,2,0
1,14.9,3.4,56,21,0,1,2,0
2,14.2,4.7,8,62,0,1,1,0
0,12.6,1.0,23,29,1,1,0,0
